chr	start	end	5637_value	SV_HUC_1_value	T24_value	UM_UC_3_value
chr1	9715650	9715939	0.90787921	0.974733086	0.955997848	0.990307926
chr1	9730234	9730646	0.898621698	0.9595212	0.952069919	0.973061059
chr1	9731100	9731428	0.937836172	0.954112355	0.962287656	0.969085182
chr1	9762518	9762759	0.929775566	0.960111575	0.955393742	0.963526509
chr1	9822953	9824609	0.011924838	0.215757954	0.016816951	0.483099253
chr1	9909787	9910631	0	0.003776803	0.007246377	0.02
chr1	9943107	9943527	0	0.016641809	0.011930648	0.009234234
chr1	9997209	9998050	0.341666667	0.082539683	0.056410256	0.633333333
chr1	10032474	10033346	0.012059428	0.012603085	0.009776572	0.026376396
chr1	10209957	10211248	0.011874905	0.021199288	0.014286874	0.008571325
chr1	10326125	10326332	0.94949342	0.969527887	0.956712499	0.971794115
chr1	10398491	10399940	0.007733263	0.019553697	0.012327991	0.278677246
chr1	10430143	10431015	0.018126494	0.066206108	0.066201402	0.137652164
chr1	10472120	10472743	0.034116502	0.005304238	0.018291388	0.014435274
chr1	10474861	10475115	0.005128205	0.016486618	0.011287953	0.011603278
chr1	10638242	10640041	0.964856936	0.958535585	0.914236283	0.971129891
chr1	10647753	10648083	0.973245156	0.960016159	0.872627347	0.985011688
chr1	10653781	10654146	0.954217985	0.951407641	0.866971711	0.931444659
chr1	10654344	10654651	0.927833978	0.83809887	0.641725666	0.970394268
chr1	10659810	10660524	0.90378439	0.930434946	0.754153406	0.981985472
chr1	10665130	10665560	0.9336059	0.973074221	0.864114187	0.960215074
chr1	10693716	10695464	0.107778319	0.173751766	0.172229951	0.259252878
chr1	10697834	10698195	0.959640841	0.978822109	0.736345856	0.923708556
chr1	10704392	10704868	0.547840047	0.561371123	0.062510961	0.943926196
chr1	10793837	10796907	0.028726486	0.023910572	0.13324764	0.027931469
chr1	10835838	10836060	0.447058824	0.835688372	0.17848219	0.82048434
chr1	10866898	10867422	0	0	0	0
chr1	10888467	10889109	0.976190476	0.942857143	0.787619048	0.833333333
chr1	11012340	11013188	0.007058081	0.018851538	0.012923305	0.00594539
chr1	11058973	11060577	0.10524323	0.014636174	0.012876449	0.071396377
chr1	11099330	11100079	0.012118538	0.011747307	0.012057656	0.005923791
chr1	11262201	11262979	0.018050154	0.014984556	0.008507485	0.01545517
chr1	11273202	11273490	0.055910316	0.024056283	0.009986848	0.007672555
chr1	11478612	11480554	0.46759222	0.117617822	0.34459173	0.262770649
chr1	11501309	11502099	0.789650353	0.723315427	0.798123933	0.920311695
chr1	11529781	11529987	0.676511389	0.892062411	0.741675128	0.916314091
chr1	11536325	11536565	0.808177724	0.855838799	0.629467135	0.731379366
chr1	11648710	11649220	0.503369469	0.895361248	0.758828494	0.940512718
chr1	11650402	11650731	0.184782898	0.914754525	0.646189606	0.882332679
chr1	11654160	11655249	0.805274972	0.134518113	0.222562217	0.555316092
chr1	11664056	11664828	0.020018323	0.100984573	0.303091499	0.601143161
chr1	11680342	11681660	0.076337671	0.10439896	0.030046883	0.169726954
chr1	11690644	11692594	0.182490471	0.2729834	0.729435362	0.881289035
chr1	11719509	11719959	0.01504884	0.180466944	0.055701934	0.26393674
chr1	11735918	11736206	0.020604396	0.015945502	0.018578892	0.010544218
chr1	11762082	11762306	0.518976014	0.351165703	0.334017363	0.494413532
chr1	11805405	11806509	0.001754386	0.008266833	0.018792683	0.025872767
chr1	11838336	11838675	0.861644068	0.85799117	0.862328973	0.911238972
chr1	11859058	11859498	0.465242767	0.045598053	0.086054337	0.36143914
chr1	11925586	11926078	0.022395833	0.022222222	0	0
chr1	11934692	11934912	0	0	0	0
chr1	11980056	11980736	0.032095684	0.016273176	0.01061617	0.029701417
chr1	12019194	12019846	0.02128485	0.015004035	0.012613159	0.011431919
chr1	12063431	12064091	0.67257645	0.239248728	0.775060333	0.712617822
chr1	12166819	12167655	0.1962563	0.643666001	0.689904547	0.837450058
chr1	12191277	12191928	0.8151015	0.925994189	0.780597724	0.853566287
chr1	12229897	12230528	0.00952381	0.022222222	0.033928571	0.061538462
chr1	12230898	12231142	0.006666667	0	0.011038961	0.076190476
chr1	12540321	12540530	0.008746568	0.959400705	0.035730359	0.921142038
chr1	12595876	12596235	0	0.003333333	0.031203704	0.822242063
chr1	12616978	12618636	0.013218974	0.012512732	0.01528853	0.024196375
chr1	13513010	13514118	0.420098208	0.122185228	0.61017009	0.479084061
chr1	13554915	13555117	0.639020692	0.941666667	0.69456813	0.933517399
chr1	13583111	13583347	0.345061202	0.827894079	0.590095646	0.831198216
chr1	13583642	13584373	0.069648418	0.103320342	0.390926917	0.787567827
chr1	13699986	13700705	0	0	0.857477026	0.900210084
chr1	13748772	13749963	0.042690607	0.043481127	0.169465659	0.233326783
chr1	13892855	13893242	0.422609428	0.010178974	0.651169037	0.313734343
chr1	14598114	14599497	0.067033609	0.075229357	0.624122006	0.367323661
chr1	14801087	14801373	0.517541729	0.900965366	0.597088219	0.851560376
chr1	14923877	14925049	0.065047995	0.012356322	0.446956013	0.235084249
chr1	15048567	15048917	0.175084175	0.787851038	0.2	0.552813853
chr1	15065685	15066023	0.888395928	0.966058294	0.868011145	0.895217084
chr1	15152723	15154975	0.035582207	0.055049597	0.023475036	0.110422801
chr1	15214685	15214951	0.962964484	0.948575554	0.895418639	0.973966317
chr1	15247124	15247457	0	0	0.027777778	0.366666667
chr1	15409554	15410732	0.002457002	0.009898014	0	0.017000835
chr1	15524103	15525086	0.00308642	0.01553288	0.033560091	0
chr1	15526613	15527168	0.00827049	0.006759479	0.008395641	0.010786163
chr1	15584593	15585113	0.079437229	0.543782584	0.65374504	0.890316038
chr1	15603328	15603794	0.021533714	0.025506907	0.062877858	0.389191835
chr1	15617326	15617861	0	0.018391608	0.004807692	0
chr1	15684083	15685007	0	0.035897436	0.25308642	0.038131042
chr1	15727121	15727480	0.987677527	0.935266155	0.966502248	0.97302431
chr1	15731802	15732010	0.950766941	0.976588107	0.965831044	0.946825397
chr1	15744133	15744358	0.875	0.744688645	0.793452381	0.968831169
chr1	15746823	15747026	0	0.946428571	0	0
chr1	15758576	15759367	0	0.028888889	0	0.009090909
chr1	15834765	15836385	0.023939089	0.025810632	0.029809054	0.050635266
chr1	15837257	15837628	0.98546123	0.9647673	0.965802272	0.971015281
chr1	15847394	15848901	0.028269331	0.011989182	0.00927134	0.024155177
chr1	15849334	15849622	0.034557018	0.011495734	0.020555702	0.012188689
chr1	15934375	15934660	0.964974102	0.967146123	0.978938392	0.953898601
chr1	15943405	15943764	0.936447811	0.993378416	0.970421944	0.973723861
chr1	15944096	15945087	0.967295216	0.961449656	0.970166377	0.96903757
chr1	15975407	15976177	0.035909235	0.016663613	0.011934441	0.054158742
chr1	16073153	16073496	0.018518519	0	0	0.404017857
chr1	16137881	16138126	0.989499088	0.96588431	0.945530575	0.979866536
chr1	16148616	16148829	0.912639737	0.933250963	0.924284769	0.962875041
chr1	16154989	16155965	0.004602022	0.007599808	0.008305648	0.003635668
chr1	16167566	16168010	0	0.230769231	0	0
chr1	16206422	16208085	0.145685423	0.43207458	0.030901787	0.916637064
chr1	16217188	16217812	0.09439755	0.192513055	0.089299063	0.850522108
chr1	16226831	16227165	0	0.863481241	0	0.933333333
chr1	16237049	16237304	0.030735931	0.010352941	0.027138283	0.012345679
chr1	16352079	16352697	0.003846154	0.027329193	0	0.009615385
chr1	16367126	16367775	0.027349988	0.013150744	0.013308537	0.005592608
chr1	16440503	16441308	0.01385743	0.030672699	0.007059548	0.022953516
chr1	16498643	16499882	0.016945547	0.030608807	0.028261492	0.13502835
chr1	16514289	16514533	0	0	0	0
chr1	16520785	16521397	0.839478356	0.291241437	0.90403392	0.777941678
chr1	16534378	16535801	0.827612282	0.313240182	0.595569937	0.536008951
chr1	16547906	16548318	0	0	0	0
chr1	16612961	16613959	0.013590748	0.009643821	0.030088661	0.031034841
chr1	16644360	16644997	0.027096486	0.029914424	0.023636351	0.104366916
chr1	16646990	16648550	1	0.962662338	0.96	0
chr1	16658282	16658558	0	0	0	0
chr1	16666956	16667195	0	0	0	0
chr1	16680247	16680656	0	0	0	0
chr1	16692188	16694464	0.767581394	0.476310934	0.746569473	0.684052445
chr1	16696491	16696789	0.848838199	0.722685059	0.297677211	0.635291702
chr1	16699567	16701447	0.612513482	0.608319137	0.6682176	0.919547246
chr1	16707273	16708233	0.454435268	0.389790404	0.79245556	0.706571045
chr1	16724996	16725396	0.958186928	0.938759292	0.941342368	0.851341651
chr1	16740268	16740507	0	0	0	0
chr1	16748909	16749185	0	0	0	0
chr1	16758916	16760479	0.746031746	0.976190476	0	0
chr1	16859616	16860028	0.857142857	0	0	0
chr1	16871066	16871354	0.871336248	0.917132458	0.87865379	0.945469796
chr1	16872131	16873554	0.810580819	0.511861696	0.510899556	0.522660982
chr1	16888926	16889599	0.856684002	0.249513062	0.238577564	0.325633818
chr1	16895732	16895971	0	0	0	0
chr1	16904803	16905185	0.002225275	0.009045977	0.007020845	0.011657118
chr1	16913543	16914475	0.154357108	0.145733129	0.1889814	0.187734143
chr1	16955323	16955561	0.909139472	0.950457882	0.970571096	0.956261973
chr1	16960795	16961189	0	0	0	1
chr1	16966409	16966620	0	0	0	1
chr1	16980056	16980868	0.019767697	0.801598775	0.164072594	0.942834943
chr1	17005390	17005598	0.964943437	0.972943962	0.961926689	0.973510842
chr1	17011334	17012087	0	0.013605442	0	0
chr1	17053961	17054227	0.007179834	0.002578592	0.005405718	0.006292757
chr1	17119156	17119593	0.06565726	0.06837841	0.481292289	0.334488852
chr1	17149207	17149580	0.986685824	0.955683028	0.967579639	0.909321337
chr1	17407939	17408149	0.931818182	1	1	0.993333333
chr1	17419704	17420051	0.955969739	0.54826217	0.47159769	0.879127616
chr1	17437576	17439981	0.009440994	0.02159467	0.02023028	0.010955711
chr1	17539434	17540048	0	0.522916667	0.314285714	0.081818182
chr1	17622957	17623175	0.937576096	0.968023605	0.893589497	0.946395372
chr1	17696986	17697297	0.955361067	0.913730159	1	0
chr1	17825883	17826347	0.347817328	0.513391515	0.430571882	0.715055144
chr1	18107611	18108319	0	0	0	0
chr1	18109072	18109410	0.582754547	0.160261226	0.641684604	0.228866074
chr1	18110057	18111179	0.578573419	0.057457973	0.654525575	0.7197618
chr1	18365380	18365587	0.307188014	0.440767072	0.28285113	0.456404888
chr1	18376801	18377002	0.292129266	0.780908041	0.613912226	0.594663365
chr1	18482379	18483173	0.515599993	0.950509864	0.80171543	0.802328712
chr1	18630401	18633335	0.678729253	0.283552146	0.707905822	0.829289717
chr1	18636321	18636987	0.461962257	0.173609664	0.593785268	0.791366906
chr1	18637686	18637907	0.347222222	0.382516119	0.240415467	0.655934343
chr1	18640757	18641625	0.301235687	0.19460612	0.384387849	0.356827098
chr1	18643054	18644245	0.105954921	0.218410372	0.527062942	0.39150451
chr1	18645235	18645603	0.581412861	0.694507027	0.605838772	0.853606894
chr1	18646534	18647239	0.042248818	0.375490139	0.077777778	0.403447215
chr1	18784226	18784438	0.805161355	0.612754702	0.502715108	0.823492759
chr1	18854451	18854975	0.729135766	0.785948866	0.701383939	0.86087172
chr1	18877380	18877740	0.87287042	0.885651362	0.889765923	0.898636086
chr1	18883132	18883420	0.908003878	0.906464035	0.902532619	0.938582458
chr1	18902334	18903140	0.008104597	0.01910507	0.014620912	0.009400268
chr1	18955454	18957389	0.030257674	0.053143907	0.021767251	0.307898081
chr1	19209657	19210552	0.00744156	0.021812141	0.01670272	0.028791479
chr1	19251390	19252214	0.011053438	0.011755345	0.008261707	0.010392166
chr1	19273755	19274448	0.862931047	0.81469612	0.907971601	0.929472153
chr1	19288504	19289166	0.726536207	0.794544993	0.930692599	0.947025447
chr1	19311713	19312815	0.015304788	0.018398925	0.023621567	0.108367457
chr1	19338516	19338782	0.961666688	0.940651228	0.980436753	0.976538517
chr1	19485209	19486150	0	0	0	0
chr1	19596847	19597508	0.00764751	0.014394844	0.006267806	0.009159325
chr1	19643761	19645429	0.298511254	0.123298381	0.1518963	0.492387184
chr1	19664653	19666295	0.783333023	0.600940704	0.734879608	0.810219444
chr1	19679017	19679372	0.851628984	0.874395233	0.70680913	0.8963951
chr1	19800029	19800287	0.002898551	0.002469136	0.006539075	0.012121212
chr1	19882314	19882969	0.0049619	0.019949624	0	0.001615917
chr1	20185867	20186304	0.211111111	0.389444444	0.178571429	0.62209596
chr1	20242962	20243324	0.970710536	0.845569122	0.919081036	0.895358652
chr1	20343073	20343525	0.93676236	0.92792067	0.699060547	0.89930117
chr1	20366089	20367041	0.154145971	0.725123963	0.508050849	0.896271189
chr1	20483969	20487018	0.013753001	0.017080176	0.093907164	0.312551716
chr1	20507923	20508390	0.006461209	0.018678908	0.007871814	0.121162399
chr1	20552401	20554002	0.775009546	0.07770804	0.588874459	0.513022668
chr1	20633371	20634058	0.006160506	0.015389603	0.022656369	0.00817174
chr1	20661023	20661745	0.007507508	0.012213705	0.007372024	0.025030969
chr1	20696446	20696696	0.040104167	0.041125541	0.018518519	0
chr1	20704515	20704876	0.914214743	0.974744793	0.971234919	0.978816152
chr1	20717339	20718278	0.57909644	0.421155027	0.648965992	0.953115147
chr1	20731513	20732873	0.083460817	0.028794006	0.007143461	0.03517752
chr1	20786215	20787628	0.015512248	0.011455835	0.022842271	0.012165763
chr1	21176622	21177343	0.027236917	0.111716984	0.126451338	0.234605625
chr1	21225081	21225438	0.977185799	0.960339868	0.962774374	0.964822679
chr1	21289887	21290608	0.012444444	0.010695187	0.035897436	0.918229167
chr1	21344867	21345826	0.007666667	0.013030303	0.015160551	0.23476802
chr1	21427995	21429502	0.846463089	0.707197606	0.802134474	0.869766269
chr1	21436577	21436923	0.666666667	0.878788558	0.873015873	0.875
chr1	21439779	21440731	0.013786798	0.012307225	0.006753838	0.147951479
chr1	21459952	21460220	0	0.952380952	0	0
chr1	21509055	21509851	0.719256181	0.376013449	0.68997265	0.957604895
chr1	21603686	21603887	0.816475681	0.933262926	0.813226969	0.879117063
chr1	21622181	21622770	0.818181818	0	0	0.03125
chr1	21651791	21652220	0	0	0	0
chr1	21659210	21659609	0.025199362	0.028674104	0.005291005	0.045620748
chr1	21668570	21669450	0.846938776	0.776519539	0.679233967	0.915028932
chr1	21669668	21669916	0.487402181	0.751857779	0.339448052	0.947147874
chr1	21782636	21783768	0.010667384	0.021646431	0.008141504	0.015839176
chr1	21814406	21814914	0.924777132	0.826355142	0.921196772	0.886666544
chr1	21823190	21823404	0.896938776	0.939935065	0.675	0
chr1	21828807	21829072	0.955677656	1	0.834375	0.98816568
chr1	21864856	21865099	0.93498452	0.917453266	0.851348651	0.970707071
chr1	21884499	21884825	0.985714286	0.895433502	0.76664957	0.939880708
chr1	21887409	21887626	0.93015873	0.950893246	0.848504274	0.988253968
chr1	21936853	21937784	0.133941762	0.429815899	0.073100769	0.611586123
chr1	22025424	22025701	0.021760101	0.030597377	0.012738156	0.017035885
chr1	22052516	22053536	0.012706007	0.008790804	0.009552042	0.008265948
chr1	22120027	22120450	0.939437137	0.960167553	0.948916574	0.984510325
chr1	22129530	22129732	0.815303971	0.923614466	0.892657368	0.947706842
chr1	22142419	22143759	0	0.070833333	0.045454545	0.192307692
chr1	22285721	22285925	0.741154971	0.986107219	0.457775161	0.947075569
chr1	22342145	22342381	0.125666667	0.719531979	0.179815376	0.893086081
chr1	22451743	22452324	0.012739641	0.022079021	0.014231364	0.021151717
chr1	22563102	22563603	0.44639566	0.224621098	0.848281348	0.743742478
chr1	22576309	22576920	0.872915101	0.833891775	0.7390938	0.87124407
chr1	22593280	22593714	0.419746375	0.697963936	0.389422159	0.857975065
chr1	22600652	22601049	0.282988173	0.753474918	0.421015078	0.721262117
chr1	22647557	22647810	0.902653043	0.8941187	0.789462019	0.878031279
chr1	22676923	22677338	0	0.905367203	0.904928989	0.956952525
chr1	22710330	22711869	0.016666667	0.006704981	0.006690476	0.044311843
chr1	22784411	22785074	0.975360613	0.969709237	0.942871301	0.972018939
chr1	22953060	22954076	0.406661237	0.739490874	0.90311965	0.900810907
chr1	23019321	23020184	0.007195784	0.015112651	0.005786164	0.007703996
chr1	23167746	23168947	0.023395358	0.015622074	0.037815657	0.015100424
chr1	23177566	23178140	0.416294985	0.038947222	0.023518212	0.077321405
chr1	23216884	23217744	0.100543478	0.464192697	0.049449036	0.095323129
chr1	23343752	23344870	0.013301827	0.004705867	0.014961444	0.007893368
chr1	23368197	23369557	0.013194499	0.015573078	0.010100132	0.013970024
chr1	23424303	23425170	0.193589577	0.927756807	0.099820589	0.915196914
chr1	23436661	23437478	0.951167134	0.986657053	0.959781875	0.989945552
chr1	23483484	23484862	0.022855609	0.013581764	0.095752455	0.064182173
chr1	23530541	23531597	0.012661842	0.014474807	0.161146585	0.054599038
chr1	23554526	23555264	0.010283556	0.014132883	0.007678347	0
chr1	23558351	23558596	0.00137741	0.013305322	0.023414494	0.012129509
chr1	23559191	23559721	0.01576743	0.010458215	0.013148013	0.004166667
chr1	23568013	23568574	0.238888889	0.525837418	0.15026455	0.925978887
chr1	23691865	23692077	0.013903061	0.01368879	0.008747911	0.013368171
chr1	23743205	23744125	0.032679739	0.038026094	0.017391304	0.010656807
chr1	23778012	23778773	0.024779466	0.003945126	0.013876237	0.050957475
chr1	23790992	23791302	0.004710862	0.02190263	0.014786325	0.002070393
chr1	23800300	23801059	0	0.002457002	0.033333333	0.023737374
chr1	23867764	23868500	0.011498459	0.022100742	0.00976001	0.5652322
chr1	23902625	23903047	0.880372183	0.695707402	0.947470709	0.974953231
chr1	23959295	23960211	0.01248247	0.01051894	0.012711599	0.012672321
chr1	23979873	23980527	0.011046996	0.019841024	0.015998705	0.011950459
chr1	24187050	24187987	0.075357762	0.256233892	0.23488031	0.84768413
chr1	24321712	24322684	0.013412194	0.06937766	0.090145145	0.826227799
chr1	24413367	24413772	0.020643398	0.016617029	0.009068478	0.058039325
chr1	24416181	24416549	0.01986398	0.022405922	0.024740163	0.278689904
chr1	24502375	24503388	0.005516841	0.00984806	0.026367354	0.167240961
chr1	24535212	24535430	0.941850125	0.994312169	0.932701412	0.978356569
chr1	24555948	24556297	0.25	0.177443553	0.659919028	0.66008991
chr1	24642536	24643705	0.011098116	0.011972905	0.011425411	0.008532819
chr1	24744861	24746095	0.005332168	0.007593052	0.012123303	0.009144767
chr1	24848069	24848876	0.006666667	0.029636993	0.131713159	0.931686167
chr1	24902005	24902641	0.796251082	0.892190412	0.859775665	0.896124183
chr1	24907937	24908316	0.916614566	0.918221045	0.939225223	0.916714083
chr1	24929036	24932514	0.693510663	0.535737777	0.830199776	0.916613985
chr1	25232072	25232687	0.014410298	0.008239787	0.023893175	0.115782141
chr1	25239968	25240220	0.009273183	0.009035441	0.008835941	0.692907901
chr1	25246475	25248030	0.010316508	0.016620734	0.015352421	0.091245473
chr1	25266786	25267187	0.015081104	0.011398493	0.014514047	0.029383188
