	cpgname	genename	pvalue	pvalue.fdr	pvalue.bonferroni	effect
21458	cg15555014	SYNGR2	8.46863438013365E-057	8.36185594664501E-055	2.11554955450119E-052	0.7046540463
23105	cg20052718	TWIST1	8.51820687972707E-057	8.37769000245913E-055	2.12793326062462E-052	5.2923435119
16539	cg11536940	PGCP	9.7681452740087E-057	9.56933478784358E-055	2.44018037090011E-052	0.3742621498
1127	cg23918047	ARHGDIA	1.0246725598436E-056	9.99896297556759E-055	2.5597345217453E-052	0.4196231368
16797	cg00319761	PKMYT1	1.11133216673337E-056	1.08024081156289E-054	2.77621888571663E-052	0.1733294431
8231	cg17738194	GK2	1.14016509516942E-056	1.10397148226462E-054	2.84824642424272E-052	0.692170669
18931	cg25985778	RPL38	1.17927322481545E-056	1.13742951463764E-054	2.94594244291149E-052	0.4734884583
814	cg26984624	ANK1	1.38091008388531E-056	1.32678903098227E-054	3.44965148055389E-052	0.6192610789
2063	cg25391023	BTNL2	1.46429166621695E-056	1.40151226489523E-054	3.65794701137656E-052	0.6622349824
8719	cg21816539	GRIK1	1.47410665790133E-056	1.40552131377989E-054	3.68246584210332E-052	9.5351081811
24966	cg16462075		1.51503854821117E-056	1.43863028341165E-054	3.78471779728632E-052	0.6933930012
9191	cg14652095	HIST1H1A	1.52034904455657E-056	1.43863028341165E-054	3.79798394820676E-052	1.6564823537
9298	cg19248557	HLA-DRA	1.69768243172397E-056	1.6003699934678E-054	4.24098048268966E-052	0.396424995
1825	cg25249068	BFSP2	2.14268965300779E-056	2.01227557224766E-054	5.35265302217877E-052	0.7915881021
7181	cg20283107	FAM91A1	2.40975913086634E-056	2.25461396435101E-054	6.0198192848172E-052	0.6647171553
1527	cg12111714	ATP8A2	2.91479416294527E-056	2.71695794718417E-054	7.28144729845359E-052	4.4740991866
13000	cg15842276	MTNR1B	3.64766026778169E-056	3.38744242191281E-054	9.11222011494545E-052	1.9474226784
17487	cg15748507	PRLHR	3.95218033435713E-056	3.65664507157687E-054	9.87294169325754E-052	2.5484590372
11602	cg24926276	LRG1	4.87329101297643E-056	4.49223921753374E-054	1.21739682795164E-051	0.6651675588
20159	cg05140736	SLC26A11;SGSH	6.37545733208196E-056	5.85534189752718E-054	1.59265299612739E-051	1.4755717404
21212	cg16777510	STAT5A	7.1707600774068E-056	6.56163946863367E-054	1.79132757493699E-051	0.6204691333
9889	cg07705835	IL17RC	9.10991798537389E-056	8.30565186834399E-054	2.27574861192625E-051	2.1868796706
3631	cg00953256	CCND1	9.48678886369142E-056	8.61779900377728E-054	2.36989472603875E-051	0.7446811675
22402	cg19686152	TMOD3	9.73610348660318E-056	8.81223192749399E-054	2.43217601198834E-051	0.666442562
4422	cg21660130	CLCNKB	1.56654060895275E-055	1.41277079249995E-053	3.91337509522487E-051	1.3797042826
7338	cg27470554	FCGR2A	1.59591037822644E-055	1.43408047332643E-053	3.98674371584747E-051	0.656152621
23404	cg22842233	UPK1B	2.33134169030951E-055	2.08742819948466E-053	5.82392467656219E-051	1.1671698123
21804	cg26293512	TEPP	2.57858391406203E-055	2.30055731275656E-053	6.44156047571837E-051	0.6980284931
18402	cg02641560	RCAN3	3.01779990740275E-055	2.68283485718249E-053	7.5387659486828E-051	0.5761094349
18695	cg07525077	RNASE3	3.8285310408204E-055	3.39150829541612E-053	9.56405339307345E-051	0.6759548543
557	cg24194539	AIM1	4.10784230185194E-055	3.62607804037326E-053	1.02618008542563E-050	0.1034413199
11183	cg24304714	LCE1C	4.89733840569741E-055	4.30776094058898E-053	1.22340410712727E-050	0.5721401763
6746	cg03815350	ESPL1	6.67007845091768E-055	5.84649929060963E-053	1.66625229782375E-050	1.1262621456
6248	cg09809672	EDARADD	8.95593154882506E-055	7.82266174899296E-053	2.23728126021199E-050	0.8470421863
6612	cg20993403	EPB41L1	9.4822952656226E-055	8.25356160385081E-053	2.36877218030518E-050	1.4948283574
22743	cg06051311	TRIM15	9.69003914356484E-055	8.40509957796504E-053	2.42066867845393E-050	0.4422620556
16178	cg04797496	PCDH12	1.05004144644564E-054	9.07650012929362E-053	2.62310853736585E-050	0.723007312
3729	cg17638468	CD200R1	1.06906004135573E-054	9.20903065279573E-053	2.67061888931076E-050	0.5473843543
18888	cg24046474	RPL12;LRSAM1	1.25261865587923E-054	1.07531500489756E-052	3.1291666642519E-050	0.488753693
8196	cg09107315	GIPC2	1.35630981433988E-054	1.16034162575427E-052	3.38819754720246E-050	0.513935346
705	cg15783800	ALPK2	1.57621815110287E-054	1.34387391237886E-052	3.93755056327007E-050	0.6381420909
24524	cg03355526	ZNF454	1.8596163979135E-054	1.58010466790059E-052	4.64550772362773E-050	3.9211253748
1840	cg05890484	BHMT	2.48958659137262E-054	2.10821568268066E-052	6.21923626390794E-050	0.3636268628
3944	cg12864235	CDH9	2.56048610637001E-054	2.16092916970369E-052	6.39635034232291E-050	3.9622574735
7266	cg13288195	FBXL22	2.88193147924541E-054	2.42402458865419E-052	7.19935302830295E-050	1.3688448531
6584	cg20988616	ENPP3	3.11200652671568E-054	2.60875956523102E-052	7.77410350438845E-050	0.5819599726
3912	cg12530080	CDH12;PMCHL1	3.25615505831469E-054	2.72046854554379E-052	8.13420095117594E-050	0.6305320189
3339	cg25095814	CASP8	3.82522700222757E-054	3.17798498704905E-052	9.5557995742647E-050	0.4634430683
8975	cg03218909	HAPLN2	3.8292041195379E-054	3.17798498704905E-052	9.56573481101764E-050	0.5996377121
20859	cg23713742	SPAG4	4.08317513024122E-054	3.37754297776675E-052	1.02001797928556E-049	0.6910340456
20980	cg18766755	SPRR2A	4.8683088764131E-054	4.01370376375167E-052	1.21615224041676E-049	0.6978226688
10067	cg25336198	INS-IGF2;INS	4.95273364729868E-054	4.06987629089369E-052	1.23724239243168E-049	0.711125403
20771	cg27637521	SOCS3	5.11881481427836E-054	4.19256107788484E-052	1.27873112875488E-049	0.3173132181
4301	cg07906724	CHRNA6	7.05381307127298E-054	5.75853935730295E-052	1.7621130433347E-049	0.5317657732
16654	cg13022129	PHYHD1	8.01972891365232E-054	6.52576052091038E-052	2.00340847991949E-049	1.3806628836
19031	cg19428417	RRAD	9.30981033449185E-054	7.55092116772535E-052	2.32568371965941E-049	0.5853578089
2241	cg07409200	C13orf30	1.01077046360173E-053	8.17153946641902E-052	2.52500569512348E-049	0.6596505705
3701	cg23953831	CD101	1.1377177543113E-053	9.16817007111311E-052	2.84213272204506E-049	0.7598161408
11331	cg20542190	LILRA4	1.22806041625415E-053	9.8643656779566E-052	3.0678177258445E-049	0.5968646309
20163	cg14646244	SLC26A4;LOC286002	1.4389854445747E-053	1.15215690355515E-051	3.59472953909206E-049	0.5711651512
18468	cg24240626	REG3A	1.58051957126595E-053	1.26143640286884E-051	3.94829594097946E-049	0.6968733193
3413	cg03686067	CCDC102B	1.67243341722777E-053	1.3305432864894E-051	4.1779059195767E-049	0.9183299349
9031	cg06498267	HCN1	1.76528305718994E-053	1.39995352544959E-051	4.4098536051662E-049	4.8025739316
2525	cg05352668	C1orf127	1.81637543146877E-053	1.43591375485827E-051	4.53748746535214E-049	0.6640009713
2560	cg18354594	C1orf229	1.84868152618561E-053	1.45684268787516E-051	4.61819132056426E-049	0.6974821777
17601	cg12878228	PRSS1	2.0558739998907E-053	1.61502479217829E-051	5.13577883912695E-049	0.6893176313
20377	cg22415472	SLC5A7	3.27679703028191E-053	2.56607105371387E-051	8.18576666134725E-049	0.8752022285
16138	cg19352038	PAX3;CCDC140	4.03230605177686E-053	3.14784492123243E-051	1.00731037479438E-048	2.3143156894
22084	cg21066636	TM4SF5	4.12918115051112E-053	3.21342910657066E-051	1.03151074320918E-048	0.6397038914
20115	cg18003231	SLC25A18	4.77288893578843E-053	3.70284281071213E-051	1.19231538504931E-048	1.1778797822
7339	cg04384208	FCGR3A	4.86681049569597E-053	3.76401835891582E-051	1.21577792992981E-048	0.7113627856
19575	cg24621042	SERPINA1	5.42866211306773E-053	4.18559901995509E-051	1.35613408246545E-048	0.7210559571
6552	cg15746620	EMR3	6.22719059434835E-053	4.7865060996128E-051	1.55561448237416E-048	0.5847804423
12104	cg27418851	MBL2	9.56197076920565E-053	7.32722674188731E-051	2.38867591785526E-048	0.7670933247
17800	cg13156411	PTH1R	1.09647364421893E-052	8.37645507835874E-051	2.73910081062331E-048	1.3114852603
20178	cg07103493	SLC27A6	1.34335428649006E-052	1.02311992167098E-050	3.35583334308081E-048	7.3132647212
19950	cg04275881	SLAMF8	1.66629177982121E-052	1.26521686783324E-050	4.16256349517136E-048	0.6698556079
16126	cg19863740	PARVG	1.70629804572203E-052	1.29166762061157E-050	4.2625031480182E-048	0.7775555162
23389	cg09682183	UNC93A	1.80568193601577E-052	1.36277161461057E-050	4.51077404436098E-048	0.5980722566
5401	cg03752885	DAPK3	1.88913038079554E-052	1.42145680851366E-050	4.71923660426535E-048	0.6049489566
16999	cg19391527	PNOC	1.89530816558282E-052	1.42182262115389E-050	4.73466932844245E-048	0.7107390835
21004	cg22730004	SPTA1	2.17698977360709E-052	1.62824495612211E-050	5.43833815344786E-048	0.6227347271
22679	cg05959508	TRAF3IP3	2.18508640689285E-052	1.62942219494299E-050	5.45856435305902E-048	0.8249998353
2107	cg10548978	C10orf27	2.82715907583872E-052	2.10194228790259E-050	7.0625260873527E-048	0.8400012452
16057	cg09044743	PANK4	2.92839992987314E-052	2.17075248214127E-050	7.31543586481608E-048	0.3957559998
19510	cg10052840	SEMA6B	3.33697025799097E-052	2.46629745606132E-050	8.33608540148725E-048	0.6956347754
8594	cg21870884	GPR25	3.7999977499514E-052	2.80022843042879E-050	9.4927743791536E-048	2.1336514846
21593	cg25481253	TAS2R38	3.89947050849236E-052	2.86507861096023E-050	9.74126727726477E-048	0.6424317066
4059	cg23181133	CEACAM3	4.24462115112037E-052	3.10952730135302E-050	1.06034880976138E-047	0.655018784
24593	cg05221167	ZNF560	4.29250470273158E-052	3.13541111049525E-050	1.07231059978938E-047	7.4299315406
22280	cg26349773	TMEM213;ATP6V0A4	4.5136034407298E-052	3.287298179384E-050	1.12754327552871E-047	1.4199517516
15064	cg02994956	NEFH	7.89540745514776E-052	5.7335806289839E-050	1.97235173637046E-047	1.9309137143
20853	cg11161417	SPACA3	8.0714328861034E-052	5.84441927326809E-050	2.01632464927749E-047	0.7046492174
21224	cg19728382	STC2	8.15502971119706E-052	5.88788431258421E-050	2.03720797215414E-047	0.5982980015
15290	cg08109815	NMBR	9.06536038089702E-052	6.52627572550975E-050	2.26461767675188E-047	2.4093057422
17856	cg14859417	PTPRE	1.019185267915E-051	7.31616872924847E-050	2.54602671777847E-047	0.6666327665
7884	cg22672790	GABRA6	1.06414770658489E-051	7.6170412201138E-050	2.65834738581972E-047	0.5768049887
10977	cg24457403	KRT16	1.07621436420153E-051	7.68140315203387E-050	2.68849110321185E-047	0.827658213
4242	cg03625911	CHI3L1	1.09132661465594E-051	7.76707411986325E-050	2.726243016072E-047	0.7461018361
8177	cg08468689	GHDC	1.12334022180798E-051	7.97220513664348E-050	2.80621620809851E-047	0.4282705421
3045	cg09305224	C9orf139;FUT7	1.14341152735714E-051	8.09166100988918E-050	2.85635633649088E-047	0.904321411
20932	cg06092815	SPHKAP	1.7239604949556E-051	1.21656093571994E-049	4.30662571244858E-047	2.5507541845
2934	cg14437986	C6orf25	1.77039647656731E-051	1.24581054594727E-049	4.42262743811279E-047	0.7928790082
19423	cg04123409	SDS	1.92234490083197E-051	1.34893533617088E-049	4.80220979676834E-047	0.5453635407
4357	cg01351032	CIITA	2.11841306969716E-051	1.48235509507296E-049	5.29200768941048E-047	0.6356752489
24967	cg00644033		2.20552208506536E-051	1.53899852533569E-049	5.50961472070178E-047	0.928141511
11167	cg23797100	LAT	2.22857696790301E-051	1.55075435195501E-049	5.5672081235185E-047	0.6761326007
20898	cg02423618	SPATA8	2.60854872730913E-051	1.81011543769193E-049	6.51641557569094E-047	0.8548648346
3831	cg11119596	CD96	2.64058224036474E-051	1.82726828106791E-049	6.59643849465517E-047	0.616487593
18203	cg15679098	RAPSN	3.06013585900189E-051	2.11174734513056E-049	7.64452538937262E-047	1.1438720361
20359	cg19850370	SLC4A4	3.1421847766618E-051	2.16239443266635E-049	7.84949179057884E-047	0.5621689324
19134	cg04915566	RUNX1	3.34929654388934E-051	2.29859277370604E-049	8.36687769628997E-047	0.5575334883
21995	cg20832020	TIGIT	3.65373283049389E-051	2.50065479009775E-049	9.12738998385678E-047	0.7869500593
14952	cg05275605	NCRNA00175;COL18A1	4.46920515867058E-051	3.05041568493852E-049	1.1164521406875E-046	1.3976857081
7309	cg01420388	FBXO44;FBXO2	5.00117549667151E-051	3.40420613303409E-049	1.24934365082351E-046	1.3557507049
2791	cg06436504	C3orf26;FILIP1L	5.05511387800092E-051	3.43157064636796E-049	1.26281799786341E-046	1.3709149967
12642	cg25366404	MOCS1	5.98863112422723E-051	4.05425458304391E-049	1.4960199411432E-046	0.7703574319
18560	cg10861751	RGS1	6.3171580484967E-051	4.26510608674314E-049	1.57808925209496E-046	0.6024932359
22106	cg19056418	TMC8;TMC6	7.57978920133871E-051	5.10159959404323E-049	1.89350714038642E-046	0.8153168238
3582	cg08214029	CCL18	7.59695388088581E-051	5.10159959404323E-049	1.89779504898408E-046	0.6995955989
22811	cg02085507	TRIP10	8.56028411422799E-051	5.7330953741965E-049	2.13844457457529E-046	2.1676793455
15434	cg00548268	NPTX2	9.77989300806856E-051	6.53239324156579E-049	2.44311507234561E-046	2.1411449322
2975	cg26866014	C7orf33	1.14606782432551E-050	7.63464541852683E-049	2.86299203194756E-046	1.319798568
4438	cg11172423	CLDN19	1.18550684191262E-050	7.87636872814339E-049	2.96151464178191E-046	1.6091868694
16798	cg02510853	PKMYT1	1.23107236198279E-050	8.1574054840032E-049	3.07534186746921E-046	1.7108799896
7752	cg20613889	FSHR	1.30577337724644E-050	8.62950389867548E-049	3.26195247369933E-046	0.6306525437
11195	cg21846488	LCE4A	1.3472743636414E-050	8.8802799150728E-049	3.36562608781259E-046	0.7334479123
23841	cg09874776	WFDC10B;WFDC13	1.39983994965898E-050	9.19473429472743E-049	3.4969401782431E-046	0.6865839861
3110	cg08872550	CA2	1.4023432874149E-050	9.19473429472743E-049	3.50319376629115E-046	0.7009455229
17457	cg16245261	PRKCDBP	1.4740010735492E-050	9.63927246553208E-049	3.68220208183325E-046	0.5767685782
1807	cg23114594	BEND7	1.50761524398277E-050	9.82633236993591E-049	3.76617364099337E-046	1.0722361278
15436	cg05158615	NPY	1.51047261120667E-050	9.82633236993591E-049	3.77331163005539E-046	1.6178853845
12664	cg03589001	MORF4L1	1.66266530896529E-050	1.0788322619029E-048	4.15350420832618E-046	1.4649608143
3725	cg16719404	CD2	1.83675648203867E-050	1.18870501755979E-048	4.58840136778081E-046	0.6848601772
9570	cg16175792	HSD3B1	2.14109972563452E-050	1.38208817173323E-048	5.34868122460761E-046	0.7189685329
5602	cg04747619	DEFA5	2.44061331908143E-050	1.57136498257663E-048	6.09689613239733E-046	0.6567613503
9002	cg08970694	HBE1	2.51885061276544E-050	1.61756830739058E-048	6.29234071574936E-046	0.7348704824
11775	cg01367992	LY9	2.9213630106432E-050	1.87124536843276E-048	7.29785693688777E-046	0.7034927648
573	cg10482024	AK3L1	2.97734667726177E-050	1.90143473439644E-048	7.43770973446763E-046	0.5806461161
24570	cg12406559	ZNF532	2.98371728867302E-050	1.90143473439644E-048	7.45362415883406E-046	0.4989315582
18017	cg09243900	RAB25	3.40087606613453E-050	2.16176297730551E-048	8.49572850081067E-046	1.5420439617
19511	cg12941931	SEMA6B	3.73200496719705E-050	2.36622375851649E-048	9.32292160855496E-046	0.6253468206
11103	cg07643942	LACRT	3.79669421046262E-050	2.40114476130549E-048	9.48452180715667E-046	0.7233146592
2517	cg15485859	C1orf116	4.61103772635963E-050	2.9087962990452E-048	1.1518833344219E-045	1.3717634416
3359	cg17469978	CAV1	4.77111107801911E-050	3.00219460554145E-048	1.19187125839995E-045	0.1795681534
8164	cg02774160	GGT1	5.35526066517594E-050	3.36130067027036E-048	1.3377976667676E-045	0.7072169807
8642	cg08368934	GPR97	6.15098741781411E-050	3.85107309986001E-048	1.53657816684414E-045	0.7119873826
8058	cg25462303	GCET2	6.58846886424488E-050	4.11466351744253E-048	1.64586540697701E-045	0.5777279578
665	cg00577167	ALDOB	6.99096946245838E-050	4.35514733520381E-048	1.74641408141673E-045	1.5837513421
20954	cg01138020	SPNS3	7.44000608448449E-050	4.62335303473898E-048	1.85858791996507E-045	0.7579015556
2637	cg26111757	C20orf185	8.32851372096348E-050	5.16264519263992E-048	2.08054601263389E-045	0.7026029746
24964	cg11251877		8.35404687472383E-050	5.16565457865039E-048	2.08692444977476E-045	0.615157034
23534	cg23752985	VAMP8	8.92434516468715E-050	5.50466831009999E-048	2.2293906655905E-045	1.3967982807
19911	cg09936839	SIRT6;ANKRD24	9.00588721675417E-050	5.54128247689005E-048	2.24976068561736E-045	0.7099587164
512	cg04176254	AGRP	9.09593077642474E-050	5.58293480898935E-048	2.27225446725866E-045	1.124939234
1684	cg15645309	BATF	9.36403364604418E-050	5.73340501254484E-048	2.3392292451183E-045	0.6859118185
5990	cg14386061	DOK2	1.02855885652901E-049	6.28225642908341E-048	2.56944287949511E-045	0.7523507078
24431	cg19014419	ZNF300	1.41657475526895E-049	8.63108633204234E-048	3.53874539613736E-045	3.8767840131
18780	cg21578207	RNF220	1.51103370258504E-049	9.18421725651508E-048	3.7747132924277E-045	0.6892938804
16166	cg07685034	PCBP3	2.20713821366781E-049	1.33826504164164E-047	5.51365197156357E-045	0.7115720511
15876	cg07498879	OSM	2.57607489852707E-049	1.55818225278704E-047	6.43529270401048E-045	0.8264637369
4891	cg03258472	CRB3	2.64422575887092E-049	1.59554115174769E-047	6.60554036823544E-045	1.6903090662
10270	cg01546430	ITK	3.00019615194502E-049	1.80597349570454E-047	7.49479000717384E-045	0.5831942958
3323	cg14455991	CASK;GPR82	3.05259264282251E-049	1.83309655794108E-047	7.6256816810349E-045	0.6763299474
7750	cg25902889	FSD1	3.23850023739772E-049	1.94007132926697E-047	8.09009744304325E-045	2.0263249943
8191	cg19890739	GINS2	3.46701425284908E-049	2.07199720216323E-047	8.66094830504229E-045	1.3006710508
10258	cg21105318	ITGB6	3.60430312140262E-049	2.14890444572217E-047	9.00390962757589E-045	1.7910303969
12900	cg16303562	MSR1	3.79208148042747E-049	2.25547589196568E-047	9.47299874625586E-045	0.7926809793
22854	cg06812844	TRPM2	3.84743965941277E-049	2.28296651144396E-047	9.61128901317905E-045	0.7646607668
1115	cg09721047	ARHGAP25	4.54114001014347E-049	2.68820423207095E-047	1.13442218593394E-044	0.7389792903
3125	cg17777592	CAB39L	5.40028027722125E-049	3.18922935237031E-047	1.34904401605264E-044	1.5996272216
20407	cg09588653	SLC6A7	5.57968905470274E-049	3.28741066687569E-047	1.39386212275529E-044	0.7709133924
13022	cg24512973	MUC1	5.69935747168553E-049	3.35001527059238E-047	1.42375649000176E-044	1.3024356593
22070	cg25942450	TLX3	6.84330789446026E-049	4.01297358008244E-047	1.70952674511512E-044	5.233939736
15272	cg04799664	NLRC5	7.69943958654019E-049	4.50444263024264E-047	1.92339700311361E-044	0.7679874437
5041	cg19216731	CSRP3	8.15103320840554E-049	4.75749907895278E-047	2.03620960579179E-044	0.6892830682
11212	cg17771150	LCP1	8.56015700202915E-049	4.98464526964313E-047	2.1384128206769E-044	0.733157264
20691	cg21870668	SNRPN	9.12318681517155E-049	5.3001472053442E-047	2.27906329829801E-044	1.6270852284
3135	cg21518947	CABP4	9.46826362293046E-049	5.48785831936023E-047	2.36526693564426E-044	0.8043979461
12924	cg24840099	MSX1	1.03895043052831E-048	6.00787516320087E-047	2.59540207050278E-044	1.680847752
3046	cg02679745	C9orf139;FUT7	1.05374758393767E-048	6.07936914419099E-047	2.6323668394347E-044	0.8766803897
2091	cg17186163	C10orf10;RASSF4	1.19165557124389E-048	6.85915848507918E-047	2.97687478252436E-044	2.0767093235
6808	cg18621299	EVL	1.21111315328712E-048	6.95513050167025E-047	3.02548176822656E-044	0.708296667
16837	cg16483916	PLAC2	1.23892383343985E-048	7.09852208329376E-047	3.09495562831608E-044	3.3843800611
2860	cg02149446	C5AR1	1.30218159056926E-048	7.44388977437317E-047	3.25297983140108E-044	0.652976337
5321	cg14260643	CYP3A5	1.44731393968573E-048	8.25464601079663E-047	3.61553495272892E-044	0.6642426174
10259	cg18437633	ITGB6	1.51110916303612E-048	8.59886514847499E-047	3.77490180018052E-044	1.6468422588
8870	cg02091100	GUCA1A	2.29389425308323E-048	1.30235846218801E-046	5.73037723362723E-044	0.6665461382
16875	cg04872689	PLEK	2.30618838602776E-048	1.3063694347247E-046	5.76108920713594E-044	0.6747146564
