CpG Site	P-value	Delta Beta	Beta Ratio	RA	HP	Chrosome	Start	End	Gene	CpG Island	Probe type
cg05884501	2.15E-08	-0.029	0.779	0.102689074	0.131752058	chr11	85522575	85522576	SYTL2	S_Shore	II
cg05885012	9.63E-09	-0.024	0.783	0.085253273	0.108849211	chr17	55980673	55980674	CUEDC1	NA	II
cg05886537	1.54E-07	0.029	1.036	0.817227742	0.788570917	chr11	132936428	132936429	OPCML	S_Shelf	II
cg05900122	2.96E-07	0.011	1.014	0.827317383	0.8158364	chr12	104901614	104901615	CHST11	NA	II
cg05901765	1.65E-07	-0.089	0.792	0.338217008	0.426992317	chr5	68710818	68710819	MARVELD2	Island	I
cg05909453	1.97E-07	0.011	1.205	0.065038293	0.053979913	chr7	76009280	76009281	cg05909453	Island	II
cg05933935	5.26E-08	-0.004	0.098	0.000386042	0.003943644	chr1	6052487	6052488	NPHP4	Island	I
cg05939324	1.73E-07	-0.026	0.972	0.873826092	0.899446025	chr12	7657479	7657480	CD163	NA	II
cg05944369	3.40E-07	-0.021	0.678	0.043598053	0.064340698	chr4	174255616	174255617	HMGB2	Island	I
cg05950485	1.95E-07	0.004	1.108	0.039040722	0.035248805	chr8	101733214	101733215	PABPC1	Island	II
cg05951137	7.83E-08	-0.01	0.808	0.041632067	0.051511996	chr1	110183035	110183036	cg05951137	N_Shelf	II
cg05951178	3.94E-09	-0.063	0.928	0.813993308	0.877407308	chr15	25328739	25328740	SNORD116-17	NA	II
cg05956943	1.14E-07	0.022	1.026	0.862183258	0.839929425	chr8	22133375	22133376	PIWIL2	S_Shore	II
cg05957546	7.02E-10	0.028	1.046	0.632292808	0.604713117	chr11	7819874	7819875	OR5P2	NA	II
cg05958510	7.07E-08	-0.007	0.828	0.034412635	0.04156806	chr12	89746351	89746352	DUSP6	Island	II
cg05965892	2.45E-07	0.075	1.091	0.906975233	0.831631125	chr8	144519125	144519126	cg05965892	N_Shelf	I
cg05971102	2.01E-07	-0.437	0.12	0.059640553	0.496455864	chr2	3753297	3753298	cg05971102	S_Shore	II
cg05973922	3.45E-07	-0.008	0.686	0.017042028	0.024840021	chr12	82752247	82752248	CCDC59	Island	I
cg05978527	3.51E-08	0.036	1.048	0.790774617	0.754795858	chr6	30656692	30656693	NRM	S_Shore	II
cg05983502	6.33E-09	-0.017	0.982	0.888698292	0.905436183	chr1	1685970	1685971	NADK	Island	II
cg05984115	1.09E-07	0.016	1.019	0.890839642	0.874658225	chr10	54631212	54631213	cg05984115	Island	II
cg05990072	1.43E-07	-0.011	0.694	0.02568918	0.037033827	chr16	28936708	28936709	RABEP2	Island	I
cg05995465	5.21E-08	0.564	3.339	0.805788458	0.241333858	chr2	240313602	240313603	HDAC4	NA	II
cg06005644	4.35E-08	-0.013	0.695	0.028695432	0.041313457	chr5	138940959	138940960	UBE2D2	Island	II
cg06012428	2.71E-07	-0.026	0.97	0.852351908	0.878506633	chr6	157477204	157477205	ARID1B	NA	II
cg06012695	6.97E-08	-0.206	0.474	0.185566528	0.391840692	chr6	28770593	28770594	cg06012695	NA	II
cg06032479	3.67E-08	0.195	1.268	0.923659858	0.7283641	chr6	32552026	32552027	HLA-DRB1	Island	I
cg06034238	2.11E-07	0.02	1.03	0.6792572	0.659744533	chr1	206642333	206642334	IKBKE	NA	II
cg06035414	9.75E-08	-0.022	0.974	0.830516642	0.852264817	chr15	98082239	98082240	cg06035414	NA	II
cg06038777	1.78E-07	-0.022	0.741	0.062281401	0.084043261	chr8	26371800	26371801	PNMA2	Island	II
cg06046490	8.88E-08	-0.085	0.734	0.232909508	0.317454317	chr11	320940	320941	IFITM3	S_Shore	II
cg06052984	1.73E-08	-0.013	0.985	0.896449933	0.909748375	chr10	134671287	134671288	cg06052984	N_Shore	II
cg06064269	1.10E-07	0.039	1.057	0.726453375	0.68714255	chr2	230136510	230136511	PID1	S_Shore	II
cg06069861	4.52E-09	-0.04	0.791	0.152157817	0.192333425	chr17	46124725	46124726	NFE2L1	N_Shore	II
cg06070263	9.54E-08	-0.022	0.911	0.228227683	0.250417817	chr3	147115930	147115931	ZIC4	Island	II
cg06073355	1.45E-08	-0.015	0.983	0.8557719	0.87063905	chr3	99904609	99904610	TMEM30C	NA	II
cg06075438	2.81E-08	0.018	1.023	0.825387783	0.806990908	chr17	48616406	48616407	EPN3	S_Shore	II
cg06081153	2.59E-07	-0.005	0.472	0.004356082	0.009238155	chr7	105029499	105029500	SRPK2	Island	I
cg06087185	2.52E-07	-0.041	0.545	0.049671475	0.091093783	chr6	29521499	29521500	cg06087185	Island	I
cg06088619	7.32E-08	0.045	1.061	0.784086058	0.738949892	chr10	134617195	134617196	cg06088619	N_Shelf	II
cg06095296	2.15E-08	-0.013	0.985	0.866962567	0.880303375	chr16	22336989	22336990	POLR3E	N_Shore	II
cg06101841	5.61E-10	-0.022	0.974	0.847267725	0.869485683	chr3	48758048	48758049	cg06101841	S_Shelf	II
cg06115318	2.82E-07	-0.01	0.703	0.022974653	0.032668463	chr10	18948173	18948174	ARL5B	Island	I
cg06126413	2.68E-08	0.019	1.021	0.887719533	0.869205442	chr15	25301783	25301784	SNORD116-9	NA	II
cg06129556	2.81E-07	-0.009	0.99	0.888516033	0.89706025	chr15	64634880	64634881	CSNK1G1	NA	II
cg06132324	2.14E-07	-0.007	0.549	0.008640212	0.015751665	chr6	43544046	43544047	XPO5	Island	II
cg06133722	6.87E-08	-0.012	0.987	0.873085092	0.884928333	chr11	65485453	65485454	KAT5	N_Shelf	II
cg06148685	6.59E-08	-0.016	0.784	0.059995879	0.076484638	chr9	113800909	113800910	LPAR1	Island	II
cg06161698	3.17E-07	-0.022	0.272	0.008251396	0.030329488	chr22	38795492	38795493	LOC400927	S_Shore	II
cg06176471	1.26E-07	-0.059	0.925	0.72675185	0.785509883	chr1	169088807	169088808	ATP1B1	NA	II
cg06183831	3.98E-08	-0.018	0.644	0.031737653	0.049282204	chr1	9883466	9883467	CLSTN1	Island	I
cg06185555	3.13E-08	0.018	1.021	0.864421067	0.846320733	chr17	37884640	37884641	ERBB2	N_Shore	II
cg06187528	7.36E-08	-0.037	0.953	0.751726875	0.788601342	chr1	200330607	200330608	cg06187528	NA	II
cg06191260	2.41E-08	0.057	1.186	0.36124925	0.304468183	chr18	48088362	48088363	MAPK4	S_Shore	II
cg06191348	1.67E-07	-0.021	0.974	0.788483483	0.809151758	chr17	80024326	80024327	DUS1L	S_Shore	II
cg06191810	5.36E-09	-0.008	0.156	0.001428204	0.009151813	chr16	734517	734518	JMJD8	Island	I
cg06204447	4.05E-08	-0.175	0.764	0.565965183	0.740981475	chr6	32546665	32546666	HLA-DRB1	NA	II
cg06207290	2.08E-07	-0.01	0.851	0.057223134	0.067280613	chr4	169401403	169401404	DDX60L	Island	II
cg06211041	2.42E-09	0.024	1.031	0.77877795	0.755086517	chr13	98382864	98382865	cg06211041	NA	I
cg06223162	6.55E-10	-0.226	0.699	0.526532725	0.7529134	chr1	101003688	101003689	GPR88	N_Shore	II
cg06225581	9.35E-08	0.012	1.225	0.065792727	0.053705403	chr5	140080094	140080095	ZMAT2	NA	II
cg06237216	1.61E-07	-0.031	0.876	0.216006067	0.246699975	chr12	125230607	125230608	cg06237216	NA	II
cg06241901	7.08E-08	-0.067	0.874	0.464432442	0.5313617	chr6	43244304	43244305	TTBK1	Island	II
cg06243722	8.60E-08	0.024	1.035	0.707328092	0.68358095	chrX	3756107	3756108	cg06243722	Island	II
cg06250059	4.99E-11	-0.015	0.514	0.015643681	0.030431621	chr17	16120399	16120400	PIGL	S_Shore	II
cg06250108	1.90E-08	-0.008	0.833	0.040970992	0.049190879	chr2	216946398	216946399	TMEM169	Island	II
cg06251078	4.19E-08	-0.019	0.244	0.00620605	0.025465883	chr12	7342233	7342234	PEX5	Island	I
cg06258158	2.02E-07	0.02	1.027	0.74653155	0.726586683	chr10	28291599	28291600	cg06258158	S_Shelf	II
cg06289503	2.65E-07	-0.011	0.988	0.8637703	0.874414517	chr18	77676705	77676706	PQLC1	N_Shore	II
cg06301139	4.46E-08	0.022	1.026	0.88246315	0.859975767	chr7	24798175	24798176	DFNA5	S_Shore	II
cg06309788	3.18E-07	0.054	1.158	0.392312308	0.338720292	chr13	40026426	40026427	LHFP	NA	II
cg06310844	2.65E-07	0.011	1.031	0.353668558	0.343117042	chr19	33072506	33072507	PDCD5	Island	II
cg06320126	2.76E-07	-0.022	0.639	0.038455279	0.060149738	chr11	66886141	66886142	KDM2A	Island	I
cg06333058	3.18E-07	0.005	1.462	0.017307452	0.011838814	chr2	29338077	29338078	CLIP4	Island	I
cg06347499	3.07E-08	-0.008	0.171	0.001559431	0.009133843	chr1	9599419	9599420	SLC25A33	Island	I
cg06361108	3.47E-07	-0.012	0.791	0.044819591	0.056676802	chr16	2478781	2478782	CCNF	Island	II
cg06361835	4.90E-08	-0.013	0.984	0.821723092	0.834873208	chr1	1189797	1189798	UBE2J2	Island	II
cg06369443	1.70E-07	-0.029	0.962	0.749996142	0.779229167	chr1	41303048	41303049	KCNQ4	N_Shore	II
cg06389888	5.36E-08	-0.019	0.977	0.840383583	0.859782817	chr2	135011991	135011992	MGAT5	NA	II
cg06402602	1.10E-08	0.005	1.886	0.011230396	0.005956045	chr16	87417326	87417327	FBXO31	Island	I
cg06407043	4.49E-08	0.434	5.613	0.528134233	0.094085717	chr12	8403616	8403617	cg06407043	NA	II
cg06409176	3.93E-09	-0.021	0.975	0.808322642	0.829426175	chr19	47968997	47968998	SLC8A2	N_Shore	II
cg06412409	4.84E-08	0.025	1.041	0.647697725	0.622292225	chr21	43426532	43426533	ZNF295	N_Shelf	II
cg06418475	1.31E-08	0.054	1.19	0.339331633	0.285158592	chr19	17008851	17008852	CPAMD8	Island	II
cg06418871	2.08E-07	-0.089	0.772	0.303206775	0.392523292	chr5	68710831	68710832	MARVELD2	Island	I
cg06420903	1.85E-07	0.01	1.01	0.959911967	0.950064975	chr16	88186669	88186670	cg06420903	S_Shore	I
cg06421633	2.92E-07	0.008	5.722	0.009980211	0.001744131	chr17	48797139	48797140	LUC7L3	Island	I
cg06422910	2.23E-08	-0.023	0.694	0.051766327	0.074605513	chr7	130352926	130352927	COPG2	N_Shore	II
cg06441668	3.36E-09	-0.02	0.718	0.050802395	0.070737485	chr20	17207246	17207247	PCSK2	N_Shore	I
cg06462666	3.10E-07	0.035	1.133	0.296224308	0.261405	chr22	50528312	50528313	MOV10L1	Island	II
cg06464078	8.56E-08	-0.284	0.143	0.047298507	0.331664733	chr16	57541087	57541088	cg06464078	NA	II
cg06474453	5.15E-08	-0.007	0.711	0.016584308	0.023333904	chr13	49549489	49549490	FNDC3A	N_Shore	I
cg06476131	1.95E-07	0.047	1.397	0.164823533	0.117951433	chr13	47471052	47471053	HTR2A	NA	II
cg06479204	3.16E-10	-0.141	0.319	0.066294838	0.2075382	chrY	15591533	15591534	UTY	Island	I
cg06480482	4.71E-08	0.032	1.035	0.949828442	0.917880625	chr16	29265720	29265721	cg06480482	S_Shelf	I
cg06496454	1.99E-07	-0.032	0.966	0.916261842	0.948735258	chr7	4807062	4807063	FOXK1	Island	I
cg06528830	3.43E-08	-0.006	0.41	0.004077886	0.009934478	chr8	124054578	124054579	DERL1	Island	I
cg06540105	3.84E-08	0.006	1.161	0.040911263	0.035241062	chr2	132285688	132285689	CCDC74A	Island	II
cg06543087	2.33E-07	-0.004	0.807	0.01774844	0.021980809	chr1	108508548	108508549	VAV3	S_Shore	I
cg06559318	1.17E-08	-0.815	0.046	0.039282453	0.85394975	chr6	32526260	32526261	HLA-DRB6	NA	I
cg06559874	4.09E-09	-0.012	0.051	0.000644274	0.012700109	chr17	49198374	49198375	SPAG9	Island	I
cg06580891	2.02E-07	-0.026	0.689	0.057164827	0.082958058	chr20	3189935	3189936	ITPA	N_Shore	I
cg06623268	7.75E-08	-0.006	0.871	0.040827327	0.046886551	chr1	45805342	45805343	MUTYH	N_Shore	II
cg06626087	1.73E-07	0.011	1.267	0.051171709	0.040396488	chr12	49582995	49582996	TUBA1A	S_Shore	II
cg06636316	1.59E-07	-0.014	0.573	0.019225439	0.033533012	chr19	30303495	30303496	CCNE1	Island	I
cg06638810	2.53E-07	-0.01	0.803	0.039407433	0.049074217	chr6	161695210	161695211	AGPAT4	NA	II
cg06644239	2.50E-07	-0.019	0.979	0.903454892	0.922372242	chr7	111977542	111977543	ZNF277	NA	II
cg06650379	1.02E-07	0.01	1.01	0.941943625	0.932169233	chr4	1185915	1185916	LOC100130872-SPON2	N_Shelf	I
cg06652523	3.84E-08	0.03	1.058	0.536428683	0.506916392	chr19	57352723	57352724	PEG3	S_Shore	II
cg06659867	2.48E-07	0.023	1.031	0.764082175	0.740911067	chr3	75328275	75328276	cg06659867	NA	I
cg06664054	1.86E-07	-0.03	0.963	0.781568717	0.811490958	chr4	83323522	83323523	cg06664054	NA	II
cg06679087	7.70E-08	-0.094	0.736	0.262644867	0.356981525	chr10	99473206	99473207	MARVELD1	Island	I
cg06683510	1.49E-09	-0.047	0.921	0.550512017	0.597870983	chr15	47618795	47618796	cg06683510	NA	II
cg06695611	4.01E-10	-0.019	0.632	0.031816775	0.050331815	chr2	180726328	180726329	ZNF385B	Island	I
cg06702880	4.57E-10	-0.012	0.759	0.038771887	0.051099454	chr4	155663094	155663095	cg06702880	N_Shore	II
cg06704132	3.69E-08	0.01	1.391	0.036887122	0.026512411	chr6	52929956	52929957	FBXO9	N_Shore	II
cg06707403	5.63E-08	0.05	1.113	0.486483808	0.436906358	chr1	11985681	11985682	KIAA2013	Island	I
cg06721300	4.14E-09	-0.011	0.781	0.037972225	0.048647761	chr16	4588809	4588810	C16orf5	Island	II
cg06734271	3.39E-07	-0.013	0.854	0.076468612	0.089560913	chr4	164254111	164254112	NPY1R	S_Shore	II
cg06739664	1.40E-07	0.015	1.209	0.086537527	0.071603973	chr6	28806924	28806925	cg06739664	Island	I
cg06743703	2.66E-08	-0.224	0.492	0.216112825	0.439671542	chr13	23500367	23500368	cg06743703	N_Shore	I
cg06745004	1.97E-07	0.007	1.677	0.017171878	0.010237074	chr11	62521749	62521750	ZBTB3	Island	I
cg06748978	1.16E-07	0.031	1.041	0.770646667	0.739995708	chr2	25562512	25562513	DNMT3A	N_Shore	II
cg06753883	7.48E-09	-0.004	0.158	0.000812963	0.005134387	chr1	12079449	12079450	MIIP	Island	I
cg06755258	9.38E-08	0.09	1.112	0.893013558	0.80320265	chr5	1462729	1462730	LPCAT1	N_Shore	II
cg06755452	8.64E-08	0.016	1.017	0.931198183	0.915366433	chr5	966019	966020	cg06755452	NA	I
cg06767766	8.75E-08	-0.033	0.769	0.108683888	0.141359725	chr10	70321383	70321384	TET1	S_Shore	II
cg06792598	2.87E-07	-0.006	0.869	0.039952555	0.046000989	chr1	207494733	207494734	CD55	Island	II
cg06793286	1.73E-08	-0.013	0.818	0.060348525	0.073768683	chr10	105110266	105110267	PCGF6	Island	II
cg06794020	2.18E-07	0.021	1.023	0.90425	0.883661967	chr10	120963611	120963612	cg06794020	N_Shelf	II
cg06800565	3.10E-07	-0.005	0.868	0.035586251	0.040975543	chr1	161124156	161124157	UFC1	NA	II
cg06806679	1.52E-07	-0.009	0.802	0.035333898	0.044032671	chrX	40943654	40943655	USP9X	N_Shore	II
cg06807379	2.76E-07	-0.006	0.265	0.001986885	0.007504563	chr19	3971119	3971120	DAPK3	Island	I
cg06809364	6.43E-09	0.081	1.126	0.728637708	0.647383317	chr3	152555206	152555207	P2RY1	S_Shore	II
cg06817917	2.28E-08	-0.023	0.79	0.085435173	0.108158458	chr10	88515527	88515528	BMPR1A	Island	II
cg06819296	3.27E-07	-0.051	0.913	0.534946983	0.58562135	chr8	10982668	10982669	XKR6	NA	II
cg06825317	3.17E-07	-0.027	0.965	0.740272583	0.767085575	chr1	247501316	247501317	cg06825317	NA	II
cg06826120	8.64E-08	0.009	1.009	0.987635025	0.97913095	chr14	102422152	102422153	cg06826120	Island	I
cg06829391	1.97E-07	0.025	1.03	0.837292625	0.812554592	chr16	9857151	9857152	GRIN2A	NA	II
cg06832064	3.44E-08	-0.016	0.704	0.037199767	0.052845985	chr1	150551018	150551019	MCL1	N_Shore	I
cg06835772	1.47E-07	-0.047	0.913	0.497617892	0.544773242	chr16	85296220	85296221	cg06835772	NA	II
cg06840699	2.54E-07	-0.005	0.338	0.002670309	0.007907754	chr14	23058112	23058113	DAD1	Island	I
cg06852575	2.09E-07	0.036	1.083	0.4657901	0.430111625	chr19	22235454	22235455	ZNF257	NA	I
cg06857304	2.20E-07	0.025	1.077	0.347234192	0.32236865	chr10	94826314	94826315	CYP26C1	Island	II
cg06871999	1.74E-07	-0.025	0.969	0.800303983	0.82573105	chr7	104460407	104460408	LHFPL3	NA	II
cg06873106	1.63E-07	0.009	1.009	0.987289783	0.978267617	chr5	149677362	149677363	ARSI	Island	I
cg06875424	2.66E-09	-0.019	0.824	0.090303896	0.109564725	chr12	114834713	114834714	TBX5	S_Shore	II
cg06894812	1.89E-08	-0.006	0.864	0.037923892	0.043917441	chr5	112630225	112630226	MCC	Island	II
cg06898168	1.62E-08	-0.04	0.947	0.709684383	0.749293975	chr7	5447353	5447354	TNRC18	NA	II
cg06907229	2.61E-08	0.02	1.022	0.91824875	0.898195233	chr10	124747715	124747716	PSTK	NA	II
cg06907418	1.29E-07	-0.017	0.847	0.096104717	0.113508133	chr17	3438857	3438858	TRPV3	Island	II
cg06907870	2.97E-08	-0.018	0.526	0.020169244	0.038328696	chr4	13655932	13655933	cg06907870	NA	I
cg06910254	2.79E-08	-0.008	0.469	0.007012677	0.014962945	chr16	3185002	3185003	ZNF213	Island	I
cg06923861	2.65E-07	-0.056	0.924	0.68020095	0.735755625	chr11	117355376	117355377	DSCAML1	S_Shelf	II
cg06935666	1.05E-07	0.067	1.096	0.763582267	0.696727667	chr17	78073356	78073357	CCDC40	N_Shore	II
cg06942850	1.65E-07	0.122	1.273	0.57119005	0.448846683	chr10	118448111	118448112	HSPA12A	NA	II
cg06942979	2.93E-07	0.034	1.067	0.55055335	0.516071792	chr22	31501382	31501383	SELM	N_Shore	II
cg06946797	2.72E-07	-0.072	0.739	0.203345942	0.2750599	chr16	11422409	11422410	cg06946797	NA	II
cg06951627	6.22E-08	-0.084	0.778	0.292601425	0.376263925	chr6	26196580	26196581	cg06951627	N_Shore	II
cg06952862	1.24E-07	-0.006	0.51	0.006054182	0.011876974	chr2	220025600	220025601	NHEJ1	S_Shore	I
cg06955214	3.41E-07	-0.016	0.982	0.858911625	0.875025225	chr7	157968683	157968684	PTPRN2	NA	I
cg06955954	4.27E-13	0.657	5.088	0.817795242	0.1607272	chr13	114309225	114309226	ATP4B	NA	II
cg06959800	6.30E-08	-0.032	0.964	0.855409917	0.887512742	chr1	38233563	38233564	cg06959800	S_Shelf	II
cg06964595	3.20E-07	-0.041	0.943	0.680229317	0.721213433	chr11	1665238	1665239	HCCA2	NA	II
cg06965373	6.48E-08	0.072	1.153	0.545831475	0.473457158	chr11	100862794	100862795	TMEM133	NA	II
cg06966617	3.91E-08	0.004	1.92	0.008503548	0.004429655	chr2	74406040	74406041	MOBKL1B	Island	I
cg06971224	2.32E-07	-0.367	0.174	0.077385619	0.444128098	chr10	37106999	37107000	cg06971224	NA	II
cg06973463	9.70E-09	-0.012	0.987	0.89017485	0.902054058	chr1	1002664	1002665	cg06973463	Island	II
cg06976589	7.15E-08	-0.056	0.923	0.6633312	0.718951675	chr4	1304048	1304049	MAEA	N_Shore	II
cg06981910	7.77E-08	-0.026	0.971	0.871726558	0.89815025	chr7	129847046	129847047	C7orf45	S_Shore	II
cg06986734	1.25E-10	-0.042	0.944	0.712288433	0.754656117	chr8	128902684	128902685	PVT1	NA	II
cg06989330	8.42E-08	-0.009	0.886	0.068077264	0.076812868	chr16	77822135	77822136	VAT1L	N_Shore	II
cg06995503	3.18E-07	0.367	1.748	0.858874058	0.491447067	chr10	3178915	3178916	PFKP	N_Shore	II
cg06995828	1.91E-08	-0.029	0.967	0.8656682	0.894961492	chr2	84160861	84160862	cg06995828	NA	II
cg07013940	1.39E-08	-0.004	0.317	0.001744265	0.005507296	chr5	162887219	162887220	HMMR	Island	I
cg07020416	1.54E-08	-0.017	0.98	0.859643275	0.877115875	chr16	57562120	57562121	CCDC102A	N_Shore	II
cg07022880	1.05E-08	-0.009	0.775	0.030739998	0.039683193	chr6	31465461	31465462	MICB	Island	II
cg07032359	3.08E-07	0.055	1.08	0.7352587	0.68062995	chr4	7755806	7755807	LOC84740	NA	II
cg07038822	3.33E-07	-0.032	0.963	0.814175308	0.845857908	chr11	125830798	125830799	CDON	NA	II
cg07040161	8.16E-08	-0.006	0.994	0.979840467	0.985580933	chr21	48084674	48084675	PRMT2	N_Shelf	I
cg07046142	1.22E-07	-0.05	0.924	0.603738375	0.653536383	chr8	72628609	72628610	cg07046142	NA	II
cg07047601	1.36E-07	-0.063	0.707	0.151479842	0.214305383	chr22	21337040	21337041	LZTR1	S_Shore	I
cg07048909	9.87E-08	0.031	1.04	0.79767545	0.766740683	chr4	41730390	41730391	cg07048909	NA	II
cg07051960	1.91E-07	0.017	1.025	0.7243908	0.706899817	chr19	42499619	42499620	ATP1A3	N_Shore	II
cg07063853	2.86E-08	-0.005	0.092	0.000457344	0.004974774	chr11	43333512	43333513	API5	Island	I
cg07071106	2.47E-07	0.009	1.433	0.030702717	0.021428768	chr19	40853908	40853909	PLD3	N_Shore	I
cg07073999	7.02E-08	-0.095	0.861	0.58956755	0.684575083	chr17	14214081	14214082	HS3ST3B1	S_Shore	II
cg07079219	1.29E-07	0.032	1.183	0.204396133	0.172823075	chr11	59323318	59323319	cg07079219	NA	II
cg07079833	1.82E-07	-0.012	0.656	0.022628147	0.034505474	chr8	38239909	38239910	WHSC1L1	Island	I
cg07092525	1.79E-07	-0.016	0.826	0.077545015	0.093925301	chr8	38008386	38008387	STAR	NA	II
cg07094847	2.46E-07	-0.023	0.974	0.868886358	0.891642133	chr7	27160586	27160587	HOXA3	N_Shore	II
cg07108206	3.62E-08	-0.022	0.624	0.036828614	0.059034948	chr2	232791814	232791815	NPPC	Island	I
cg07112867	7.87E-08	-0.023	0.974	0.874316267	0.897633217	chr1	3315163	3315164	PRDM16	NA	II
cg07113802	7.40E-08	-0.033	0.905	0.320811492	0.35430865	chr7	100823744	100823745	C7orf52	S_Shore	II
cg07125981	2.17E-07	-0.056	0.936	0.816555342	0.872773533	chr10	35330496	35330497	CUL2	NA	II
cg07125991	1.85E-07	-0.006	0.272	0.002223608	0.008179434	chr12	113796636	113796637	PLBD2	Island	I
cg07132441	8.26E-09	-0.008	0.992	0.976466733	0.984135458	chr12	132827617	132827618	GALNT9	Island	I
cg07134371	2.62E-07	0.02	1.024	0.852408583	0.832579483	chr7	47463781	47463782	TNS3	NA	II
cg07147383	3.11E-07	-0.028	0.965	0.754089417	0.781809942	chr17	79497869	79497870	FSCN2	S_Shore	II
cg07148880	8.51E-10	-0.004	0.074	0.000287725	0.003870405	chr1	200992788	200992789	KIF21B	Island	I
cg07161166	2.37E-08	-0.008	0.037	0.000309401	0.008401667	chr1	84543374	84543375	PRKACB	Island	I
cg07164631	1.34E-07	0.026	1.032	0.8512482	0.825238667	chr17	47436584	47436585	ZNF652	N_Shelf	II
cg07178066	6.74E-09	-0.03	0.965	0.821733608	0.851566833	chr16	87440505	87440506	ZCCHC14	N_Shore	II
cg07180649	2.00E-07	0.018	1.108	0.179668483	0.162165367	chr1	22470290	22470291	WNT4	S_Shore	II
cg07192718	1.70E-07	0.064	1.081	0.851847792	0.788040808	chr1	55445837	55445838	TMEM61	N_Shore	I
cg07193553	8.97E-08	-0.027	0.718	0.067810879	0.094452964	chr14	102026315	102026316	DIO3	Island	I
cg07202110	2.32E-07	0.023	1.031	0.77834955	0.755031875	chr17	38421186	38421187	WIPF2	NA	II
cg07202869	3.96E-08	0.185	1.267	0.8778215	0.692814742	chr5	171723771	171723772	cg07202869	Island	I
cg07212747	5.08E-08	0.073	1.127	0.650447017	0.57727185	chr16	4539233	4539234	HMOX2	NA	II
cg07225458	2.59E-07	-0.019	0.979	0.872620683	0.891524567	chr11	75066381	75066382	cg07225458	S_Shelf	II
cg07225641	4.13E-08	-0.065	0.903	0.605468617	0.670152508	chr3	46618325	46618326	LRRC2	Island	II
cg07226396	6.11E-08	-0.014	0.433	0.01069686	0.024700074	chr20	60813456	60813457	OSBPL2	Island	I
cg07228987	6.12E-08	0.015	1.018	0.823649892	0.80884275	chr16	31408900	31408901	ITGAD	NA	II
cg07230380	9.69E-09	-0.007	0.148	0.001208042	0.008157207	chr10	102106358	102106359	SCD	Island	I
cg07230581	2.54E-07	-0.044	0.734	0.122338023	0.1667463	chr11	133403211	133403212	OPCML	NA	II
cg07235071	1.07E-07	-0.007	0.605	0.011089072	0.018318436	chr1	151138996	151138997	LYSMD1	NA	I
cg07239629	1.32E-08	-0.053	0.94	0.828276575	0.881498667	chr11	134831741	134831742	cg07239629	Island	II
cg07240721	2.16E-07	-0.012	0.869	0.082562992	0.09498842	chr6	126278255	126278256	HINT3	Island	II
cg07243202	7.46E-08	-0.098	0.774	0.334928175	0.432755267	chr8	134315520	134315521	cg07243202	NA	II
cg07256029	1.12E-07	-0.007	0.839	0.03529765	0.042077343	chr18	2906750	2906751	EMILIN2	Island	II
cg07262873	1.12E-07	-0.042	0.942	0.677614617	0.719324833	chr5	54987767	54987768	SLC38A9	NA	II
cg07264904	4.26E-08	0.014	1.015	0.9405644	0.927002425	chr13	113633855	113633856	MCF2L	Island	I
cg07275439	1.02E-07	-0.036	0.956	0.7762569	0.812345158	chr16	4663601	4663602	FAM100A	N_Shore	II
cg07278174	9.45E-08	0.012	1.014	0.890856717	0.8786627	chr2	242784150	242784151	cg07278174	N_Shore	II
cg07285148	2.16E-07	0.019	1.022	0.889373342	0.870446325	chr7	151526894	151526895	PRKAG2	NA	II
cg07300316	1.05E-07	-0.004	0.113	0.000535649	0.004746349	chr3	185216867	185216868	TMEM41A	Island	I
cg07306414	1.11E-07	-0.043	0.945	0.7333438	0.775897192	chr2	119520837	119520838	cg07306414	NA	II
cg07312178	9.77E-08	0.012	1.014	0.869116542	0.85675975	chr18	44794229	44794230	cg07312178	S_Shelf	II
cg07314337	1.83E-07	-0.003	0.052	0.000161837	0.003124566	chr2	153574424	153574425	ARL6IP6	Island	I
cg07331747	3.96E-08	-0.014	0.66	0.028098193	0.042571473	chr5	172410821	172410822	ATP6V0E1	Island	I
cg07336964	2.28E-07	0.027	1.033	0.844192958	0.81734675	chr16	8806359	8806360	ABAT	NA	II
cg07337796	3.62E-08	-0.082	0.899	0.727377925	0.80944585	chr16	88150249	88150250	cg07337796	N_Shelf	II
cg07350718	3.55E-09	-0.012	0.911	0.124880508	0.137027417	chr1	86045841	86045842	CYR61	N_Shore	II
cg07354037	1.34E-07	-0.007	0.901	0.063819083	0.070861395	chr19	5804795	5804796	cg07354037	Island	II
cg07372879	3.86E-08	-0.015	0.82	0.067816104	0.082677466	chr18	60190577	60190578	ZCCHC2	Island	I
cg07375277	1.09E-07	-0.008	0.038	0.000319262	0.008304823	chr19	39390539	39390540	SIRT2	Island	I
cg07376282	1.89E-13	0.334	1.901	0.705032825	0.370787008	chr7	124404324	124404325	GPR37	Island	II
