	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg01802136	0.049108702559452	0.445808611506223	5.68802178571069	7.17454788143305e-07	0.00514641148122631	4.98188639787152	0.421254260226497	0.470362962785949	0.0491087025594521	15	41191151	R	II	VPS18	Body	shelf	Body-shelf	chr15:41186255-41187169	rs201577141;rs200037246	14;1
cg01130045	0.0336156582741698	0.872655265591351	5.68619188806639	7.22083292955553e-07	0.00514641148122631	4.97552795965223	0.855847436454266	0.889463094728436	0.0336156582741701	2	19015422	R	II		IGR	opensea	IGR-opensea		rs115231475;rs527861800	13;3
cg24606533	0.0351580152779645	0.275116356026893	5.68381767446695	7.28132775139675e-07	0.00514641148122631	4.96727876635139	0.257537348387911	0.292695363665875	0.0351580152779643	1	56973115	R	II	PPAP2B	Body	opensea	Body-opensea		rs189803230;rs555063905	2;1
cg11328838	0.0324698885961929	0.271028530182582	5.68241806633759	7.31722506746882e-07	0.00514641148122631	4.96241615679602	0.254793585884486	0.287263474480679	0.0324698885961929	3	171495665	R	II	PLD1	5'UTR	opensea	5'UTR-opensea		rs572983080;rs556232109;rs568216931	49;42;1
cg11449128	0.0462846251730964	0.367122559614806	5.67723833562932	7.45160987845061e-07	0.00519194748547806	4.94442248273586	0.343980247028258	0.390264872201354	0.0462846251730965	6	13874574	R	II		IGR	shore	IGR-shore	chr6:13873765-13874262		
cg12740667	0.0353408374069313	0.382955381824326	5.66961820977558	7.65377334767435e-07	0.0052834280892083	4.91795720061017	0.36528496312086	0.400625800527791	0.0353408374069312	6	13480235	R	II	GFOD1	Body	opensea	Body-opensea		rs145705981;rs564489547;rs533665667	39;2;1
cg15282031	0.0518746623767847	0.352897604768022	5.65561381430018	8.03960842178653e-07	0.00531717538668413	4.8693376223411	0.32696027357963	0.378834935956414	0.0518746623767847	8	8483040	R	II		IGR	opensea	IGR-opensea		rs138913313;rs565317608;rs148980397	41;26;1
cg12972064	0.0488106498004001	0.461900539993773	5.65163811951874	8.15261786104121e-07	0.00531717538668413	4.85553952148611	0.437495215093573	0.486305864893973	0.0488106498004	3	171887393	R	II	FNDC3B	Body	opensea	Body-opensea			
cg07699282	0.0496216330206423	0.731923162050606	5.64656075497821	8.29923675986418e-07	0.00531717538668413	4.83792084372249	0.707112345540284	0.756733978560927	0.0496216330206423	2	45150055	F	II		IGR	opensea	IGR-opensea		rs77764887;rs554078136	1;14
cg26944795	0.0406725510443703	0.84142140961985	5.64142498183561	8.45020355628472e-07	0.00531717538668413	4.82010280230198	0.821085134097665	0.861757685142035	0.0406725510443704	7	8258215	R	II	ICA1	Body	opensea	Body-opensea		rs149243411	1
cg24086675	0.0386945391314924	0.278049408112219	5.63982900072892	8.49767018563487e-07	0.00531717538668413	4.81456639049234	0.258702138546473	0.297396677677966	0.0386945391314925	14	35703393	F	II	KIAA0391	Body	opensea	Body-opensea		rs191171851;rs546955260	38;44
cg12891692	0.0119780270167584	0.932984005776732	5.63829096038919	8.54366383882263e-07	0.00531717538668413	4.80923128029024	0.926994992268353	0.938973019285111	0.0119780270167584	5	172113714	F	I	NEURL1B	Body	island	Body-island	chr5:172113677-172113905	rs530003530;rs571482968	24;31
cg11262012	0.0445154822983281	0.419452338586827	5.63756706871078	8.56539652860084e-07	0.00531717538668413	4.80672036994531	0.397194597437663	0.441710079735991	0.0445154822983282	9	133473888	F	II	FUBP3	Body	opensea	Body-opensea		rs552067445;rs565314581;rs527920146	17;37;49
cg21442063	0.0359624352658791	0.871426806262875	5.63715111383877	8.57790913492462e-07	0.00531717538668413	4.8052776078128	0.853445588629936	0.889408023895815	0.0359624352658789	13	110152578	R	II		IGR	opensea	IGR-opensea		rs111303405;rs545634112;rs565463865	51;33;6
cg00605342	0.0380503786995816	0.365113572696708	5.63486023263355	8.64714826139047e-07	0.00531717538668413	4.79733195748305	0.346088383346917	0.384138762046499	0.0380503786995817	8	23396403	R	II	SLC25A37	Body	opensea	Body-opensea		rs536901236;rs145820620;rs138438436	28;9;2
cg11945248	0.0345464757557665	0.85289994399366	5.63420874565426	8.66693972863011e-07	0.00531717538668413	4.79507247452366	0.835626706115777	0.870173181871544	0.0345464757557667	12	104834676	F	II		IGR	opensea	IGR-opensea			
cg07374077	0.0424271441705571	0.340720933222231	5.63412611810875	8.66945307271377e-07	0.00531717538668413	4.7947859100816	0.319507361136953	0.36193450530751	0.0424271441705571	21	42592520	R	II	BACE2	Body	opensea	Body-opensea		rs557913886;rs190223118;rs532649912	30;5;1
cg03622085	0.0406083780406243	0.783270320225496	5.63061336674976	8.77697447261498e-07	0.00531717538668413	4.78260398248878	0.762966131205184	0.803574509245809	0.0406083780406242	9	126069628	F	II		IGR	opensea	IGR-opensea		rs111296238	0
cg02531939	0.040197962496039	0.543448701740299	5.62967278369183	8.80598850991865e-07	0.00531717538668413	4.7793423879438	0.52334972049228	0.563547682988319	0.0401979624960391	2	181971111	R	II		IGR	opensea	IGR-opensea		rs76085107;rs183494457	45;2
cg01040749	0.050394500223005	0.418227599669632	5.62835870174555	8.84668319556627e-07	0.00531717538668413	4.77478582768634	0.393030349558129	0.443424849781134	0.050394500223005	10	134400440	R	II	INPP5A	Body	opensea	Body-opensea		rs529208458;rs186624378;rs547716150	49;22;7
cg18368502	0.0189419501250971	0.876009577252621	5.62550682300655	8.93564346618333e-07	0.00531717538668413	4.76489774407417	0.866538602190072	0.885480552315169	0.0189419501250974	17	77758580	R	I	CBX2	Body	island	Body-island	chr17:77758568-77758865	rs532091014;rs138828014	26;2
cg20191858	0.0392846719122369	0.745994877972349	5.62301224340218	9.01418550790469e-07	0.00531717538668413	4.75624935474815	0.726352542016231	0.765637213928468	0.0392846719122368	11	82693054	F	II	RAB30	3'UTR	opensea	3'UTR-opensea		rs535729576;rs557281163	0;39
cg10907896	0.0502731291566016	0.442123753097165	5.61793330587997	9.17621883962041e-07	0.00531717538668413	4.73864381615315	0.416987188518864	0.467260317675466	0.0502731291566016	2	239343799	R	II	ASB1	Body	shore	Body-shore	chr2:239344401-239344627	rs115167492;rs544994250	29;15
cg08584498	0.0362662774725471	0.272280303670219	5.61700293261696	9.20621207170704e-07	0.00531717538668413	4.73541914974046	0.254147164933946	0.290413442406493	0.0362662774725471	1	56961513	R	II	PPAP2B	3'UTR	opensea	3'UTR-opensea		rs8016;rs575721059;rs116812449	29;10;2
cg25634693	0.051407650392176	0.342887661543599	5.61579943361729	9.24515457766826e-07	0.00531717538668413	4.73124799874837	0.317183836347511	0.368591486739687	0.051407650392176	2	208461998	R	II	METTL21A	Body	opensea	Body-opensea		rs561431993;rs530068453;rs547038547;rs192082921	41;3;2;1
cg15591803	0.0472454587074354	0.386372528858478	5.61457966869162	9.28479012270369e-07	0.00531717538668413	4.72702066494607	0.36274979950476	0.409995258212196	0.0472454587074354	1	111733668	F	II	DENND2D	Body	opensea	Body-opensea		rs74982786;rs538498432	34;42
cg20269850	0.0380855586731591	0.54770667851381	5.61406975398947	9.30140941410604e-07	0.00531717538668413	4.72525351335702	0.528663899177231	0.56674945785039	0.0380855586731591	6	156390320	F	II		IGR	opensea	IGR-opensea		rs557841080;rs138041416;rs560254343	1;3;25
cg00156232	0.0608810528915487	0.551605675112001	5.61318644578845	9.33026830963336e-07	0.00531717538668413	4.72219241599337	0.521165148666226	0.582046201557775	0.0608810528915485	7	65417317	F	II	VKORC1L1	Body	opensea	Body-opensea		rs569610068;rs111749975;rs538436453;rs116333273	0;1;7;31
cg04100356	0.0403726342445901	0.298390681779856	5.61134745068012	9.39063602970074e-07	0.00531717538668413	4.71581972040275	0.278204364657561	0.318576998902151	0.04037263424459	1	21320504	F	II	EIF4G3	Body	opensea	Body-opensea		rs564595563	42
cg26039479	0.0529359793183757	0.561244178544388	5.61062784692273	9.41436339134553e-07	0.00531717538668413	4.71332618776532	0.5347761888852	0.587712168203576	0.0529359793183757	18	19137760	R	II	ESCO1	Body	opensea	Body-opensea		rs543446122;rs192662150;rs532406907	51;30;1
cg15082526	0.0470164451395178	0.400735327544645	5.60047884449656	9.75540651546007e-07	0.00546836745011874	4.67816564545683	0.377227104974886	0.424243550114404	0.0470164451395179	2	216936285	R	II	PECR	Body	opensea	Body-opensea			
cg26500279	0.0362980393411875	0.392398384980249	5.59607376108089	9.90721995836219e-07	0.00547778648719613	4.66290875636461	0.374249365309656	0.410547404650843	0.0362980393411873	2	172102394	R	II		IGR	opensea	IGR-opensea			
cg16545994	0.0399131801011363	0.395141363536866	5.59262948880022	1.00275507757678e-06	0.00547778648719613	4.65098140435392	0.375184773486298	0.415097953587434	0.0399131801011364	6	25022493	R	II	FAM65B	Body	opensea	Body-opensea		rs192866431;rs147901155;rs79535862	47;43;31
cg03375833	0.0405127264225932	0.589486643857459	5.59156092483009	1.00651763913643e-06	0.00547778648719613	4.64728133862611	0.569230280646163	0.609743007068756	0.0405127264225932	3	9859360	R	II	TTLL3	Body	opensea	Body-opensea		rs183725493;rs201781159;rs374469458	30;12;2
cg10080401	0.038509473268782	0.808165816472796	5.59153443681831	1.0066110846888e-06	0.00547778648719613	4.6471896217774	0.788911079838405	0.827420553107187	0.0385094732687817	22	22210635	R	II	MAPK1	Body	opensea	Body-opensea		rs144633633;rs181868377;rs539922061;rs5999822	43;35;15;1
cg26828017	0.0516716626389516	0.303442295885811	5.58844445404419	1.01757130525455e-06	0.00549730362365081	4.63649095281752	0.277606464566335	0.329278127205287	0.0516716626389517	16	22409023	R	II		IGR	opensea	IGR-opensea		rs142214816;rs554136807	6;3
cg17041776	0.0185109986981508	0.942626053618559	5.57928616296515	1.05075583822573e-06	0.00555046196848168	4.60478905531017	0.933370554269483	0.951881552967634	0.0185109986981509	17	64749943	F	II	PRKCA	Body	opensea	Body-opensea		rs532045645;rs75811035;rs187149175	0;38;42
cg06894612	0.03352385988695	0.444625916595599	5.57613200449013	1.06243137814676e-06	0.00555046196848168	4.59387338554517	0.427863986652124	0.461387846539073	0.0335238598869499	14	69042922	F	II	RAD51L1	Body	opensea	Body-opensea		rs143767487;rs561153558;rs528630387	0;21;38
cg17840421	0.0425431999354706	0.279259287889048	5.57392195382011	1.07068872451248e-06	0.00555046196848168	4.58622581283124	0.257987687921312	0.300530887856783	0.0425431999354706	12	3836911	R	II	CRACR2A	5'UTR	opensea	5'UTR-opensea		rs561998850;rs147495662;rs139983450	34;24;1
cg02725110	0.0417771075217151	0.294852619596413	5.57380140977997	1.07114093502827e-06	0.00555046196848168	4.58580870597739	0.273964065835555	0.31574117335727	0.0417771075217152	8	134698294	F	II		IGR	opensea	IGR-opensea		rs529213732;rs148121238;rs73367070;rs565623533;rs539297498	0;5;16;17;42
cg15338332	0.0199757924887779	0.92436881358116	5.57330442675755	1.07300732431023e-06	0.00555046196848168	4.58408906460699	0.914380917336771	0.934356709825549	0.019975792488778	6	149517406	R	II		IGR	opensea	IGR-opensea		rs563014071	33
cg09527886	0.0571000721542327	0.692345713849454	5.57044735211289	1.08379960847239e-06	0.00555046196848168	4.57420377573994	0.663795677772338	0.720895749926571	0.0571000721542327	7	2872954	R	II	GNA12	Body	opensea	Body-opensea			
cg06806253	0.018637462966574	0.92692448105224	5.56932948770354	1.08805144763947e-06	0.00555046196848168	4.57033634078554	0.917605749568953	0.936243212535527	0.0186374629665738	3	40822873	R	II		IGR	opensea	IGR-opensea		rs4367037;rs552123070	34;6
cg09508362	0.0145834842286139	0.913231122625102	5.56709216646894	1.09661091486838e-06	0.00555046196848168	4.5625964724754	0.905939380510795	0.920522864739409	0.0145834842286139	2	1377756	R	I		IGR	opensea	IGR-opensea		rs190177158;rs181900608;rs544499752;rs9753098;rs75842573;rs546179737	35;34;18;15;10;1
cg08771884	0.0344436688907138	0.328416287774324	5.56674030697592	1.09796310819813e-06	0.00555046196848168	4.56137929935048	0.311194453328967	0.34563812221968	0.0344436688907137	16	4912632	F	II	UBN1	Body	opensea	Body-opensea		rs558472268;rs185368159	0;1
cg13178361	0.0390404643803685	0.339096109827735	5.56524377739331	1.10373275009364e-06	0.00555046196848168	4.55620260458202	0.319575877637551	0.358616342017919	0.0390404643803684	1	162532502	F	II	UAP1	5'UTR	shore	5'UTR-shore	chr1:162530856-162531853	rs572218239;rs534762474	14;16
cg14067377	0.0394377108781933	0.435115118298665	5.56271823379268	1.11353783932246e-06	0.00555046196848168	4.5474671073665	0.415396262859568	0.454833973737761	0.0394377108781933	3	194896527	F	II	XXYLT1	Body	opensea	Body-opensea		rs111728124;rs530946805	5;22
cg24686153	0.0508613146579923	0.475937922063624	5.56189534521151	1.11675120890463e-06	0.00555046196848168	4.54462104092854	0.450507264734627	0.50136857939262	0.0508613146579924	15	56148763	R	II	NEDD4	Body	opensea	Body-opensea		rs17819270;rs564376704;rs147596980	46;8;1
cg18542546	0.0519593030304963	0.362174408967016	5.55994849782693	1.1243902709807e-06	0.00555142006585231	4.53788798726919	0.336194757451768	0.388154060482264	0.0519593030304963	7	1982333	F	II	MAD1L1	Body	shelf	Body-shelf	chr7:1978698-1978934	rs559906182;rs148318726;rs542338199	1;16;48
cg00033750	0.0397048942677471	0.407468898429636	5.55507313855987	1.14374829931003e-06	0.00555770956734807	4.5210291370883	0.387616451295763	0.42732134556351	0.0397048942677471	15	77268894	R	II		IGR	opensea	IGR-opensea		rs145295209	1
cg07913190	0.038393679490337	0.725875246352729	5.55375256622295	1.14904836627459e-06	0.00555770956734807	4.51646319979612	0.706678406607561	0.745072086097897	0.0383936794903368	10	88820237	F	II	GLUD1	Body	opensea	Body-opensea		rs543289050	3
cg16075399	0.0335327143423911	0.30014586856961	5.5503646172713	1.16275737917026e-06	0.00555770956734807	4.5047503179022	0.283379511398414	0.316912225740805	0.033532714342391	1	32322493	F	II		IGR	opensea	IGR-opensea		rs144865772;rs573626656;rs544298154;rs562632179;rs150877163	0;20;35;36;43
cg05559485	0.0462159449534295	0.823428312303708	5.55011679649438	1.16376650205978e-06	0.00555770956734807	4.50389360948487	0.800320339826994	0.846536284780423	0.0462159449534295	3	62464048	R	II	CADPS	Body	opensea	Body-opensea		rs148430862;rs577817819;rs147087123	25;19;2
cg06974034	0.0415027844510838	0.631822638784014	5.54958573325313	1.16593190877115e-06	0.00555770956734807	4.50205776966341	0.611071246558472	0.652574031009556	0.0415027844510838	2	158453600	R	II	ACVR1C	Body	shore	Body-shore	chr2:158453799-158454111	rs533305745;rs143522731;rs566663993	42;16;7
cg25835376	0.0575676633122451	0.380662101379358	5.54820788538646	1.1715687145731e-06	0.00555770956734807	4.49729485067055	0.351878269723236	0.409445933035481	0.057567663312245	17	66788382	R	II		IGR	opensea	IGR-opensea		rs546899799;rs151315788	2;1
cg25957478	0.0467580019027967	0.50464234415229	5.54668088681853	1.17784725944699e-06	0.00555770956734807	4.49201665796443	0.481263343200892	0.528021345103689	0.0467580019027966	4	12848009	R	II		IGR	opensea	IGR-opensea		rs541413664	1
cg19329439	0.0241022156139036	0.907305938966151	5.54313609242228	1.19255122040123e-06	0.00559170016505215	4.47976504203126	0.895254831159199	0.919357046773103	0.0241022156139034	8	9789496	R	II		IGR	shore	IGR-shore	chr8:9791236-9791450	rs191955066;rs562902959;rs138487776;rs548638785;rs150693547;rs534452726	47;39;33;30;20;4
cg27086356	0.0503849449572116	0.469919240031989	5.54071195302014	1.20271126209404e-06	0.00560039574015219	4.47138767262497	0.444726767553384	0.495111712510595	0.0503849449572116	3	170627562	R	II	EIF5A2	TSS1500	shore	TSS1500-shore	chr3:170625831-170626841	rs115522235	18
cg00314247	0.0535739351522563	0.348778544915933	5.53826384059066	1.21305884367674e-06	0.00560039574015219	4.46292828992562	0.321991577339805	0.375565512492061	0.0535739351522562	17	76408337	R	II	PGS1	Body	opensea	Body-opensea		rs565862397;rs534954603;rs554860268	34;4;1
cg06683734	0.0297714808756655	0.187843510630908	5.5357593422305	1.22373605984071e-06	0.00560039574015219	4.45427493540422	0.172957770193076	0.202729251068741	0.0297714808756654	22	37428975	R	II		IGR	opensea	IGR-opensea		rs116867908;rs149160335;rs182225514;rs545590750	29;28;9;2
cg03309252	0.044451932449221	0.741191718124658	5.53559179062087	1.2244536833557e-06	0.00560039574015219	4.45369605505806	0.718965751900048	0.763417684349269	0.0444519324492211	9	98314632	R	II		IGR	shore	IGR-shore	chr9:98315341-98315559	rs532081879	1
cg03425527	0.0400526276350336	0.493474904882877	5.53227170624484	1.23875992797009e-06	0.00560338414464201	4.44222618407674	0.47344859106536	0.513501218700394	0.0400526276350334	3	4870421	F	II	ITPR1	Body	opensea	Body-opensea			
cg23397325	0.038338386847538	0.703415147360313	5.53140278588348	1.24253137716378e-06	0.00560338414464201	4.43922458727403	0.684245953936544	0.722584340784082	0.0383383868475379	2	1684270	R	II	PXDN	Body	opensea	Body-opensea		rs575160381;rs545757150;rs147874811;rs192648147;rs184490839	51;50;25;20;19
cg05888284	0.0426951556788947	0.458926469737871	5.52999204917464	1.24867876758774e-06	0.00560338414464201	4.43435156766389	0.437578891898424	0.480274047577318	0.0426951556788948	10	126213758	R	II	LHPP	Body	opensea	Body-opensea		rs144036234;rs537145969;rs555838648	44;41;23
cg05238969	0.0328872475170543	0.679572321619083	5.52850962138658	1.25517103603783e-06	0.00560338414464201	4.42923121248441	0.663128697860556	0.69601594537761	0.0328872475170541	15	52643727	F	II	MYO5A	Body	opensea	Body-opensea		rs556400907;rs59197798	5;40
cg16451187	0.0457527686918028	0.672556336493203	5.52340029494091	1.27780463748193e-06	0.00567047104626563	4.41158580870993	0.649679952147301	0.695432720839104	0.0457527686918027	3	195918391	F	II		IGR	opensea	IGR-opensea		rs376630281;rs559379286	1;27
cg03537687	0.0395012143018406	0.524447552591443	5.51694819589533	1.30696518082071e-06	0.00567856930464261	4.3893083427981	0.504696945440523	0.544198159742363	0.0395012143018405	1	193643594	F	II		IGR	opensea	IGR-opensea		rs533954912;rs554094520;rs73054269	9;20;32
cg13846195	0.0517342092935501	0.363516708655887	5.51398240046413	1.32058951157278e-06	0.00567856930464261	4.37907019219867	0.337649604009112	0.389383813302662	0.0517342092935502	6	109382017	R	II	SESN1	Body	opensea	Body-opensea		rs550170884	2
cg11091478	0.0457544534767417	0.314618804764468	5.51374604238508	1.32168133319219e-06	0.00567856930464261	4.37825432029717	0.291741578026097	0.337496031502839	0.0457544534767417	1	173421266	R	II	LOC100506023	Body	opensea	Body-opensea		rs534090407	1
cg14888493	0.0350592288194105	0.444686516219958	5.51191383532125	1.33017534166599e-06	0.00567856930464261	4.37193009335264	0.427156901810253	0.462216130629663	0.0350592288194106	5	175276356	R	II	CPLX2	5'UTR	opensea	5'UTR-opensea		rs188348125	13
