ID_REF	MGG4_rep1 Unmethylated Signal	MGG4_rep1 Methylated Signal	MGG4_rep1 Detection Pval	MGG4_rep2 Unmethylated Signal	MGG4_rep2 Methylated Signal	MGG4_rep2 Detection Pval	MGG6_rep1 Unmethylated Signal	MGG6_rep1 Methylated Signal	MGG6_rep1 Detection Pval	MGG6_rep2 Unmethylated Signal	MGG6_rep2 Methylated Signal	MGG6_rep2 Detection Pval	MGG8_rep1 Unmethylated Signal	MGG8_rep1 Methylated Signal	MGG8_rep1 Detection Pval	MGG8_rep2 Unmethylated Signal	MGG8_rep2 Methylated Signal	MGG8_rep2 Detection Pval
cg00155485	5971	1004	3.68E-38	5498	659	3.68E-38	3386	505	8.09E-37	4492	702	3.68E-38	6194	886	3.68E-38	5731	828	3.68E-38
cg00155609	17242	1571	3.68E-38	18480	1260	3.68E-38	7809	739	3.68E-38	11420	1180	3.68E-38	13382	1593	3.68E-38	12905	1373	3.68E-38
cg00156216	5187	838	3.68E-38	5376	593	3.68E-38	2959	395	6.33E-26	3989	592	1.32E-31	6273	711	3.68E-38	5584	729	3.68E-38
cg00156744	7208	235	3.68E-38	5946	211	3.68E-38	6736	215	3.68E-38	8375	204	3.68E-38	9193	225	3.68E-38	6994	262	3.68E-38
cg00158308	7659	10886	3.68E-38	7613	12208	3.68E-38	4268	1273	3.68E-38	7164	1811	3.68E-38	10134	1751	3.68E-38	9074	1785	3.68E-38
cg00160914	2448	282	3.87E-06	2029	211	0.000294832	2677	244	1.33E-18	3116	235	8.53E-15	2826	321	7.23E-07	2288	240	1.65E-05
cg00162401	5895	412	3.68E-38	5358	251	3.68E-38	4745	389	3.68E-38	7560	342	3.68E-38	6041	379	3.68E-38	4154	276	2.46E-22
cg00162643	3761	268	4.57E-18	3479	220	4.84E-15	1677	219	2.04E-06	1917	236	7.03E-05	1766	281	0.01921381	1645	231	0.01172879
cg00164041	2942	400	7.30E-11	2378	238	2.73E-06	4281	345	3.68E-38	4289	385	3.74E-33	3659	367	1.16E-12	2605	377	2.33E-08
cg00164898	9579	3889	3.68E-38	10952	3172	3.68E-38	5261	685	3.68E-38	8175	883	3.68E-38	9792	1295	3.68E-38	11428	1234	3.68E-38
cg00165981	6528	698	3.68E-38	7217	617	3.68E-38	4269	411	3.68E-38	5952	596	3.68E-38	8835	748	3.68E-38	7780	636	3.68E-38
cg00167504	7873	392	3.68E-38	7110	199	3.68E-38	8134	359	3.68E-38	12105	382	3.68E-38	9639	369	3.68E-38	7431	345	3.68E-38
cg00168082	3232	377	2.01E-13	2733	228	1.31E-08	4097	279	3.68E-38	4957	282	3.68E-38	3611	317	6.47E-12	2763	342	2.95E-09
cg00168785	11400	1256	3.68E-38	10977	851	3.68E-38	5361	1267	3.68E-38	7908	1757	3.68E-38	10916	790	3.68E-38	10186	742	3.68E-38
cg00168942	3279	2647	3.68E-38	2922	1978	7.47E-30	754	3266	3.68E-38	780	5011	3.68E-38	4516	3381	3.68E-38	4306	2895	3.68E-38
cg00169548	4000	763	5.29E-28	2790	538	1.48E-11	2243	447	3.17E-15	2830	558	3.34E-15	3162	614	8.31E-11	2912	673	2.86E-13
cg00171126	2819	258	1.27E-08	2603	201	1.69E-07	2910	204	1.05E-21	4158	246	9.04E-29	3109	233	5.62E-08	2487	197	2.09E-06
cg00171161	2640	316	1.07E-07	2066	254	0.000120081	4434	313	3.68E-38	6349	470	3.68E-38	4462	294	4.90E-19	2729	255	2.26E-08
cg00174500	13187	632	3.68E-38	13819	539	3.68E-38	3586	2632	3.68E-38	4796	4203	3.68E-38	12473	731	3.68E-38	11390	601	3.68E-38
cg00174901	16401	5964	3.68E-38	16773	5060	3.68E-38	5334	5035	3.68E-38	8425	7639	3.68E-38	9675	9462	3.68E-38	9613	8112	3.68E-38
cg00176210	5734	10994	3.68E-38	5470	10964	3.68E-38	580	10343	3.68E-38	846	14630	3.68E-38	1441	18822	3.68E-38	1491	17062	3.68E-38
cg00176879	1921	20405	3.68E-38	1442	21464	3.68E-38	629	9237	3.68E-38	806	13394	3.68E-38	1184	18577	3.68E-38	1049	17464	3.68E-38
cg00177013	8599	542	3.68E-38	8961	380	3.68E-38	7779	492	3.68E-38	8994	765	3.68E-38	9273	719	3.68E-38	7814	554	3.68E-38
cg00177698	4065	1824	3.68E-38	3599	1084	8.91E-27	5830	343	3.68E-38	7473	427	3.68E-38	8277	404	3.68E-38	5824	421	3.68E-38
cg00177923	9858	833	3.68E-38	10098	726	3.68E-38	5237	451	3.68E-38	7711	705	3.68E-38	8265	757	3.68E-38	9159	770	3.68E-38
cg00178790	17133	2072	3.68E-38	18939	1385	3.68E-38	7228	975	3.68E-38	11641	1353	3.68E-38	14383	1781	3.68E-38	12628	1793	3.68E-38
cg00179446	2352	373	4.17E-06	1552	287	0.01215226	1531	1419	4.73E-19	1767	1193	7.28E-11	2336	535	1.82E-05	2026	487	2.00E-05
cg00180012	5245	269	3.68E-38	4801	190	3.39E-31	2859	190	1.25E-20	3461	245	5.93E-19	5378	269	9.48E-29	4042	239	1.50E-20
cg00180631	11130	1873	3.68E-38	11080	1463	3.68E-38	3911	3566	3.68E-38	6438	4815	3.68E-38	8331	7985	3.68E-38	7544	6540	3.68E-38
cg00182461	2086	246	0.000659269	1518	174	0.03451581	2141	198	8.45E-11	2176	237	1.69E-06	2243	263	0.000647464	1693	249	0.007009908
cg00183782	719	1832	4.70E-05	666	1290	0.004691706	322	1075	0.004622277	450	1338	0.004276125	591	1887	0.000824368	652	1803	4.07E-05
cg00183916	8170	17433	3.68E-38	7452	15363	3.68E-38	6686	344	3.68E-38	8976	417	3.68E-38	12235	663	3.68E-38	11693	528	3.68E-38
cg00184884	6692	407	3.68E-38	6921	263	3.68E-38	5682	372	3.68E-38	7872	366	3.68E-38	7591	409	3.68E-38	6047	356	3.68E-38
cg00184893	13739	1829	3.68E-38	14016	1148	3.68E-38	5573	910	3.68E-38	9252	1480	3.68E-38	11968	1613	3.68E-38	11812	1286	3.68E-38
cg00185103	807	614	0.3717768	551	461	0.5752357	342	1109	0.002402388	432	1131	0.0284855	611	1287	0.04475683	555	995	0.09288879
cg00185839	3974	414	1.23E-22	4873	288	8.69E-34	5259	417	3.68E-38	7076	507	3.68E-38	5959	456	3.68E-38	4813	439	1.30E-33
cg00186141	13375	2471	3.68E-38	14501	1599	3.68E-38	6957	1551	3.68E-38	9903	2334	3.68E-38	12713	2383	3.68E-38	12322	2275	3.68E-38
cg00186701	298	1776	0.00831122	198	1368	0.07406704	253	2186	5.66E-12	264	2135	2.11E-06	285	2611	1.39E-05	320	2035	0.000130612
cg00186954	476	427	0.905435	322	437	0.8255665	711	573	0.0158231	681	527	0.2241696	823	568	0.3331731	641	481	0.4659365
cg00187380	9208	5077	3.68E-38	8698	5334	3.68E-38	5046	660	3.68E-38	8627	948	3.68E-38	9875	2150	3.68E-38	9781	1935	3.68E-38
cg00187686	517	459	0.8603724	352	382	0.8438984	358	999	0.00729984	503	1000	0.04363728	1164	299	0.270577	1131	258	0.1955577
cg00188348	11951	11362	3.68E-38	10370	12286	3.68E-38	7870	13986	3.68E-38	8629	17740	3.68E-38	10765	13474	3.68E-38	11328	10872	3.68E-38
cg00191052	2952	1517	9.60E-24	2486	1219	4.21E-15	1654	1233	4.42E-18	2729	1595	1.56E-27	4510	1116	1.70E-28	3903	899	3.88E-27
cg00194146	3084	11472	3.68E-38	2482	11054	3.68E-38	1374	2863	3.68E-38	1731	3770	3.68E-38	10620	2085	3.68E-38	9466	2126	3.68E-38
cg00195561	1993	1903	1.63E-16	1585	1262	8.55E-08	835	4497	3.68E-38	1197	6842	3.68E-38	5911	4810	3.68E-38	5591	3946	3.68E-38
cg00197381	17337	1120	3.68E-38	16378	799	3.68E-38	7367	587	3.68E-38	11407	962	3.68E-38	13912	1006	3.68E-38	12322	983	3.68E-38
cg00197641	15137	1324	3.68E-38	14855	846	3.68E-38	6595	783	3.68E-38	10182	902	3.68E-38	13163	1130	3.68E-38	11708	1091	3.68E-38
cg00199549	3042	2125	1.83E-34	2421	1702	1.18E-19	258	5158	3.68E-38	265	6051	3.68E-38	294	8257	3.68E-38	297	6143	3.68E-38
cg00200063	10299	1298	3.68E-38	11489	955	3.68E-38	4764	719	3.68E-38	7568	1030	3.68E-38	9282	1177	3.68E-38	9112	978	3.68E-38
cg00201234	2853	12870	3.68E-38	1782	12035	3.68E-38	472	6225	3.68E-38	514	10054	3.68E-38	1122	11141	3.68E-38	1080	10983	3.68E-38
cg00202702	14043	891	3.68E-38	14273	569	3.68E-38	4701	1789	3.68E-38	8056	2482	3.68E-38	11776	848	3.68E-38	11009	741	3.68E-38
cg00202711	667	4941	3.68E-38	456	4273	2.05E-27	1297	2726	3.68E-38	1235	2757	1.03E-22	1213	4732	1.79E-32	1118	3753	4.40E-28
cg00204262	1613	5333	3.68E-38	1223	5078	3.68E-38	557	2593	2.59E-22	947	3487	3.06E-29	1209	6340	3.68E-38	1043	5398	3.68E-38
cg00206052	4547	825	5.17E-38	4926	650	3.68E-38	2678	501	8.28E-23	3456	622	6.50E-24	5538	694	2.75E-36	5265	721	3.68E-38
cg00207534	4220	654	1.04E-29	3376	368	1.69E-15	3698	570	3.68E-38	4412	380	3.59E-35	4635	546	2.10E-23	3339	517	6.73E-16
cg00208830	2258	431	7.05E-06	2006	280	0.000177037	968	1668	1.73E-14	1311	1673	4.37E-11	2129	331	0.000960532	1754	292	0.002912302
cg00208967	8167	3208	3.68E-38	8510	2786	3.68E-38	2691	2802	3.68E-38	3889	4125	3.68E-38	8881	877	3.68E-38	8311	630	3.68E-38
cg00209066	1832	12931	3.68E-38	1658	13911	3.68E-38	848	5858	3.68E-38	1063	8564	3.68E-38	1509	12693	3.68E-38	1355	12334	3.68E-38
cg00209951	2506	311	1.03E-06	2088	215	0.000145978	1172	819	3.03E-07	1267	719	0.0005411	2775	327	1.26E-06	2250	267	1.90E-05
cg00210842	4412	303	2.78E-27	3785	205	3.90E-18	3902	258	3.68E-38	5337	289	3.68E-38	5216	308	2.78E-27	4413	268	1.61E-25
cg00211661	10527	1201	3.68E-38	10378	952	3.68E-38	5261	1548	3.68E-38	7958	2303	3.68E-38	4880	6544	3.68E-38	4603	6515	3.68E-38
cg00212549	2142	512	1.16E-05	1420	356	0.01940234	2168	438	4.34E-14	2447	425	4.50E-10	3102	482	1.71E-09	2381	388	6.24E-07
cg00213044	11607	2401	3.68E-38	12358	1839	3.68E-38	5624	9713	3.68E-38	6091	9793	3.68E-38	12324	4243	3.68E-38	11068	3010	3.68E-38
cg00213331	798	2733	1.21E-12	597	2691	3.28E-11	363	1930	2.78E-10	525	2636	8.43E-13	686	3853	5.41E-17	646	3411	5.11E-18
cg00213714	9229	788	3.68E-38	10254	646	3.68E-38	5431	387	3.68E-38	8119	632	3.68E-38	9135	830	3.68E-38	7732	724	3.68E-38
cg00214346	9815	1885	3.68E-38	10658	1638	3.68E-38	4895	893	3.68E-38	6892	1372	3.68E-38	10911	1560	3.68E-38	9901	1417	3.68E-38
cg00214794	6889	1923	3.68E-38	5928	1634	3.68E-38	1585	3444	3.68E-38	2241	5387	3.68E-38	6885	3023	3.68E-38	6697	2573	3.68E-38
cg00214855	6209	1007	3.68E-38	5327	810	3.68E-38	2287	488	2.00E-16	3515	750	1.22E-26	5500	934	3.68E-38	4445	853	2.57E-34
cg00215066	408	5783	3.68E-38	239	4235	5.57E-24	303	4376	3.68E-38	321	5323	3.68E-38	297	4995	1.27E-24	319	3319	9.18E-14
cg00216361	5790	528	3.68E-38	5380	290	3.68E-38	5342	400	3.68E-38	6776	532	3.68E-38	6243	528	3.68E-38	5503	354	3.68E-38
cg00216758	9451	1474	3.68E-38	9961	937	3.68E-38	5263	1416	3.68E-38	7850	2121	3.68E-38	10151	1076	3.68E-38	9368	1068	3.68E-38
cg00217795	6031	2507	3.68E-38	5247	1685	3.68E-38	1953	3409	3.68E-38	2995	4999	3.68E-38	8014	1017	3.68E-38	7703	825	3.68E-38
cg00221494	1747	10439	3.68E-38	1277	10691	3.68E-38	753	3599	3.68E-38	1053	5273	3.68E-38	1022	8956	3.68E-38	1081	8099	3.68E-38
cg00223186	3617	296	1.04E-16	3130	221	9.33E-12	3885	274	3.68E-38	6108	318	3.68E-38	2150	245	0.001642282	1499	245	0.02977016
cg00223950	14510	984	3.68E-38	13713	843	3.68E-38	5876	537	3.68E-38	10334	877	3.68E-38	11671	909	3.68E-38	10331	752	3.68E-38
cg00224234	21479	666	3.68E-38	21886	590	3.68E-38	9171	438	3.68E-38	13757	582	3.68E-38	16931	698	3.68E-38	15973	725	3.68E-38
cg00224508	18009	2491	3.68E-38	18873	2191	3.68E-38	8391	1129	3.68E-38	13068	1725	3.68E-38	13982	2037	3.68E-38	13931	1971	3.68E-38
cg00226904	1465	344	0.05987787	926	230	0.4069146	664	533	0.03598651	803	500	0.1435087	585	257	0.8265384	483	262	0.8424832
cg00226923	5765	6136	3.68E-38	4615	5190	3.68E-38	541	7520	3.68E-38	719	8817	3.68E-38	6904	6075	3.68E-38	4841	5537	3.68E-38
cg00228799	9045	820	3.68E-38	11143	651	3.68E-38	5556	541	3.68E-38	8527	606	3.68E-38	7428	713	3.68E-38	7796	617	3.68E-38
cg00229387	16497	1683	3.68E-38	15916	1321	3.68E-38	7392	1127	3.68E-38	10782	1424	3.68E-38	10095	5080	3.68E-38	10187	4389	3.68E-38
cg00230271	1810	211	0.01296948	1565	206	0.02010973	2782	229	5.13E-20	3858	338	1.29E-25	2555	301	2.14E-05	2120	259	9.95E-05
cg00230368	12276	657	3.68E-38	12026	572	3.68E-38	4132	301	3.68E-38	6168	510	3.68E-38	8808	613	3.68E-38	8111	499	3.68E-38
cg00230502	5565	1422	3.68E-38	6044	903	3.68E-38	2223	1227	1.00E-27	3100	1591	1.93E-33	6143	970	3.68E-38	6222	1098	3.68E-38
cg00230685	3150	1014	1.02E-19	3145	840	4.44E-18	3368	4050	3.68E-38	4272	3540	3.68E-38	1918	5224	3.68E-38	1429	4416	3.68E-38
cg00231140	9415	352	3.68E-38	7630	271	3.68E-38	7688	323	3.68E-38	9923	423	3.68E-38	6254	4035	3.68E-38	5161	3399	3.68E-38
cg00231644	990	517	0.2744262	613	301	0.6840657	566	446	0.1454916	686	376	0.3870015	1043	447	0.2487173	800	440	0.3347918
cg00231920	19949	1140	3.68E-38	19586	835	3.68E-38	8927	636	3.68E-38	12914	1013	3.68E-38	15492	985	3.68E-38	15166	882	3.68E-38
cg00233307	2956	1572	1.44E-24	2586	1111	5.07E-15	940	1685	2.43E-14	1239	1807	1.14E-11	531	8059	3.68E-38	371	6566	3.68E-38
cg00234616	4156	2694	3.68E-38	4142	2016	3.68E-38	2558	3664	3.68E-38	3090	4747	3.68E-38	4431	4438	3.68E-38	4083	3643	3.68E-38
cg00234961	4861	1720	3.68E-38	3709	1226	2.29E-30	4785	781	3.68E-38	5321	948	3.68E-38	3029	6227	3.68E-38	2299	4653	3.68E-38
cg00236832	2166	421	2.92E-05	1714	360	0.001608603	1383	715	3.00E-08	1615	770	2.61E-06	2716	827	3.17E-09	1928	718	3.52E-06
cg00237010	2690	4373	3.68E-38	2148	3348	3.68E-38	1885	2492	3.68E-38	2476	3193	3.68E-38	4578	4045	3.68E-38	4714	3548	3.68E-38
cg00238052	4964	2004	3.68E-38	4061	1269	1.80E-36	1493	1847	1.14E-25	1956	2576	8.30E-31	4719	1915	3.68E-38	3392	2377	3.68E-38
cg00239071	916	8123	3.68E-38	732	7253	3.68E-38	378	8186	3.68E-38	529	9454	3.68E-38	707	10542	3.68E-38	702	8052	3.68E-38
cg00239419	866	1012	0.03800701	673	806	0.1171694	470	1201	0.000106229	474	1470	0.000865915	373	2574	7.84E-06	378	2182	1.10E-05
cg00239685	6566	763	3.68E-38	6521	621	3.68E-38	3684	369	3.68E-38	5182	520	3.68E-38	7077	747	3.68E-38	6207	655	3.68E-38
cg00240312	1160	14745	3.68E-38	841	15391	3.68E-38	4470	1595	3.68E-38	7007	2521	3.68E-38	7703	6354	3.68E-38	7670	5644	3.68E-38
cg00240432	6754	768	3.68E-38	5917	440	3.68E-38	7540	579	3.68E-38	10622	638	3.68E-38	9250	822	3.68E-38	7583	576	3.68E-38
cg00240880	1553	14012	3.68E-38	1089	14472	3.68E-38	2556	5122	3.68E-38	4040	7892	3.68E-38	2716	13043	3.68E-38	2549	11397	3.68E-38
cg00241355	15514	1307	3.68E-38	18279	1061	3.68E-38	6925	682	3.68E-38	11153	1061	3.68E-38	13868	1340	3.68E-38	13155	1195	3.68E-38
cg00242839	6099	852	3.68E-38	5931	684	3.68E-38	2545	3449	3.68E-38	3865	5606	3.68E-38	7508	3207	3.68E-38	6153	2374	3.68E-38
cg00243313	14930	999	3.68E-38	16517	592	3.68E-38	5348	3619	3.68E-38	6563	4533	3.68E-38	13330	814	3.68E-38	12032	749	3.68E-38
cg00245878	5205	1823	3.68E-38	4931	1465	3.68E-38	2231	4137	3.68E-38	2836	5714	3.68E-38	4043	5135	3.68E-38	3363	4900	3.68E-38
cg00247489	6185	388	3.68E-38	4799	284	1.39E-32	2623	1852	3.68E-38	2929	1772	1.31E-33	5124	313	2.87E-26	3895	302	1.40E-19
cg00250430	4129	9787	3.68E-38	3160	9660	3.68E-38	694	3937	3.68E-38	914	5198	3.68E-38	3846	9625	3.68E-38	3440	8923	3.68E-38
cg00253200	13529	2086	3.68E-38	15148	1724	3.68E-38	6362	998	3.68E-38	9279	1485	3.68E-38	13198	1673	3.68E-38	12405	1588	3.68E-38
cg00256074	539	1519	0.009531704	381	1404	0.01818227	331	1354	8.50E-05	384	1664	0.000261928	697	1761	0.000976873	601	1499	0.001786171
cg00256166	5781	289	3.68E-38	5511	189	3.68E-38	5474	270	3.68E-38	7192	336	3.68E-38	7184	322	3.68E-38	5602	249	3.68E-38
cg00256281	8010	269	3.68E-38	6409	254	3.68E-38	6763	255	3.68E-38	8001	291	3.68E-38	7230	274	3.68E-38	5343	284	3.68E-38
cg00259755	7361	9748	3.68E-38	5880	9718	3.68E-38	960	5261	3.68E-38	1496	7454	3.68E-38	2444	10740	3.68E-38	2547	10486	3.68E-38
cg00260778	347	652	0.8435515	240	366	0.9175187	236	790	0.1330221	305	803	0.3315802	299	676	0.7284918	210	580	0.8091003
cg00261552	5419	628	3.68E-38	4630	431	3.00E-32	2796	341	4.31E-22	5346	457	3.68E-38	5474	532	2.89E-33	4390	524	1.11E-28
cg00261781	15105	2251	3.68E-38	15131	1780	3.68E-38	6475	1896	3.68E-38	8904	3049	3.68E-38	13022	3024	3.68E-38	12448	2903	3.68E-38
cg00262415	8744	519	3.68E-38	8786	470	3.68E-38	4231	268	3.68E-38	6894	388	3.68E-38	7774	506	3.68E-38	7357	446	3.68E-38
cg00263723	5934	282	3.68E-38	5071	196	1.85E-35	3406	208	5.99E-31	5660	253	3.68E-38	4883	266	4.66E-23	4491	238	3.72E-26
cg00263760	10909	645	3.68E-38	10581	505	3.68E-38	288	4435	3.68E-38	470	6772	3.68E-38	4953	10924	3.68E-38	4591	10196	3.68E-38
cg00265415	15691	973	3.68E-38	18262	821	3.68E-38	6892	471	3.68E-38	10981	607	3.68E-38	12390	818	3.68E-38	11448	809	3.68E-38
cg00265490	1082	316	0.3996246	1076	262	0.2197889	1957	298	7.26E-10	1844	408	1.84E-05	2052	317	0.002021366	1734	283	0.003751696
cg00268009	10722	982	3.68E-38	10886	675	3.68E-38	7941	599	3.68E-38	11878	792	3.68E-38	11807	771	3.68E-38	11254	747	3.68E-38
cg00268338	11581	867	3.68E-38	10496	581	3.68E-38	5631	301	3.68E-38	8652	379	3.68E-38	10339	5246	3.68E-38	9628	4221	3.68E-38
cg00269115	6640	418	3.68E-38	6152	259	3.68E-38	5682	365	3.68E-38	7890	442	3.68E-38	7709	474	3.68E-38	5772	408	3.68E-38
cg00269932	356	4186	9.11E-25	203	3631	1.95E-16	217	4496	3.68E-38	286	5982	3.68E-38	915	6307	3.68E-38	907	5438	3.68E-38
cg00273068	10844	5598	3.68E-38	10756	5474	3.68E-38	1526	5334	3.68E-38	2259	8504	3.68E-38	5784	10421	3.68E-38	5540	9511	3.68E-38
cg00273124	2668	15779	3.68E-38	1892	16430	3.68E-38	1348	7120	3.68E-38	2143	9840	3.68E-38	6550	14551	3.68E-38	6112	14001	3.68E-38
cg00274399	6788	1034	3.68E-38	5873	810	3.68E-38	2338	543	5.45E-18	3826	747	1.78E-31	5506	984	3.68E-38	4615	1052	3.68E-38
cg00275232	381	2848	7.16E-10	265	2549	1.44E-07	2125	513	1.62E-14	1789	636	1.40E-06	258	5422	3.77E-29	318	4249	4.80E-24
cg00276797	3563	377	5.10E-17	2495	195	9.45E-07	2645	216	1.09E-17	3363	223	1.74E-17	3670	973	5.88E-18	2948	695	8.24E-14
cg00278366	4117	14090	3.68E-38	3590	16207	3.68E-38	1214	7593	3.68E-38	1797	10962	3.68E-38	6112	16741	3.68E-38	5259	15949	3.68E-38
cg00279797	7090	1678	3.68E-38	7198	1270	3.68E-38	3612	1570	3.68E-38	5588	2181	3.68E-38	7804	3023	3.68E-38	6641	2484	3.68E-38
cg00280814	1128	3827	5.51E-31	931	3387	5.32E-22	697	3481	3.68E-38	744	4641	3.68E-38	2951	2286	5.14E-24	2118	2124	4.26E-20
cg00280894	4351	295	2.90E-26	3096	195	3.10E-11	2197	1869	3.68E-38	3093	1926	3.68E-38	4495	281	3.13E-19	4033	252	1.35E-20
cg00282347	5352	3063	3.68E-38	5560	2688	3.68E-38	3013	1490	3.68E-38	4842	2197	3.68E-38	5445	2248	3.68E-38	5022	1958	3.68E-38
cg00282683	14105	777	3.68E-38	14228	550	3.68E-38	7214	398	3.68E-38	9495	527	3.68E-38	10271	8756	3.68E-38	9796	8247	3.68E-38
cg00283535	440	325	0.9599539	337	264	0.9197419	251	782	0.1270715	255	913	0.2646308	604	362	0.7358965	578	332	0.7011014
cg00288562	10480	363	3.68E-38	9097	269	3.68E-38	10918	280	3.68E-38	12848	347	3.68E-38	12284	321	3.68E-38	9355	295	3.68E-38
cg00290028	16020	1077	3.68E-38	17809	746	3.68E-38	5669	370	3.68E-38	9073	610	3.68E-38	16621	785	3.68E-38	13949	789	3.68E-38
cg00290506	9684	2222	3.68E-38	10404	1620	3.68E-38	5634	498	3.68E-38	8661	612	3.68E-38	8624	1380	3.68E-38	9158	1220	3.68E-38
cg00291877	2670	408	1.25E-08	2259	290	6.85E-06	1735	1236	2.22E-19	1822	1363	4.82E-13	3095	418	4.94E-09	2357	347	1.58E-06
cg00292662	15088	1543	3.68E-38	14449	1317	3.68E-38	6635	488	3.68E-38	9807	674	3.68E-38	12513	873	3.68E-38	10989	797	3.68E-38
cg00292971	826	470	0.5273764	698	358	0.5238406	503	1891	1.95E-11	463	1986	9.59E-07	691	1319	0.02397479	655	1339	0.004565288
cg00293409	10381	5038	3.68E-38	9687	3655	3.68E-38	4662	723	3.68E-38	6404	1097	3.68E-38	8114	4045	3.68E-38	8095	3201	3.68E-38
cg00294382	6497	1345	3.68E-38	5903	1049	3.68E-38	877	2626	9.54E-29	1260	3839	3.68E-38	4114	3253	3.68E-38	3470	3613	3.68E-38
cg00295206	12002	594	3.68E-38	13230	500	3.68E-38	5306	305	3.68E-38	8719	427	3.68E-38	10670	483	3.68E-38	9464	490	3.68E-38
cg00295325	1368	392	0.08066162	1018	304	0.2340233	767	1059	7.58E-06	807	1079	0.001611529	1742	307	0.01898116	1616	266	0.01120784
cg00296685	23136	2934	3.68E-38	25605	4400	3.68E-38	8237	1476	3.68E-38	12743	1539	3.68E-38	18376	2168	3.68E-38	17186	2084	3.68E-38
cg00297584	11393	1256	3.68E-38	11691	978	3.68E-38	5492	647	3.68E-38	8611	983	3.68E-38	11797	1196	3.68E-38	10818	1065	3.68E-38
cg00297600	798	553	0.4579943	885	314	0.3585037	305	1295	0.000314862	327	1169	0.04576625	2141	400	0.000475651	1864	373	0.000466815
cg00298357	1678	8666	3.68E-38	1378	7950	3.68E-38	1018	8081	3.68E-38	1292	10631	3.68E-38	9946	2569	3.68E-38	7719	1940	3.68E-38
cg00298951	5398	1639	3.68E-38	5215	1140	3.68E-38	473	5153	3.68E-38	541	6386	3.68E-38	3712	3296	3.68E-38	2992	2752	3.68E-38
cg00301864	20030	873	3.68E-38	19813	726	3.68E-38	8339	438	3.68E-38	12518	540	3.68E-38	16949	758	3.68E-38	15245	713	3.68E-38
cg00302793	22351	1447	3.68E-38	24116	1192	3.68E-38	10462	770	3.68E-38	16633	1159	3.68E-38	20084	1404	3.68E-38	19456	1186	3.68E-38
cg00303548	4679	349	3.67E-32	4100	274	1.06E-22	1998	277	4.39E-10	2238	310	1.88E-07	2932	371	9.54E-08	2550	295	2.01E-07
cg00304278	1468	257	0.09855948	1159	170	0.2277338	1673	197	3.35E-06	2110	225	5.56E-06	1801	226	0.02167657	1633	217	0.01423631
cg00307685	2670	6322	3.68E-38	2149	4908	3.68E-38	704	3006	6.37E-33	931	4705	3.68E-38	1375	4792	2.10E-35	1283	4929	3.68E-38
cg00308133	7601	286	3.68E-38	6610	223	3.68E-38	6468	252	3.68E-38	9457	268	3.68E-38	8045	278	3.68E-38	5965	229	3.68E-38
cg00308665	1155	293	0.3399315	856	230	0.4885159	673	447	0.06812452	536	533	0.3783843	1034	314	0.3730723	1026	286	0.2627375
cg00309056	9847	814	3.68E-38	10667	627	3.68E-38	5592	465	3.68E-38	8140	644	3.68E-38	10853	771	3.68E-38	9076	696	3.68E-38
cg00309204	3712	321	4.10E-18	3934	235	3.40E-20	4073	227	3.68E-38	4530	221	1.83E-34	5468	324	1.56E-30	4331	287	1.06E-24
cg00311768	1356	366	0.1002192	1469	260	0.02696065	535	2625	1.75E-22	644	3270	1.19E-21	951	2746	2.96E-10	810	1963	5.88E-07
cg00312919	16780	885	3.68E-38	18129	674	3.68E-38	7846	514	3.68E-38	11902	684	3.68E-38	15165	894	3.68E-38	13742	751	3.68E-38
cg00314943	3065	4439	3.68E-38	2233	3724	3.68E-38	692	2892	2.41E-30	1079	4785	3.68E-38	1530	5371	3.68E-38	1165	4802	3.68E-38
cg00315936	4390	686	6.01E-33	4130	396	1.16E-24	3724	365	3.68E-38	5623	533	3.68E-38	4812	535	3.06E-25	4400	554	3.04E-29
cg00317680	3068	524	2.99E-13	2433	420	7.77E-08	2567	521	2.85E-21	3923	531	1.48E-29	3297	585	1.42E-11	2898	498	1.36E-11
cg00318573	25460	8423	3.68E-38	27254	7126	3.68E-38	5419	11951	3.68E-38	7984	18022	3.68E-38	17535	16476	3.68E-38	16353	16056	3.68E-38
cg00318865	12291	779	3.68E-38	15098	671	3.68E-38	6542	395	3.68E-38	9348	600	3.68E-38	12710	656	3.68E-38	11572	725	3.68E-38
cg00319692	4630	3335	3.68E-38	4296	2600	3.68E-38	1839	4600	3.68E-38	2330	6784	3.68E-38	6406	2241	3.68E-38	6630	2037	3.68E-38
cg00319761	15971	835	3.68E-38	19403	604	3.68E-38	7264	393	3.68E-38	9759	570	3.68E-38	12545	634	3.68E-38	11850	603	3.68E-38
cg00320243	14955	777	3.68E-38	13943	548	3.68E-38	6024	362	3.68E-38	8700	549	3.68E-38	11576	723	3.68E-38	10969	669	3.68E-38
cg00321065	3840	300	2.02E-19	3145	180	1.57E-11	3132	196	1.89E-25	4623	238	2.22E-36	3747	215	3.58E-12	3071	232	8.20E-11
cg00321478	5009	794	3.68E-38	4263	521	3.47E-28	2729	398	6.35E-22	3966	461	3.94E-29	4155	689	6.69E-20	4038	559	1.98E-24
cg00323915	1847	335	0.003100651	1516	247	0.02128701	1263	1851	1.05E-21	1633	2008	3.77E-18	2866	346	3.17E-07	2969	280	2.25E-10
