	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg23397325	0.0375424017753013	0.704099911883503	5.67365665123707	7.49551642097322e-07	0.0053289812996627	4.95037922934949	0.685328710995853	0.722871112771154	0.0375424017753012	2	1684270	R	II	PXDN	Body	opensea	Body-opensea		rs575160381;rs545757150;rs147874811;rs192648147;rs184490839	51;50;25;20;19
cg03622085	0.0399061217600551	0.783552370152375	5.67285707942097	7.51661914955585e-07	0.0053289812996627	4.94760008975316	0.763599309272347	0.803505431032402	0.0399061217600549	9	126069628	F	II		IGR	opensea	IGR-opensea		rs111296238	0
cg04882972	0.0277420144251377	0.881250659092374	5.67230472458266	7.53123161631413e-07	0.0053289812996627	4.94568026947349	0.867379651879805	0.895121666304943	0.0277420144251379	20	45023165	F	II	ELMO2	ExonBnd	opensea	ExonBnd-opensea		rs113175040	17
cg17183691	0.0350439834794427	0.479394180318013	5.6665333749176	7.68560800791278e-07	0.0053289812996627	4.92562305131215	0.461872188578292	0.496916172057735	0.0350439834794425	5	172550644	F	II	CREBRF	Body	opensea	Body-opensea		rs145019832;rs562862695	38;49
cg23098235	0.0306854379126106	0.419454119828865	5.66104200072309	7.83540920595083e-07	0.0053289812996627	4.90654269209082	0.40411140087256	0.43479683878517	0.0306854379126106	17	46634466	F	II	HOXB3	5'UTR	shelf	5'UTR-shelf	chr17:46631800-46632212		
cg22807519	0.0361250582879534	0.386838718894976	5.6538901030283	8.03485974479951e-07	0.0053289812996627	4.88169834294774	0.368776189750999	0.404901248038953	0.0361250582879534	15	45926628	R	II	SQRDL	TSS1500	shore	TSS1500-shore	chr15:45926877-45927758	rs551049354	31
cg05888284	0.0418470717372741	0.460563479344451	5.65262129681497	8.07076635707632e-07	0.0053289812996627	4.87729142198379	0.439639943475814	0.481487015213088	0.0418470717372743	10	126213758	R	II	LHPP	Body	opensea	Body-opensea		rs144036234;rs537145969;rs555838648	44;41;23
cg15591803	0.046153477402176	0.38828164439006	5.65008090389154	8.14313743040626e-07	0.0053289812996627	4.86846853475245	0.365204905688972	0.411358383091148	0.0461534774021761	1	111733668	F	II	DENND2D	Body	opensea	Body-opensea		rs74982786;rs538498432	34;42
cg25835376	0.0564153559277462	0.382668399856397	5.64989277152026	8.14852250697977e-07	0.0053289812996627	4.86781517594219	0.354460721892524	0.41087607782027	0.0564153559277462	17	66788382	R	II		IGR	opensea	IGR-opensea		rs546899799;rs151315788	2;1
cg11917175	0.0451203555538616	0.3838517784393	5.64609719145394	8.2579245218952e-07	0.0053289812996627	4.85463458878529	0.361291600662369	0.406411956216231	0.0451203555538615	4	185352359	F	II	IRF2	5'UTR	opensea	5'UTR-opensea		rs146913253	45
cg15174785	0.0448395478884109	0.75537247292038	5.64225019170736	8.37029552019936e-07	0.0053289812996627	4.84127731177466	0.732952698976174	0.777792246864585	0.0448395478884109	21	44058055	F	II		IGR	opensea	IGR-opensea		rs185594536	20
cg18717044	0.0342080804693365	0.4048449652721	5.64044214092521	8.42363147787212e-07	0.0053289812996627	4.83500017993857	0.387740925037432	0.421949005506768	0.0342080804693365	3	127401333	R	II		IGR	opensea	IGR-opensea		rs149032080;rs143047682	44;1
cg16451187	0.0448725242785646	0.673353541056069	5.63994669126727	8.43830558118803e-07	0.0053289812996627	4.83328016693477	0.650917278916787	0.695789803195351	0.0448725242785647	3	195918391	F	II		IGR	opensea	IGR-opensea		rs376630281;rs559379286	1;27
cg15579525	0.0422931183609606	0.449214590407806	5.63978554793823	8.44308374682302e-07	0.0053289812996627	4.83272074528242	0.428068031227326	0.470361149588286	0.0422931183609606	19	9907249	F	II		IGR	shelf	IGR-shelf	chr19:9903581-9903990	rs552614130	42
cg21282015	0.0329004379612631	0.340072339559038	5.63149803485325	8.69247487419653e-07	0.0053289812996627	4.80395449056289	0.323622120578406	0.356522558539669	0.032900437961263	16	23914670	F	II	PRKCB	Body	opensea	Body-opensea		rs549500856;rs148589441;rs530603704;rs145616656;rs11074587	0;7;26;30;33
cg11081316	0.0436529170892245	0.781893769179451	5.63001016972638	8.73801576456158e-07	0.0053289812996627	4.79879099394304	0.760067310634839	0.803720227724063	0.0436529170892244	16	57829678	F	II	KIFC3	5'UTR	opensea	5'UTR-opensea		rs77865504;rs117904479;rs554190644	8;31;51
cg20191858	0.0386609254373291	0.746421785729103	5.62798335532974	8.80043393936597e-07	0.0053289812996627	4.79175758475965	0.727091323010439	0.765752248447768	0.0386609254373291	11	82693054	F	II	RAB30	3'UTR	opensea	3'UTR-opensea		rs535729576;rs557281163	0;39
cg06091210	0.0467794079743302	0.564102443271548	5.6279209763952	8.80236197233976e-07	0.0053289812996627	4.79154112711044	0.540712739284383	0.587492147258713	0.0467794079743302	4	82181899	F	II		IGR	opensea	IGR-opensea		rs538126600	29
cg04530248	0.0357535085285829	0.716057741113823	5.62465537597132	8.90388372109157e-07	0.0053289812996627	4.78021005427961	0.698180986849531	0.733934495378114	0.0357535085285832	20	477164	R	II	CSNK2A1	Body	opensea	Body-opensea		rs575161639;rs187507582	37;2
cg01040749	0.0491861058643524	0.420025644222569	5.62288365259378	8.95944857430164e-07	0.0053289812996627	4.77406305773645	0.395432591290393	0.444618697154746	0.0491861058643523	10	134400440	R	II	INPP5A	Body	opensea	Body-opensea		rs529208458;rs186624378;rs547716150	49;22;7
cg18881546	0.048168287719669	0.455333658563364	5.62065637510497	9.02978871866106e-07	0.0053289812996627	4.76633609519649	0.431249514703529	0.479417802423198	0.0481682877196689	12	117039927	R	II		IGR	opensea	IGR-opensea		rs552513782	27
cg02011919	0.0404945250196741	0.411447981027915	5.62007204009955	9.04833325570188e-07	0.0053289812996627	4.76430900325849	0.391200718518078	0.431695243537752	0.0404945250196741	14	69401069	F	II	ACTN1	Body	opensea	Body-opensea		rs113516615;rs10136833;rs560547571;rs188752828	1;25;32;40
cg17310897	0.0397982013574263	0.260581672508902	5.61835559918777	9.10302519172559e-07	0.0053289812996627	4.75835482815486	0.240682571830188	0.280480773187615	0.0397982013574264	11	3147872	R	II	OSBPL5	Body	opensea	Body-opensea		rs200021750;rs571995363;rs536943946	48;2;1
cg22666015	0.0372826570409889	0.215878980069126	5.61791604569841	9.11708358886919e-07	0.0053289812996627	4.7568301195667	0.197237651548631	0.23452030858962	0.0372826570409889	2	233981885	R	II	INPP5D	Body	opensea	Body-opensea		rs529216086	27
cg18849308	0.0359007646584232	0.470849834867539	5.61787769136511	9.11831131027562e-07	0.0053289812996627	4.75669707852351	0.452899452538327	0.48880021719675	0.0359007646584231	3	194919424	R	II	XXYLT1	Body	opensea	Body-opensea		rs563523794;rs74433277	2;1
cg14209730	0.0474811488400875	0.467753289940702	5.61308309152166	9.27308490037989e-07	0.0053289812996627	4.74006739618949	0.444012715520659	0.491493864360746	0.0474811488400874	2	64632636	R	II		IGR	opensea	IGR-opensea		rs537894234;rs147427577;rs190736298	39;27;2
cg10080401	0.0378981110523842	0.808414076769116	5.61097958610402	9.34180741588531e-07	0.0053289812996627	4.73277250958768	0.789465021242924	0.827363132295308	0.0378981110523838	22	22210635	R	II	MAPK1	Body	opensea	Body-opensea		rs144633633;rs181868377;rs539922061;rs5999822	43;35;15;1
cg18368502	0.0189419501250971	0.876009577252621	5.60995564121092	9.3754427218274e-07	0.0053289812996627	4.7292217135027	0.866538602190072	0.885480552315169	0.0189419501250974	17	77758580	R	I	CBX2	Body	island	Body-island	chr17:77758568-77758865	rs532091014;rs138828014	26;2
cg25634693	0.0501998789240841	0.344970117016657	5.59890458734287	9.74618762470726e-07	0.0053289812996627	4.69090811727561	0.319870177554615	0.370070056478699	0.0501998789240841	2	208461998	R	II	METTL21A	Body	opensea	Body-opensea		rs561431993;rs530068453;rs547038547;rs192082921	41;3;2;1
cg21442063	0.0354887385579342	0.871422584591734	5.59734857276947	9.79954390327713e-07	0.0053289812996627	4.68551477376098	0.853678215312767	0.889166953870701	0.0354887385579344	13	110152578	R	II		IGR	opensea	IGR-opensea		rs111303405;rs545634112;rs565463865	51;33;6
cg17041776	0.0184896300496896	0.942777263084054	5.59656115541879	9.82665499330868e-07	0.0053289812996627	4.68278560848188	0.933532448059209	0.952022078108899	0.0184896300496898	17	64749943	F	II	PRKCA	Body	opensea	Body-opensea		rs532045645;rs75811035;rs187149175	0;38;42
cg14876307	0.0354814630203472	0.352381827245099	5.59439236398557	9.90171248424915e-07	0.0053289812996627	4.67526906923406	0.334641095734926	0.370122558755273	0.0354814630203471	2	187501808	F	II	ITGAV	ExonBnd	opensea	ExonBnd-opensea		rs113154595;rs184114187;rs201390608	9;11;39
cg12740667	0.0344495524834048	0.384851390666684	5.59299135107979	9.95050065732442e-07	0.0053289812996627	4.67041381040451	0.367626614424982	0.402076166908387	0.0344495524834048	6	13480235	R	II	GFOD1	Body	opensea	Body-opensea		rs145705981;rs564489547;rs533665667	39;2;1
cg06397009	0.0363428141172467	0.25295307271608	5.59265371040004	9.96229408802699e-07	0.0053289812996627	4.66924374418629	0.234781665657457	0.271124479774703	0.0363428141172467	3	53305431	R	II		IGR	opensea	IGR-opensea		rs527286583;rs547371515	11;2
cg03296396	0.0356373930844551	0.324100149806666	5.59134554721728	1.00081178621828e-06	0.0053289812996627	4.66471055560946	0.306281453264438	0.341918846348893	0.0356373930844551	17	27966296	F	II	SSH2	Body	opensea	Body-opensea		rs147067944	1
cg20109867	0.0409846848520065	0.294888008932268	5.59053161323085	1.00367346447545e-06	0.0053289812996627	4.66189013925408	0.274395666506265	0.315380351358271	0.0409846848520065	6	2818375	F	II		IGR	opensea	IGR-opensea		rs138212381	1
cg12891692	0.0119780270167584	0.932984005776732	5.58961754470836	1.00689687484807e-06	0.0053289812996627	4.65872284605658	0.926994992268353	0.938973019285111	0.0119780270167584	5	172113714	F	I	NEURL1B	Body	island	Body-island	chr5:172113677-172113905	rs530003530;rs571482968	24;31
cg12264517	0.041206490721832	0.393791393240473	5.58443794858307	1.0253572556272e-06	0.0053289812996627	4.64077740774149	0.373188147879558	0.414394638601389	0.0412064907218319	5	66255020	R	II	MAST4	5'UTR	opensea	5'UTR-opensea		rs547534601	15
cg14723524	0.0369522088993904	0.819623774995204	5.58021507422604	1.04065583746519e-06	0.0053289812996627	4.6261493438636	0.801147670545509	0.838099879444899	0.0369522088993905	2	207188646	R	II		IGR	opensea	IGR-opensea		rs183594585;rs557571414;rs577411594	44;36;20
cg14888493	0.0340673669363388	0.446377304182017	5.57875829831631	1.04598575724385e-06	0.0053289812996627	4.62110362258345	0.429343620713848	0.463410987650187	0.0340673669363387	5	175276356	R	II	CPLX2	5'UTR	opensea	5'UTR-opensea		rs188348125	13
cg23815853	0.0366950223570172	0.311682010031666	5.57800286750926	1.04876030643632e-06	0.0053289812996627	4.61848720901904	0.293334498853157	0.330029521210174	0.0366950223570172	12	48147034	F	II	RAPGEF3	Body	opensea	Body-opensea		rs572370170	13
cg00947024	0.0341596032753664	0.850002371650151	5.57787475010334	1.04923157968362e-06	0.0053289812996627	4.61804348563102	0.832922570012468	0.867082173287834	0.0341596032753665	9	96291676	F	II	FAM120A	Body	opensea	Body-opensea		rs10992775;rs144836182;rs113553657	0;42;48
cg05559485	0.0457164215915832	0.823502503212967	5.5703085486865	1.07743899101619e-06	0.0053289812996627	4.59184257121227	0.800644292417175	0.846360714008758	0.0457164215915833	3	62464048	R	II	CADPS	Body	opensea	Body-opensea		rs148430862;rs577817819;rs147087123	25;19;2
cg09163720	0.0484761552113586	0.381594939829059	5.5702799450268	1.07754704154095e-06	0.0053289812996627	4.59174353473037	0.35735686222338	0.405833017434739	0.0484761552113587	10	134400506	R	II	INPP5A	Body	opensea	Body-opensea		rs569735289	31
cg06894612	0.0326275028893894	0.446298064507303	5.57023178215279	1.07772900140733e-06	0.0053289812996627	4.5915767772447	0.429984313062609	0.462611815951998	0.0326275028893894	14	69042922	F	II	RAD51L1	Body	opensea	Body-opensea		rs143767487;rs561153558;rs528630387	0;21;38
cg05123066	0.0184196691674349	0.91800306304003	5.5691707172268	1.08174545314062e-06	0.0053289812996627	4.58790306284527	0.908793228456312	0.927212897623747	0.0184196691674349	1	167793952	R	II	ADCY10	Body	opensea	Body-opensea		rs149555594	14
cg18351781	0.0392750909647046	0.272913205076345	5.55970359082274	1.11824459016256e-06	0.0053289812996627	4.55513196287016	0.253275659593993	0.292550750558697	0.0392750909647046	19	4950888	R	II	UHRF1	Body	island	Body-island	chr19:4950670-4950940	rs17880409;rs144760109;rs573575881;rs17881158	41;39;38;31
cg18060115	0.0307636781784701	0.198604596880263	5.55927321878788	1.11993252781356e-06	0.0053289812996627	4.55364249403181	0.183222757791028	0.213986435969498	0.0307636781784701	3	131349041	F	II	CPNE4	Body	opensea	Body-opensea		rs142589338;rs558036493	27;31
cg02102922	0.0312837677406868	0.312451914236853	5.55861180490545	1.12253154608964e-06	0.0053289812996627	4.5513534653993	0.29681003036651	0.328093798107197	0.0312837677406868	8	29693269	R	II		IGR	opensea	IGR-opensea		rs142135007;rs114489159;rs529337618;rs549258934;rs566045194	42;41;39;37;2
cg08771884	0.0334267679768888	0.330535988951738	5.55732447371388	1.12760725399849e-06	0.0053289812996627	4.54689842840376	0.313822604963293	0.347249372940182	0.0334267679768888	16	4912632	F	II	UBN1	Body	opensea	Body-opensea		rs558472268;rs185368159	0;1
cg16545994	0.0389356754392667	0.397003436337778	5.55644316366929	1.13109520768371e-06	0.0053289812996627	4.54384863147528	0.377535598618145	0.416471274057412	0.0389356754392667	6	25022493	R	II	FAM65B	Body	opensea	Body-opensea		rs192866431;rs147901155;rs79535862	47;43;31
cg06683734	0.0301483179863405	0.189994263849645	5.55501602071157	1.13676609443067e-06	0.0053289812996627	4.53891019325105	0.174920104856475	0.205068422842815	0.0301483179863404	22	37428975	R	II		IGR	opensea	IGR-opensea		rs116867908;rs149160335;rs182225514;rs545590750	29;28;9;2
cg26962382	0.0425269509151882	0.835476938564533	5.55479559755974	1.13764447548625e-06	0.0053289812996627	4.53814747343664	0.814213463106939	0.856740414022127	0.0425269509151882	22	50554388	F	II	MOV10L1	Body	opensea	Body-opensea		rs576426587;rs76954766;rs139423045;rs568002869;rs535124889	0;11;38;45;49
cg06630192	0.0335445472742371	0.316104184673631	5.55401505433945	1.1407603344655e-06	0.0053289812996627	4.53544665079052	0.299331911036512	0.332876458310749	0.033544547274237	21	39810663	F	II	ERG	Body	opensea	Body-opensea		rs546719301;rs566614108;rs534549111;rs147438616	0;1;17;26
cg16273303	0.0278027957325342	0.914151872347277	5.55344082155496	1.14305801982593e-06	0.0053289812996627	4.53345975403944	0.90025047448101	0.928053270213544	0.0278027957325339	14	96033519	R	II		IGR	opensea	IGR-opensea		rs11849709;rs558102241;rs8010792;rs144677900	45;29;14;6
cg00033750	0.0387731501692987	0.40928223126652	5.5522782501581	1.14772388638675e-06	0.0053289812996627	4.52943729327706	0.38989565618187	0.428668806351169	0.0387731501692987	15	77268894	R	II		IGR	opensea	IGR-opensea		rs145295209	1
cg03525433	0.0357384370548416	0.869191750771124	5.5515425797653	1.15068617502682e-06	0.0053289812996627	4.52689199368283	0.851322532243703	0.887060969298544	0.0357384370548415	3	111259817	R	II	CD96	TSS1500	opensea	TSS1500-opensea			
cg13846195	0.0505475257655524	0.365540897507888	5.55111964551716	1.15239261346182e-06	0.0053289812996627	4.52542874421669	0.340267134625112	0.390814660390665	0.0505475257655523	6	109382017	R	II	SESN1	Body	opensea	Body-opensea		rs550170884	2
cg07699282	0.0488716719023574	0.732421418263086	5.54872336334404	1.16210851110951e-06	0.0053289812996627	4.51713866181319	0.707985582311907	0.756857254214264	0.0488716719023575	2	45150055	F	II		IGR	opensea	IGR-opensea		rs77764887;rs554078136	1;14
cg13849351	0.0484866169049722	0.691968224688258	5.54351404351152	1.18351105879975e-06	0.0053289812996627	4.49911947033803	0.667724916235771	0.716211533140744	0.0484866169049722	17	72731753	F	II	RAB37	TSS1500	shore	TSS1500-shore	chr17:72732848-72733545	rs141509302	41
cg03375833	0.0396896806182769	0.590575888507439	5.54315328591027	1.18500761685282e-06	0.0053289812996627	4.49787173964236	0.5707310481983	0.610420728816577	0.0396896806182772	3	9859360	R	II	TTLL3	Body	opensea	Body-opensea		rs183725493;rs201781159;rs374469458	30;12;2
cg16481332	0.0377405383483639	0.262646095904556	5.53895566473483	1.20255940751331e-06	0.0053289812996627	4.48335502089275	0.243775826730374	0.281516365078738	0.0377405383483639	7	2654053	F	II	IQCE	3'UTR	opensea	3'UTR-opensea			
cg09508362	0.0145834842286141	0.913231122625102	5.53754155074643	1.20853016201528e-06	0.0053289812996627	4.47846511929992	0.905939380510795	0.920522864739409	0.0145834842286139	2	1377756	R	I		IGR	opensea	IGR-opensea		rs190177158;rs181900608;rs544499752;rs9753098;rs75842573;rs546179737	35;34;18;15;10;1
cg26828017	0.0507778648590237	0.305652946864748	5.536335538396	1.21364546364064e-06	0.0053289812996627	4.47429504026817	0.280264014435237	0.33104187929426	0.0507778648590236	16	22409023	R	II		IGR	opensea	IGR-opensea		rs142214816;rs554136807	6;3
cg14307506	0.0361965523934062	0.362394565196105	5.53417948796295	1.22284387771166e-06	0.0053289812996627	4.46684048618617	0.344296288999402	0.380492841392808	0.0361965523934062	19	4284361	F	II	SHD	Body	opensea	Body-opensea		rs568126930;rs139408064	3;44
cg03309252	0.0437085768152322	0.741684457532715	5.53371150470714	1.22484955434188e-06	0.0053289812996627	4.46522251865886	0.719830169125099	0.763538745940331	0.0437085768152324	9	98314632	R	II		IGR	shore	IGR-shore	chr9:98315341-98315559	rs532081879	1
cg11945248	0.0339833484125042	0.852957991697584	5.53272579680278	1.2290847597587e-06	0.0053289812996627	4.46181471299069	0.835966317491332	0.869949665903836	0.0339833484125042	12	104834676	F	II		IGR	opensea	IGR-opensea			
cg06943590	0.0436867506736241	0.299095084743092	5.53009922604557	1.24044110622794e-06	0.0053289812996627	4.45273476045088	0.27725170940628	0.320938460079904	0.0436867506736241	12	15409872	F	II		IGR	opensea	IGR-opensea		rs191334991	37
cg25575808	0.0274048356422521	0.249482425024339	5.52859921103095	1.24697321564618e-06	0.0053289812996627	4.44754970576426	0.235780007203213	0.263184842845465	0.0274048356422521	17	74458940	F	II	AANAT	5'UTR	opensea	5'UTR-opensea		rs75925606;rs192699002;rs569920573;rs538166446	0;10;31;32
cg15282031	0.0510042068739988	0.354886145011958	5.52525696601588	1.26165051912322e-06	0.0053289812996627	4.43599782205374	0.329384041574959	0.380388248448958	0.0510042068739988	8	8483040	R	II		IGR	opensea	IGR-opensea		rs138913313;rs565317608;rs148980397	41;26;1
cg26344426	0.0487451869356627	0.405149397840529	5.52404228150537	1.26702705210651e-06	0.0053289812996627	4.43179987192272	0.380776804372697	0.42952199130836	0.0487451869356627	17	14112773	R	II		IGR	shelf	IGR-shelf	chr17:14110197-14110574	rs148539492	26
