	Case_to_Control.logFC	Case_to_Control.AveExpr	Case_to_Control.t	Case_to_Control.P.Value	Case_to_Control.adj.P.Val	Case_to_Control.B	Case_to_Control.Case_AVG	Case_to_Control.Control_AVG	Case_to_Control.deltaBeta	Case_to_Control.CHR	Case_to_Control.MAPINFO	Case_to_Control.Strand	Case_to_Control.Type	Case_to_Control.gene	Case_to_Control.feature	Case_to_Control.cgi	Case_to_Control.feat.cgi	Case_to_Control.UCSC_Islands_Name	Case_to_Control.SNP_ID	Case_to_Control.SNP_DISTANCE
cg01802136	0.0498741745577114	0.446518165215549	5.86557460203228	3.81885342039106e-07	0.00276413801242457	5.61650118013382	0.421581077936693	0.471455252494405	0.0498741745577114	15	41191151	R	II	VPS18	Body	shelf	Body-shelf	chr15:41186255-41187169	rs201577141;rs200037246	14;1
cg14863672	0.0373620515883268	0.322481457272512	5.85938724769378	3.90320903445818e-07	0.00279803040869378	5.59486876679444	0.303800431478349	0.341162483066675	0.0373620515883268	19	4991633	R	II	KDM4B	5'UTR	opensea	5'UTR-opensea		rs530805970	34
cg12972064	0.0493971438405627	0.462552571830689	5.8500433532529	4.03412251996256e-07	0.00283979199676215	5.56220776124586	0.437853999910408	0.487251143750971	0.0493971438405627	3	171887393	R	II	FNDC3B	Body	opensea	Body-opensea			
cg00017851	0.0371360530088215	0.806388422983345	5.84979592309019	4.03764783692614e-07	0.00283979199676215	5.56134300608978	0.787820396478934	0.824956449487755	0.0371360530088213	2	106351195	R	II		IGR	opensea	IGR-opensea		rs139891476	2
cg23381058	0.0333240361302176	0.283125710481908	5.84281946096369	4.13831671604446e-07	0.0028499860300172	5.53696324493596	0.2664636924168	0.299787728547017	0.0333240361302176	7	127888052	R	II	LEP	5'UTR	opensea	5'UTR-opensea		rs185545324	34
cg03375833	0.0407962179629602	0.589892320940606	5.83959946321747	4.18561817592243e-07	0.0028499860300172	5.52571242585192	0.569494211959126	0.610290429922086	0.0407962179629601	3	9859360	R	II	TTLL3	Body	opensea	Body-opensea		rs183725493;rs201781159;rs374469458	30;12;2
cg23311258	0.041478024902048	0.536460427542117	5.83866536369783	4.19944028092692e-07	0.0028499860300172	5.52244884128503	0.515721415091092	0.557199439993141	0.0414780249020481	7	32498107	R	II		IGR	opensea	IGR-opensea		rs149019481;rs547322764	22;9
cg00156232	0.0614048777931837	0.552077023409015	5.83771742238191	4.21351358185311e-07	0.0028499860300172	5.51913698878957	0.521374584512423	0.582779462305607	0.0614048777931838	7	65417317	F	II	VKORC1L1	Body	opensea	Body-opensea		rs569610068;rs111749975;rs538436453;rs116333273	0;1;7;31
cg07722372	0.0466502161310559	0.338942676568129	5.83572271681576	4.2432805921697e-07	0.0028499860300172	5.51216832923943	0.315617568502601	0.362267784633657	0.0466502161310559	15	91835052	F	II	SV2B	Body	opensea	Body-opensea		rs531515246;rs113402552;rs72750218	1;3;18
cg06091210	0.0481567579374498	0.563377426191779	5.82818169585901	4.35771595896917e-07	0.00287330409983359	5.48582695027042	0.539299047223054	0.587455805160503	0.0481567579374497	4	82181899	F	II		IGR	opensea	IGR-opensea		rs538126600	29
cg18499684	0.0401863113585338	0.24731301910097	5.82369239438095	4.42729222147189e-07	0.00287330409983359	5.47014831046145	0.227219863421703	0.267406174780237	0.0401863113585338	5	17186040	F	II	LOC285696	Body	opensea	Body-opensea			
cg06943590	0.045770311295834	0.297878085423403	5.82231958512685	4.44878791664743e-07	0.00287330409983359	5.46535427496442	0.274992929775486	0.32076324107132	0.0457703112958339	12	15409872	F	II		IGR	opensea	IGR-opensea		rs191334991	37
cg14876307	0.0374095375887711	0.351250216758892	5.82018991809158	4.4823400343922e-07	0.00287330409983359	5.45791758551511	0.332545447964507	0.369954985553278	0.0374095375887711	2	187501808	F	II	ITGAV	ExonBnd	opensea	ExonBnd-opensea		rs113154595;rs184114187;rs201390608	9;11;39
cg19384042	0.0330673506392308	0.379443131190746	5.81755890001101	4.52413813487256e-07	0.00287330409983359	5.44873086960303	0.362909455871131	0.395976806510361	0.0330673506392308	5	172314993	R	II	ERGIC1	Body	opensea	Body-opensea		rs376843507;rs149325469	49;48
cg16481332	0.0399539269668023	0.26136056458116	5.80786602035771	4.68149465181114e-07	0.00287330409983359	5.41489266310321	0.241383601097759	0.281337528064561	0.0399539269668023	7	2654053	F	II	IQCE	3'UTR	opensea	3'UTR-opensea			
cg21530469	0.0388177429888798	0.384304892129651	5.80686167260328	4.69810719093983e-07	0.00287330409983359	5.41138702443021	0.364896020635211	0.403713763624091	0.0388177429888798	2	32490776	F	II	NLRC4	TSS1500	opensea	TSS1500-opensea		rs142397295	1
cg01494712	0.0425520494892476	0.578810686083343	5.80503877180424	4.72840887206428e-07	0.00287330409983359	5.40502453468578	0.557534661338719	0.600086710827966	0.0425520494892475	1	203527545	F	II		IGR	opensea	IGR-opensea		rs555488607;rs568300902;rs536995826;rs147204307	13;24;34;41
cg04046364	0.035766693362058	0.235244200068543	5.80277072952832	4.76638125873349e-07	0.00287330409983359	5.39710886445995	0.217360853387514	0.253127546749572	0.0357666933620579	12	58210661	R	II	AVIL	TSS1500	opensea	TSS1500-opensea			
cg04106092	0.0376181941194764	0.447510238670089	5.80208810686108	4.77786917763322e-07	0.00287330409983359	5.39472655939687	0.428701141610351	0.466319335729827	0.0376181941194765	16	47760096	F	II		IGR	opensea	IGR-opensea			
cg02725110	0.042815808349264	0.295866788557428	5.80126973792731	4.79167784554103e-07	0.00287330409983359	5.39187057601106	0.274458884382796	0.31727469273206	0.042815808349264	8	134698294	F	II		IGR	opensea	IGR-opensea		rs529213732;rs148121238;rs73367070;rs565623533;rs539297498	0;5;16;17;42
cg10907896	0.050858438317335	0.442845634852305	5.80057074841719	4.80350356693769e-07	0.00287330409983359	5.38943126624134	0.417416415693638	0.468274854010973	0.0508584383173349	2	239343799	R	II	ASB1	Body	shore	Body-shore	chr2:239344401-239344627	rs115167492;rs544994250	29;15
cg03296396	0.0378793450033653	0.32289077524985	5.79979665816365	4.81663370432014e-07	0.00287330409983359	5.38672993437463	0.303951102748168	0.341830447751533	0.0378793450033652	17	27966296	F	II	SSH2	Body	opensea	Body-opensea		rs147067944	1
cg26500279	0.0371557687082574	0.393201609133356	5.7997417915717	4.817565704832e-07	0.00287330409983359	5.38653846967166	0.374623724779227	0.411779493487485	0.0371557687082573	2	172102394	R	II		IGR	opensea	IGR-opensea			
cg04882972	0.0282954934974049	0.881095382487525	5.79536470703834	4.89249795401395e-07	0.00287447732653589	5.37126507238254	0.866947635738822	0.895243129236228	0.0282954934974052	20	45023165	F	II	ELMO2	ExonBnd	opensea	ExonBnd-opensea		rs113175040	17
cg05406863	0.0372947884360138	0.259229824695124	5.79136857049718	4.9619192057077e-07	0.00287447732653589	5.35732278162444	0.240582430477117	0.277877218913131	0.0372947884360139	2	163089910	R	II	FAP	Body	opensea	Body-opensea		rs77335736	46
cg23020090	0.0418046895954533	0.386102148269253	5.78741593203413	5.03154729678411e-07	0.00287447732653589	5.3435339759424	0.365199803471526	0.407004493066979	0.0418046895954534	4	39809967	F	II		IGR	opensea	IGR-opensea			
cg01726277	0.0478420931932534	0.294416781120823	5.78740239644677	5.03178739404659e-07	0.00287447732653589	5.34348675990746	0.270495734524196	0.31833782771745	0.0478420931932536	1	101904143	F	II		IGR	opensea	IGR-opensea		rs74617235;rs186208589;rs563788002;rs531041019	18;23;27;50
cg06483946	0.0404671851030798	0.308260708293946	5.78481026930176	5.07797753565794e-07	0.00287447732653589	5.33444504462915	0.288027115742406	0.328494300845486	0.0404671851030798	9	134511560	R	II	RAPGEF1	Body	opensea	Body-opensea		rs17148134;rs184721822	33;2
cg00605342	0.0389648370603687	0.366000860600903	5.78349967911139	5.10149152841394e-07	0.00287447732653589	5.32987379833912	0.346518442070719	0.385483279131087	0.0389648370603686	8	23396403	R	II	SLC25A37	Body	opensea	Body-opensea		rs536901236;rs145820620;rs138438436	28;9;2
cg23969787	0.0353122889660858	0.265176200740666	5.78252477683454	5.11905288873606e-07	0.00287447732653589	5.32647353103793	0.247520056257623	0.282832345223709	0.0353122889660857	19	8749571	R	II		IGR	opensea	IGR-opensea		rs573592239;rs199824285;rs116046113	51;37;22
cg00515023	0.0437868973970478	0.492591498444513	5.7785481682769	5.19130954030231e-07	0.00287447732653589	5.31260499391492	0.47069804974599	0.514484947143037	0.0437868973970478	15	38539782	R	II		IGR	opensea	IGR-opensea		rs537783814	1
cg14171527	0.031084869341974	0.234274465925633	5.77721392462057	5.21577957465837e-07	0.00287447732653589	5.30795217414704	0.218732031254646	0.24981690059662	0.031084869341974	21	44473840	R	II	CBS	3'UTR	island	3'UTR-island	chr21:44473839-44474083	rs185332855;rs190207400	35;8
cg02739429	0.0304696783358079	0.281980029811345	5.77593215117712	5.23939519439658e-07	0.00287447732653589	5.30348251692297	0.266745190643441	0.297214868979248	0.0304696783358079	1	185346604	R	II		IGR	opensea	IGR-opensea		rs548147872;rs183323298;rs72724161	51;34;20
cg06855485	0.0405250389054859	0.562934190667567	5.77570173344693	5.24365169931754e-07	0.00287447732653589	5.30267904935696	0.542671671214824	0.583196710120309	0.0405250389054859	4	144303008	F	II	GAB1	Body	opensea	Body-opensea		rs535507932	9
cg03622085	0.0405347501742138	0.783284506676745	5.7695243773768	5.35905518123335e-07	0.00291629612493032	5.28114079486954	0.763017131589638	0.803551881763852	0.0405347501742139	9	126069628	F	II		IGR	opensea	IGR-opensea		rs111296238	0
cg23098235	0.0324748481949226	0.418412788754419	5.76477376970161	5.44951742983283e-07	0.00294403465973073	5.26458001871105	0.402175364656958	0.434650212851881	0.0324748481949225	17	46634466	F	II	HOXB3	5'UTR	shelf	5'UTR-shelf	chr17:46631800-46632212		
cg18266414	0.043862758683414	0.34896784087239	5.76197222419218	5.50357437564199e-07	0.0029495945232559	5.25481493031428	0.327036461530683	0.370899220214097	0.0438627586834139	4	40603083	F	II	RBM47	5'UTR	opensea	5'UTR-opensea		rs569986092;rs191843640;rs74367552;rs77953099	1;18;24;25
cg26344426	0.0504575692933713	0.404084974669231	5.75678929692459	5.60498879119397e-07	0.0029495945232559	5.23675162191112	0.378856190022546	0.429313759315917	0.0504575692933715	17	14112773	R	II		IGR	shelf	IGR-shelf	chr17:14110197-14110574	rs148539492	26
cg07913190	0.0384663683162663	0.725932569181293	5.75667069346344	5.60733109755375e-07	0.0029495945232559	5.23633830607603	0.70669938502316	0.745165753339426	0.0384663683162662	10	88820237	F	II	GLUD1	Body	opensea	Body-opensea		rs543289050	3
cg15591803	0.048090838944589	0.387167656389738	5.75298308446663	5.68064487470735e-07	0.0029495945232559	5.22348832353489	0.363122236917443	0.411213075862032	0.048090838944589	1	111733668	F	II	DENND2D	Body	opensea	Body-opensea		rs74982786;rs538498432	34;42
cg01733438	0.0479161907058699	0.304987401113338	5.75196430829373	5.70106656744589e-07	0.0029495945232559	5.21993853080687	0.281029305760403	0.328945496466273	0.0479161907058699	17	75276069	F	II	SEPT9	TSS1500	shore	TSS1500-shore	chr17:75277317-75278172	rs568022873;rs141476043	0;34
cg17840421	0.0436663770186467	0.280284357660734	5.7502989408476	5.73460649869435e-07	0.0029495945232559	5.21413603061101	0.25845116915141	0.302117546170057	0.0436663770186468	12	3836911	R	II	CRACR2A	5'UTR	opensea	5'UTR-opensea		rs561998850;rs147495662;rs139983450	34;24;1
cg01040749	0.0510169114568374	0.41894941149695	5.74927312966469	5.75536343050769e-07	0.0029495945232559	5.21056204069304	0.393440955768531	0.444457867225369	0.0510169114568373	10	134400440	R	II	INPP5A	Body	opensea	Body-opensea		rs529208458;rs186624378;rs547716150	49;22;7
cg11575996	0.0312438216895667	0.366697043403303	5.7466079854595	5.80964107367511e-07	0.0029495945232559	5.20127707667262	0.35107513255852	0.382318954248087	0.0312438216895666	19	33750763	F	II		IGR	opensea	IGR-opensea		rs188825125	0
cg24450653	0.0383665403565742	0.442485763556009	5.74596402071872	5.82283195921175e-07	0.0029495945232559	5.19903372214467	0.423302493377722	0.461669033734297	0.0383665403565742	1	205060293	R	II	RBBP5	Body	opensea	Body-opensea		rs539802586;rs144954902;rs567019059	38;13;6
cg20269850	0.038595828368655	0.548174653396637	5.74193113179083	5.9061200939278e-07	0.0029495945232559	5.184985592128	0.52887673921231	0.567472567580965	0.038595828368655	6	156390320	F	II		IGR	opensea	IGR-opensea		rs557841080;rs138041416;rs560254343	1;3;25
cg09224529	0.0363582921800303	0.417031523477283	5.73652144108328	6.01970271094996e-07	0.0029495945232559	5.16614447373169	0.398852377387267	0.435210669567298	0.0363582921800302	17	47781787	F	II	SLC35B1	Body	opensea	Body-opensea			
cg02531939	0.040578555889292	0.543907979037713	5.73592093408272	6.03244402152206e-07	0.0029495945232559	5.16405320967827	0.523618701093067	0.564197256982359	0.0405785558892922	2	181971111	R	II		IGR	opensea	IGR-opensea		rs76085107;rs183494457	45;2
cg11091478	0.0467824164685766	0.315575875922787	5.73452119246008	6.06224721032124e-07	0.0029495945232559	5.15917877586034	0.292184667688499	0.338967084157075	0.0467824164685764	1	173421266	R	II	LOC100506023	Body	opensea	Body-opensea		rs534090407	1
cg10045354	0.0516377514408844	0.587599321870138	5.73431716371016	6.06660356532446e-07	0.0029495945232559	5.15846828902107	0.561780446149696	0.61341819759058	0.0516377514408843	11	111169427	R	II	C11orf93	TSS1500	island	TSS1500-island	chr11:111169304-111170428	rs45613334	19
cg08752726	0.0300206704664646	0.157105138478972	5.73212099930475	6.11369259794079e-07	0.0029495945232559	5.15082091932857	0.14209480324574	0.172115473712205	0.0300206704664646	21	36254259	R	II	RUNX1	Body	opensea	Body-opensea		rs184886513;rs534891166	2;1
cg12481994	0.0353796247578633	0.677835762195003	5.73124445882038	6.13258809768762e-07	0.0029495945232559	5.14776883257075	0.660145949816072	0.695525574573935	0.035379624757863	7	37328617	R	II	ELMO1	Body	opensea	Body-opensea			
cg10507445	0.0376841058733089	0.372285576001486	5.73121154095528	6.13329883351345e-07	0.0029495945232559	5.14765421533343	0.353443523064831	0.39112762893814	0.0376841058733089	19	52264303	F	II	FPR2	TSS200	opensea	TSS200-opensea		rs569305125;rs536623628	1;18
cg11107451	0.0434122933141375	0.272683864956998	5.72942671928753	6.17195793622667e-07	0.0029495945232559	5.14143980593144	0.25097771829993	0.294390011614067	0.0434122933141375	2	42542416	R	II	EML4	Body	opensea	Body-opensea		rs554611638;rs141260156;rs185617016	7;6;2
cg11081316	0.0442866992353056	0.781643804546725	5.72352911007879	6.30142833199205e-07	0.00297504937093251	5.12090810648029	0.759500454929072	0.803787154164378	0.0442866992353058	16	57829678	F	II	KIFC3	5'UTR	opensea	5'UTR-opensea		rs77865504;rs117904479;rs554190644	8;31;51
cg13595556	0.0362949172124887	0.320949515689055	5.72226282011879	6.32957693078899e-07	0.00297504937093251	5.11650022845576	0.30280205708281	0.339096974295299	0.0362949172124887	9	129648322	F	II		IGR	opensea	IGR-opensea		rs575094524;rs185319409;rs563850407	26;40;46
cg03778647	0.0423468829586574	0.309722380480049	5.72084575013454	6.36122528473657e-07	0.00297504937093251	5.11156771839865	0.28854893900072	0.330895821959377	0.0423468829586575	5	142875362	F	II		IGR	opensea	IGR-opensea		rs552670316	21
cg08730245	0.0452357175217428	0.408057230237907	5.71979282322241	6.38484267994229e-07	0.00297504937093251	5.10790286398683	0.385439371477035	0.430675088998778	0.0452357175217427	12	53902893	F	II	NPFF	TSS1500	opensea	TSS1500-opensea		rs144030600	1
cg01923724	0.0428355354254827	0.332003067084313	5.71647022405728	6.45994159823533e-07	0.00298728888905303	5.09633896784285	0.310585299371571	0.353420834797054	0.0428355354254827	1	58864209	R	II		IGR	opensea	IGR-opensea		rs338921;rs540377031;rs546811818;rs576673213	36;35;18;17
cg10080401	0.0384717282018409	0.808068953513836	5.71372086282426	6.52274645916931e-07	0.00298728888905303	5.08677114460899	0.788833089412916	0.827304817614756	0.0384717282018407	22	22210635	R	II	MAPK1	Body	opensea	Body-opensea		rs144633633;rs181868377;rs539922061;rs5999822	43;35;15;1
cg25957478	0.0473238448845604	0.505271335934251	5.71325579214181	6.53343004983088e-07	0.00298728888905303	5.08515277959394	0.481609413491971	0.528933258376531	0.0473238448845605	4	12848009	R	II		IGR	opensea	IGR-opensea		rs541413664	1
cg14067377	0.0402101686482701	0.435812125359418	5.71160951576022	6.57138803377869e-07	0.00298728888905303	5.07942423109551	0.415707041035283	0.455917209683553	0.04021016864827	3	194896527	F	II	XXYLT1	Body	opensea	Body-opensea		rs111728124;rs530946805	5;22
cg04204465	0.0577390445372367	0.352620893860995	5.70102653516121	6.82067963623443e-07	0.0029977149100234	5.04260635994569	0.323751371592376	0.381490416129613	0.0577390445372367	9	33868559	F	II	UBE2R2	Body	opensea	Body-opensea		rs539757445;rs148184169	3;45
cg24086675	0.0398091770974942	0.27908874452703	5.69428229898888	6.98442026350099e-07	0.0029977149100234	5.01915038933935	0.259184155978283	0.298993333075777	0.0398091770974942	14	35703393	F	II	KIAA0391	Body	opensea	Body-opensea		rs191171851;rs546955260	38;44
cg26983737	0.0390448614761342	0.328644277067956	5.69390895561902	6.99359762947657e-07	0.0029977149100234	5.01785208849439	0.309121846329889	0.348166707806023	0.0390448614761341	11	66867771	R	II		IGR	opensea	IGR-opensea		rs550810822	19
cg11131794	0.038572688220918	0.261631127004227	5.6925915252383	7.02607787506678e-07	0.0029977149100234	5.01327086195711	0.242344782893768	0.280917471114686	0.0385726882209181	1	48224711	F	II		IGR	opensea	IGR-opensea		rs568704567	23
cg26039479	0.0534004841752291	0.561657943273976	5.69157714838893	7.05118854761227e-07	0.0029977149100234	5.00974361596473	0.534957701186361	0.58835818536159	0.053400484175229	18	19137760	R	II	ESCO1	Body	opensea	Body-opensea		rs543446122;rs192662150;rs532406907	51;30;1
cg09709227	0.0341991683189888	0.263131258517095	5.68725813188705	7.15910563883867e-07	0.0029977149100234	4.99472669941657	0.246031674357601	0.280230842676589	0.0341991683189888	13	32341428	F	II	RXFP2	Body	opensea	Body-opensea			
cg06603775	0.0402225941879789	0.252465943409691	5.68669288427476	7.17334996306612e-07	0.0029977149100234	4.99276154147527	0.232354646315702	0.272577240503681	0.0402225941879789	9	126091888	F	II		IGR	opensea	IGR-opensea		rs373450447;rs149970848	1;6
cg09117588	0.0404988343733165	0.333538549559636	5.68625517981885	7.18439950167928e-07	0.0029977149100234	4.99123983095319	0.313289132372977	0.353787966746294	0.0404988343733165	8	23396373	R	II	SLC25A37	Body	opensea	Body-opensea			
cg26962382	0.0428715365379824	0.835244048411325	5.68602321892435	7.19026203630773e-07	0.0029977149100234	4.99043341197175	0.813808280142334	0.856679816680316	0.0428715365379821	22	50554388	F	II	MOV10L1	Body	opensea	Body-opensea		rs576426587;rs76954766;rs139423045;rs568002869;rs535124889	0;11;38;45;49
cg09961187	0.0419457785007242	0.547720424701829	5.68594994750845	7.19211487040891e-07	0.0029977149100234	4.99017868307097	0.526747535451467	0.568693313952191	0.0419457785007241	9	130526319	F	II	SH2D3C	Body	opensea	Body-opensea			
