tax_id	Org_name	GeneID	Symbol	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	7020	TFAP2A	6p24	6	NC_000006.12	10396677	10419624	minus	12	107580
9606	Homo sapiens	7031	TFF1	21q22.3	21	NC_000021.9	42362282	42366535	minus	3	113710
9606	Homo sapiens	7032	TFF2	21q22.3	21	NC_000021.9	42346357	42351099	minus	4	182590
9606	Homo sapiens	7980	TFPI2	7q22	7	NC_000007.14	93885397	93890991	minus	5	600033
9606	Homo sapiens	7040	TGFB1	19q13.1	19	NC_000019.10	41330531	41353933	minus	7	190180
9606	Homo sapiens	7042	TGFB2	1q41	1	NC_000001.11	218345334	218444619	plus	8	190220
9606	Homo sapiens	7045	TGFBI	5q31	5	NC_000005.10	136028895	136063818	plus	17	601692
9606	Homo sapiens	7046	TGFBR1	9q22	9	NC_000009.12	99104038	99154192	plus	11	190181
9606	Homo sapiens	7048	TGFBR2	3p22	3	NC_000003.12	30606493	30694142	plus	9	190182
9606	Homo sapiens	7049	TGFBR3	1p33-p32	1	NC_000001.11	91680343	91906002	minus	22	600742
9606	Homo sapiens	7050	TGIF1	18p11.3	18	NC_000018.10	3411927	3458411	plus	10	602630
9606	Homo sapiens	7052	TGM2	20q12	20	NC_000020.11	38128461	38166509	minus	14	190196
9606	Homo sapiens	7054	TH	11p15.5	11	NC_000011.10	2163929	2172137	minus	14	191290
9606	Homo sapiens	63892	THADA	2p21	2	NC_000002.12	43230836	43596056	minus	41	611800
9606	Homo sapiens	7056	THBD	20p11.2	20	NC_000020.11	23045633	23049664	minus	1	188040
9606	Homo sapiens	7057	THBS1	15q15	15	NC_000015.10	39581079	39597467	plus	22	188060
9606	Homo sapiens	7060	THBS4	5q13	5	NC_000005.10	79991311	80083637	plus	24	600715
9606	Homo sapiens	117145	THEM4	1q21	1	NC_000001.11	151870866	151909885	minus	7	606388
9606	Homo sapiens	7067	THRA	17q11.2	17	NC_000017.11	40062193	40093867	plus	11	190120
9606	Homo sapiens	7068	THRB	3p24.2	3	NC_000003.12	24117153	24495281	minus	17	190160
9606	Homo sapiens	7076	TIMP1	Xp11.3-p11.23	X	NC_000023.11	47582291	47586791	plus	6	305370
9606	Homo sapiens	7077	TIMP2	17q25	17	NC_000017.11	78852977	78925390	minus	5	188825
9606	Homo sapiens	7078	TIMP3	22q12.3	22	NC_000022.11	32800816	32863041	plus	5	188826
9606	Homo sapiens	7079	TIMP4	3p25	3	NC_000003.12	12153068	12159351	minus	5	601915
9606	Homo sapiens	26277	TINF2	14q12	14	NC_000014.9	24234403	24243027	minus	10	604319
9606	Homo sapiens	7082	TJP1	15q13	15	NC_000015.10	29699367	29968799	minus	35	601009
9606	Homo sapiens	7097	TLR2	4q32	4	NC_000004.12	153684256	153706091	plus	4	603028
9606	Homo sapiens	7099	TLR4	9q33.1	9	NC_000009.12	117704175	117717491	plus	4	603030
9606	Homo sapiens	54106	TLR9	3p21.3	3	NC_000003.12	52221080	52226163	minus	2	605474
9606	Homo sapiens	30012	TLX3	5q35.1	5	NC_000005.10	171309284	171312134	plus	3	604640
9606	Homo sapiens	23671	TMEFF2	2q32.3	2	NC_000002.12	191949046	192194940	minus	10	605734
9606	Homo sapiens	51754	TMEM8B	9p13.3	9	NC_000009.12	35829225	35854847	plus	17	
9606	Homo sapiens	7124	TNF	6p21.3	6	NC_000006.12	31575567	31578336	plus	4	191160
9606	Homo sapiens	7128	TNFAIP3	6q23	6	NC_000006.12	137866317	137883314	plus	12	191163
9606	Homo sapiens	8797	TNFRSF10A	8p21	8	NC_000008.11	23191457	23225167	minus	10	603611
9606	Homo sapiens	8794	TNFRSF10C	8p22-p21	8	NC_000008.11	23102814	23117437	plus	5	603613
9606	Homo sapiens	8793	TNFRSF10D	8p21	8	NC_000008.11	23135588	23164030	minus	9	603614
9606	Homo sapiens	8792	TNFRSF11A	18q22.1	18	NC_000018.10	62325287	62387710	plus	12	603499
9606	Homo sapiens	4982	TNFRSF11B	8q24	8	NC_000008.11	118923557	118952144	minus	5	602643
9606	Homo sapiens	8600	TNFSF11	13q14	13	NC_000013.11	42562736	42608013	plus	9	602642
9606	Homo sapiens	64759	TNS3	7p12.3	7	NC_000007.14	47275144	47582553	minus	41	606825
9606	Homo sapiens	7153	TOP2A	17q21-q22	17	NC_000017.11	40388521	40417950	minus	36	126430
9606	Homo sapiens	27324	TOX3	16q12.1	16	NC_000016.10	52436425	52547802	minus	10	611416
9606	Homo sapiens	9878	TOX4	14q11.2	14	NC_000014.9	21477176	21499177	plus	9	614032
9606	Homo sapiens	7157	TP53	17p13.1	17	NC_000017.11	7668402	7687550	minus	12	191170
9606	Homo sapiens	7158	TP53BP1	15q15-q21	15	NC_000015.10	43403064	43510728	minus	33	605230
9606	Homo sapiens	7159	TP53BP2	1q41	1	NC_000001.11	223779893	223845981	minus	20	602143
9606	Homo sapiens	94241	TP53INP1	8q22	8	NC_000008.11	94925972	94949387	minus	6	606185
9606	Homo sapiens	7161	TP73	1p36.3	1	NC_000001.11	3652565	3736201	plus	17	601990
9606	Homo sapiens	7168	TPM1	15q22.1	15	NC_000015.10	63042639	63071915	plus	15	191010
9606	Homo sapiens	7172	TPMT	6p22.3	6	NC_000006.12	18128311	18155165	minus	9	187680
9606	Homo sapiens	1787	TRDMT1	10p15.1	10	NC_000010.11	17137802	17202071	minus	16	602478
9606	Homo sapiens	10155	TRIM28	19q13.4	19	NC_000019.10	58544469	58550715	plus	17	601742
9606	Homo sapiens	51592	TRIM33	1p13.1	1	NC_000001.11	114392777	114511160	minus	21	605769
9606	Homo sapiens	9322	TRIP10	19p13.3	19	NC_000019.10	6739682	6751526	plus	16	604504
9606	Homo sapiens	60487	TRMT11	6q11.1-q22.33	6	NC_000006.12	125986430	126039276	plus	17	
9606	Homo sapiens	27037	TRMT2A	22q11.21	22	NC_000022.11	20111866	20117295	minus	13	611151
9606	Homo sapiens	7222	TRPC3	4q27	4	NC_000004.12	121879028	121951891	minus	14	602345
9606	Homo sapiens	7248	TSC1	9q34	9	NC_000009.12	132891348	132945370	minus	25	605284
9606	Homo sapiens	7249	TSC2	16p13.3	16	NC_000016.10	2047936	2088712	plus	42	191092
9606	Homo sapiens	7253	TSHR	14q31	14	NC_000014.9	80954989	81146302	plus	12	603372
9606	Homo sapiens	10381	TUBB3	16q24.3	16	NC_000016.10	89922009	89936097	plus	5	602661
9606	Homo sapiens	55000	TUG1	22q12.2	22	NC_000022.11	30969211	30979395	plus	4	614971
9606	Homo sapiens	7991	TUSC3	8p22	8	NC_000008.11	15540087	15766649	plus	12	601385
9606	Homo sapiens	7291	TWIST1	7p21.2	7	NC_000007.14	19113047	19117672	minus	4	601622
9606	Homo sapiens	7297	TYK2	19p13.2	19	NC_000019.10	10350528	10380572	minus	29	176941
9606	Homo sapiens	7298	TYMS	18p11.32	18	NC_000018.10	657604	673499	plus	7	188350
9606	Homo sapiens	7337	UBE3A	15q11.2	15	NC_000015.10	25337234	25439043	minus	17	601623
9606	Homo sapiens	7345	UCHL1	4p14	4	NC_000004.12	41256881	41268429	plus	9	191342
9606	Homo sapiens	54658	UGT1A1	2q37	2	NC_000002.12	233760273	233773299	plus	5	191740
9606	Homo sapiens	29128	UHRF1	19p13.3	19	NC_000019.10	4903080	4962154	plus	20	607990
9606	Homo sapiens	115426	UHRF2	9p24.1	9	NC_000009.12	6413148	6507056	plus	20	615211
9606	Homo sapiens	8633	UNC5C	4q21-q23	4	NC_000004.12	95162504	95549210	minus	17	603610
9606	Homo sapiens	7391	USF1	1q22-q23	1	NC_000001.11	161039251	161045979	minus	12	191523
9606	Homo sapiens	7392	USF2	19q13	19	NC_000019.10	35268993	35279815	plus	12	600390
9606	Homo sapiens	7874	USP7	16p13.3	16	NC_000016.10	8892094	8963484	minus	33	602519
9606	Homo sapiens	8433	UTF1	10q26	10	NC_000010.11	133230274	133231558	plus	2	604130
9606	Homo sapiens	7409	VAV1	19p13.2	19	NC_000019.10	6772668	6857366	plus	28	164875
9606	Homo sapiens	7415	VCP	9p13.3	9	NC_000009.12	35056068	35072742	minus	17	601023
9606	Homo sapiens	7421	VDR	12q13.11	12	NC_000012.12	47841537	47905031	minus	11	601769
9606	Homo sapiens	7422	VEGFA	6p12	6	NC_000006.12	43770209	43786487	plus	9	192240
9606	Homo sapiens	7428	VHL	3p25.3	3	NC_000003.12	10141635	10153670	plus	4	608537
9606	Homo sapiens	7431	VIM	10p13	10	NC_000010.11	17227935	17237593	plus	9	193060
9606	Homo sapiens	9730	VPRBP	3p21.2	3	NC_000003.12	51395867	51505618	minus	30	
9606	Homo sapiens	11091	WDR5	9q34	9	NC_000009.12	134135679	134159972	plus	15	609012
9606	Homo sapiens	116143	WDR92	2p14	2	NC_000002.12	68130149	68157560	minus	8	610729
9606	Homo sapiens	7468	WHSC1	4p16.3	4	NC_000004.12	1871396	1982207	plus	29	602952
9606	Homo sapiens	54904	WHSC1L1	8p11.2	8	NC_000008.11	38269699	38382354	minus	26	607083
9606	Homo sapiens	11197	WIF1	12q14.3	12	NC_000012.12	65050624	65121566	minus	10	605186
9606	Homo sapiens	7471	WNT1	12q13	12	NC_000012.12	48978453	48982613	plus	4	164820
9606	Homo sapiens	7472	WNT2	7q31.2	7	NC_000007.14	117276631	117323289	minus	5	147870
9606	Homo sapiens	7474	WNT5A	3p21-p14	3	NC_000003.12	55465715	55505261	minus	16	164975
9606	Homo sapiens	7476	WNT7A	3p25	3	NC_000003.12	13818217	13880121	minus	6	601570
9606	Homo sapiens	7486	WRN	8p12	8	NC_000008.11	31033262	31173761	plus	37	604611
9606	Homo sapiens	7490	WT1	11p13	11	NC_000011.10	32387775	32435535	minus	11	607102
9606	Homo sapiens	9589	WTAP	6q25-q27	6	NC_000006.12	159726998	159756319	plus	10	605442
9606	Homo sapiens	23286	WWC1	5q34	5	NC_000005.10	168292060	168472303	plus	25	610533
9606	Homo sapiens	51741	WWOX	16q23	16	NC_000016.10	78099413	79212667	plus	17	605131
9606	Homo sapiens	54739	XAF1	17p13.1	17	NC_000017.11	6755572	6775647	plus	10	606717
9606	Homo sapiens	653067	XAGE1E	Xp11.22	X	NC_000023.11	52512077	52517221	minus	4	"300,289,300,744,300,000"
9606	Homo sapiens	7494	XBP1	22q12	22	NC_000022.11	28794560	28800572	minus	6	194355
9606	Homo sapiens	7515	XRCC1	19q13.2	19	NC_000019.10	43543312	43575578	minus	17	194360
9606	Homo sapiens	7517	XRCC3	14q32.3	14	NC_000014.9	103697608	103715486	minus	10	600675
9606	Homo sapiens	7528	YY1	14q	14	NC_000014.9	100238765	100279034	plus	5	600013
9606	Homo sapiens	7535	ZAP70	2q12	2	NC_000002.12	97713568	97744327	plus	18	176947
9606	Homo sapiens	7709	ZBTB17	1p36.13	1	NC_000001.11	15941869	15976132	minus	16	604084
9606	Homo sapiens	10009	ZBTB33	Xq23	X	NC_000023.11	120250752	120258396	plus	3	300329
9606	Homo sapiens	6935	ZEB1	10p11.2	10	NC_000010.11	31318783	31529814	plus	17	189909
9606	Homo sapiens	9839	ZEB2	2q22.3	2	NC_000002.12	144384375	144520393	minus	14	605802
9606	Homo sapiens	7538	ZFP36	19q13.1	19	NC_000019.10	39406847	39409412	plus	2	190700
9606	Homo sapiens	346171	ZFP57	6p22.1	6	NC_000006.12	29672392	29681146	minus	5	612192
9606	Homo sapiens	7545	ZIC1	3q24	3	NC_000003.12	147409394	147416719	plus	3	600470
9606	Homo sapiens	84107	ZIC4	3q24	3	NC_000003.12	147386048	147407476	minus	8	608948
9606	Homo sapiens	51364	ZMYND10	3p21.3	3	NC_000003.12	50341106	50346028	minus	12	607070
9606	Homo sapiens	7710	ZNF154	19q13.4	19	NC_000019.10	57696275	57709211	minus	5	604085
9606	Homo sapiens	63925	ZNF335	20q13.12	20	NC_000020.11	45948653	45972194	minus	28	610827
