	coef	exp.coef.	se.coef.	z	Pr...z..	V1	V2	V3	V4	V5	V6	V7	V8
cg01982516	0.678144125962609	1.9702178609747	0.196363047516479	3.45352210886674	0.000553316946143306	chr7	156701873	156701874	cg01982516	NA	F	CpG_Ocean	I
cg01996714	-0.578392202703803	0.560799293705345	0.212802545839191	-2.71797595476549	0.00656826112620709	chr20	3220839	3220840	cg01996714	NA	F	Island	I
cg02009088	-1.91309676831117	0.147622525257895	0.19512520027531	-9.80445767954066	1.07724095053793e-22	chr5	139228153	139228154	cg02009088	NRG2	R	Island	I
cg02015004	-1.64750234568775	0.192530182432494	0.593821278343986	-2.77440773136693	0.00553023190038908	chr12	53718427	53718428	cg02015004	NA	F	N_Shore	II
cg02075570	-1.53592884861048	0.215255658364858	0.18504613901177	-8.30024801821335	1.03894273177926e-16	chr1	205649849	205649850	cg02075570	SLC45A3	F	Island	I
cg02078370	0.302950435153064	1.35384735954213	0.201555926151789	1.50305893226337	0.132823847745055	chr7	126988120	126988121	cg02078370	NA	F	Island	II
cg02081019	NA	NA	0	NA	NA	chr5	92930813	92930814	cg02081019	NA	R	Island	I
cg02091526	-1.06847085534218	0.343533428290751	0.196921412766827	-5.42587441522849	5.76714992486627e-08	chr2	175190867	175190868	cg02091526	NA	R	Island	II
cg02097309	-1.5524488328372	0.211728849902087	0.250200482148516	-6.20481950916339	5.4759712859227e-10	chr19	13266390	13266391	cg02097309	NA	R	Island	II
cg02115539	-1.33737627025468	0.262533582905672	0.186671931143081	-7.16431368157648	7.81772125697146e-13	chr16	4986247	4986248	cg02115539	PPL	F	Island	I
cg02119927	-1.78140386987573	0.168401567356308	0.189988558926963	-9.37637445084548	6.82802660696015e-21	chr10	71078141	71078142	cg02119927	HK1	F	Island	I
cg02128567	-0.0250035292388017	0.975306469932821	0.180127437511086	-0.138810220054693	0.889600117739553	chr6	39196998	39196999	cg02128567	KCNK5	F	Island	I
cg02132163	-1.04246715423698	0.352583729571323	0.188830051554246	-5.52066339894791	3.37722175478853e-08	chr8	82192663	82192664	cg02132163	FABP5	R	Island	I
cg02145932	0.748934277681163	2.1147450842253	0.190124093856413	3.93918657278009	8.17583338181204e-05	chr20	13200969	13200970	cg02145932	ISM1	F	Island	I
cg02148034	-1.34823275201232	0.259698807538537	0.181286940194713	-7.43700980646613	1.02989908040968e-13	chr14	54430529	54430530	cg02148034	NA	F	Island	II
cg02162202	-1.14969954368267	0.316731919190179	0.181212159731046	-6.34449446101762	2.23157015289449e-10	chr13	101240654	101240655	cg02162202	NA	R	N_Shore	II
cg02162886	-0.908490320435449	0.403132365562813	0.180210472330373	-5.04127373224986	4.62443418116511e-07	chr14	61114145	61114146	cg02162886	SIX1	F	Island	I
cg02168303	-0.401513865425034	0.669306039422672	0.215408396887036	-1.86396570991425	0.0623265198806998	chr7	27265309	27265310	cg02168303	NA	F	Island	I
cg02169391	-1.17614116074401	0.308466768594354	0.252866959775185	-4.65122514143278	3.29968847931238e-06	chr7	130126176	130126177	cg02169391	MEST	R	Island	II
cg02179455	-0.530184018522842	0.588496665426597	0.251841980969717	-2.1052249370076	0.0352717325422146	chr7	19183732	19183733	cg02179455	NA	R	N_Shore	II
cg02184673	-1.33460038530283	0.263263358345536	0.261912431403761	-5.09559770855406	3.47642660357506e-07	chr11	123066560	123066561	cg02184673	ASAM	F	Island	I
cg02202600	-0.951553005667495	0.386140878588033	0.180115588639007	-5.28301305210526	1.27076333981494e-07	chr16	68678841	68678842	cg02202600	CDH3	R	Island	I
cg02207496	-1.53244489617505	0.216006906736973	0.192687598682299	-7.95300219969904	1.8204511103064e-15	chr22	18894280	18894281	cg02207496	DGCR6	F	Island	I
cg02227919	-1.13811705560588	0.320421790562489	0.230587254910304	-4.9357327058193	7.98504068299999e-07	chr2	171569132	171569133	cg02227919	LOC440925	R	N_Shore	I
cg02231729	-0.977119294571891	0.376393818320274	0.180445058376364	-5.41505155842984	6.12710480010076e-08	chr15	89438611	89438612	cg02231729	HAPLN3	F	Island	I
cg02266348	-0.998973655678679	0.368257205972037	0.185853644663368	-5.37505550395901	7.65590947408359e-08	chr7	6566324	6566325	cg02266348	GRID2IP	F	Island	I
cg02271560	-1.28008597936443	0.278013396010473	0.215909358930576	-5.92881191304001	3.05134352517044e-09	chr2	55450737	55450738	cg02271560	C2orf63	R	Island	I
cg02280532	-0.143713529859985	0.866135834576622	0.195795060156199	-0.733999773770264	0.4629488759632	chr2	160761244	160761245	cg02280532	LY75	F	Island	I
cg02285477	-1.28166913911763	0.277573604612936	0.183482609027944	-6.9852349817112	2.84379600005859e-12	chr13	28196059	28196060	cg02285477	POLR1D	F	Island	II
cg02287573	-1.84681168538253	0.157739287904846	0.197566426575825	-9.34780123015351	8.94886534562582e-21	chr1	16544088	16544089	cg02287573	NA	F	Island	II
cg02317299	-1.06320228671072	0.345348133987967	0.51138825279449	-2.0790510554375	0.0376126580504804	chr17	1390182	1390183	cg02317299	MYO1C	F	N_Shore	I
cg02318926	0.692549231847968	1.99880446004745	0.181053951206792	3.82509869147769	0.000130719709814516	chr15	83952345	83952346	cg02318926	BNC1	F	Island	I
cg02323633	-1.63078261765664	0.19577629616958	0.186818554209987	-8.72923262120753	2.56406364227495e-18	chr5	73937762	73937763	cg02323633	ENC1	R	S_Shore	II
cg02340053	-1.40989488888845	0.244168946674044	0.185138884478475	-7.61533641547012	2.63005543614343e-14	chr13	36044886	36044887	cg02340053	NBEA	R	Island	I
cg02340083	0.829584462441359	2.2923659781616	0.187250176217288	4.43035344051529	9.40787677658891e-06	chr1	50882006	50882007	cg02340083	NA	R	Island	I
cg02346492	-1.63282381398089	0.195377085885356	0.205263443490616	-7.95477161550947	1.79462246558039e-15	chr17	9143174	9143175	cg02346492	NTN1	R	Island	I
cg02348751	0.629628697219513	1.87691354664867	0.184221698956274	3.41777706310785	0.00063134798076763	chr4	183064035	183064036	cg02348751	MGC45800	F	Island	I
cg02358761	-1.35983957261691	0.256701955673354	0.185972636689348	-7.31204115199168	2.63114496927206e-13	chr2	197036780	197036781	cg02358761	STK17B	F	S_Shore	II
cg02364236	-0.464735888499307	0.628301024804585	0.193586824063725	-2.40065867471603	0.016365593735484	chr4	42398974	42398975	cg02364236	SHISA3	F	N_Shore	II
cg02383154	-1.25880197047481	0.283994056040501	0.180811157194687	-6.96197065493811	3.35545411432585e-12	chr17	53343283	53343284	cg02383154	HLF	R	S_Shore	I
cg02390319	-1.14668018182908	0.317689692669516	0.272452662074002	-4.20873179619594	2.56807995067348e-05	chr1	3310268	3310269	cg02390319	PRDM16	R	Island	I
cg02392553	0.103533520688777	1.10908296996704	0.244807264110286	0.422918499028423	0.67235472536967	chr1	55462274	55462275	cg02392553	NA	R	N_Shore	I
cg02408775	-2.16744754947196	0.114469421879859	0.198178794532079	-10.9368288095078	7.68408172181976e-28	chr12	48206848	48206849	cg02408775	HDAC7	F	Island	I
cg02435495	-0.214650876929711	0.806823071560383	0.180301450341136	-1.19051109419023	0.23384557216023	chr17	36103289	36103290	cg02435495	HNF1B	F	Island	I
cg02457623	-0.849712108078602	0.42753799896887	0.188342921993058	-4.51151601072602	6.4365923765247e-06	chr1	203599089	203599090	cg02457623	ATP2B4	R	S_Shore	I
cg02466246	-1.20394754106174	0.300007579074996	0.590370931010074	-2.03930694724736	0.0414194027223568	chr17	26711596	26711597	cg02466246	SARM1	R	Island	II
cg02513017	0.261734252014339	1.29918124175193	0.180195667279176	1.45250025134531	0.146362559338763	chr16	68544286	68544287	cg02513017	NA	F	Island	I
cg02525822	-1.76739403221307	0.170777449981538	0.193425457731875	-9.13733927755787	6.40077118385113e-20	chr16	84682731	84682732	cg02525822	KLHL36	F	Island	II
cg02536026	-1.73336525586336	0.176688805312876	0.317019165953979	-5.46769861893771	4.55916207780776e-08	chr11	75063569	75063570	cg02536026	ARRB1	F	S_Shore	I
cg02539083	-0.458762485086412	0.632065352019917	0.183254153202901	-2.50342203474354	0.0122998776724843	chr7	97361148	97361149	cg02539083	TAC1	F	Island	I
cg02578560	-0.978898028494147	0.375724908949757	0.182408985125741	-5.36650115025504	8.02786888203084e-08	chr6	43243245	43243246	cg02578560	TTBK1	R	N_Shore	I
cg02585702	-1.68152822374678	0.186089372427835	0.190018301405069	-8.84929615364889	8.80729729193073e-19	chr12	25055262	25055263	cg02585702	BCAT1	R	N_Shore	II
cg02595575	-1.1599791342158	0.313492722085848	0.181516797167247	-6.39047819440652	1.6536778635298e-10	chr19	19221316	19221317	cg02595575	SLC25A42	R	Island	I
cg02599464	-0.532888938527111	0.58690697997908	0.333093717924479	-1.59981683787843	0.109639222344222	chr6	27107097	27107098	cg02599464	HIST1H2BK	R	N_Shore	II
cg02602699	-1.55481099544304	0.21122930216904	0.195508513726429	-7.9526510933363	1.82561966686312e-15	chr17	235235	235236	cg02602699	NA	R	Island	I
cg02608019	0.275513566679012	1.31720697480182	0.185491366636827	1.48531746611388	0.137459747236172	chr9	93564028	93564029	cg02608019	SYK	R	Island	I
cg02609127	0.0707389421712472	1.07330099566428	0.191007390976975	0.370346622763798	0.711124239508623	chr14	102026258	102026259	cg02609127	DIO3	F	Island	I
cg02626129	-0.994386289575872	0.369950417316674	0.308347929654983	-3.22488395069982	0.00126023742442406	chr13	31480646	31480647	cg02626129	C13orf33	R	Island	I
cg02628795	-1.17526078368707	0.308738455236047	0.201825083822961	-5.82316509635642	5.7743461923037e-09	chr1	229543603	229543604	cg02628795	NA	F	Island	II
cg02633761	-0.54235793340835	0.581375789524952	0.17988212073354	-3.01507415632345	0.00256916432138013	chr3	13009234	13009235	cg02633761	IQSEC1	R	S_Shore	I
cg02642223	-1.44555691374725	0.23561482287685	0.180954549966711	-7.98850824150695	1.36581337868121e-15	chr17	38109030	38109031	cg02642223	NA	R	CpG_Ocean	I
cg02672854	-0.811678797914547	0.444111865964071	0.184895431111737	-4.38993431602986	1.13384904382516e-05	chr6	26521696	26521697	cg02672854	HCG11	R	N_Shore	II
cg02675308	-0.564194228578382	0.568818299679461	0.180135615500639	-3.13205263162621	0.00173588753697662	chr4	76556042	76556043	cg02675308	CDKL2	R	Island	I
cg02676167	0.727926025885977	2.07078140396893	0.201852959170517	3.60621924433149	0.000310690664918667	chr2	66810606	66810607	cg02676167	NA	F	S_Shore	II
cg02679809	-1.61744613614165	0.198404751338052	0.185591594785339	-8.71508291101458	2.90545948558185e-18	chr11	31834791	31834792	cg02679809	PAX6	R	Island	I
cg02685896	-1.06444886376564	0.344917899144338	0.717447651938721	-1.48366066972166	0.137898965301264	chr17	27038861	27038862	cg02685896	PROCA1	F	Island	I
cg02693127	-1.69807195541757	0.18303608579975	0.203430091527589	-8.34720145218674	6.98994358422939e-17	chr4	148652654	148652655	cg02693127	ARHGAP10	F	N_Shore	II
cg02696790	-1.51948185963108	0.218825239773809	0.182772029177826	-8.31353608353667	9.28917588095639e-17	chr15	75250997	75250998	cg02696790	RPP25	R	N_Shore	II
cg02700714	-0.293080864512273	0.745961816419748	0.179757626254245	-1.63042242278916	0.103012248798657	chr15	34876347	34876348	cg02700714	GOLGA8B	F	Island	I
cg02700891	-1.39864045692513	0.246932451139191	0.209674537004477	-6.67053079933717	2.54879875818797e-11	chr3	129693586	129693587	cg02700891	TRH	F	Island	I
cg02701278	-0.374594086301218	0.68756831555285	0.180248560733473	-2.07820847377037	0.0376901619683506	chr2	109648208	109648209	cg02701278	NA	F	Island	II
cg02709181	-1.32287378209231	0.266368715347864	0.182099252129947	-7.26457559061417	3.74211315930132e-13	chr11	94276895	94276896	cg02709181	FUT4	R	Island	II
cg02728595	0.424676055293686	1.52909499719318	0.184567192187533	2.30092927275063	0.0213956291843266	chr3	196255632	196255633	cg02728595	NA	R	Island	I
cg02746187	-0.675624585765344	0.508838508047069	0.182886254987302	-3.69423380566381	0.000220550801191168	chr15	53076188	53076189	cg02746187	ONECUT1	R	Island	II
cg02757194	-1.52339618588819	0.217970360621534	0.185009907538929	-8.23413300483728	1.80862661961058e-16	chr11	44748427	44748428	cg02757194	NA	R	Island	I
cg02760031	-0.36536224381124	0.693945227978359	0.179415719860002	-2.03640040068023	0.0417101652470456	chr20	591151	591152	cg02760031	TCF15	F	Island	I
cg02764346	-1.18434212388122	0.305947388786748	0.259024526723723	-4.57231652485344	4.82361540465263e-06	chr2	166651375	166651376	cg02764346	GALNT3	R	S_Shore	II
cg02767601	-1.27672965127739	0.278948067835306	0.182817535705787	-6.98362794547272	2.87653231816575e-12	chr10	22614694	22614695	cg02767601	BMI1	R	Island	II
cg02773945	-0.17340337506803	0.840798389324171	0.179651444500993	-0.965221156722018	0.334434052299565	chr1	200011858	200011859	cg02773945	NR5A2	F	Island	I
cg02809707	-0.228316919340918	0.795871992636026	0.179588484925361	-1.27133384657602	0.203609906099887	chr2	175191069	175191070	cg02809707	NA	F	Island	II
cg02823783	-1.29951487636034	0.272664036724049	0.335765920809978	-3.87030009843012	0.000108701459889177	chr12	124246919	124246920	cg02823783	DNAH10	F	Island	I
cg02841523	-1.03252319622185	0.356107297445674	0.181409939822193	-5.69165723352238	1.25812224357887e-08	chr3	149375293	149375294	cg02841523	WWTR1	F	Island	II
cg02856132	-1.15968061546553	0.313586319511064	0.300397305392274	-3.86048940735722	0.000113160146561462	chr8	80695847	80695848	cg02856132	NA	F	Island	I
cg02858118	-0.507031300876538	0.602280918267358	0.511361108486767	-0.991532778816437	0.321425494753272	chr3	48694018	48694019	cg02858118	CELSR3	F	Island	II
cg02874942	-1.32024266465069	0.267070485535758	0.216650362416462	-6.09388625029307	1.10201980842496e-09	chr19	11689649	11689650	cg02874942	ACP5	R	Island	I
cg02878891	-1.53539312153159	0.215371007545008	0.19943087160774	-7.69887384612927	1.37270606878456e-14	chr2	102090444	102090445	cg02878891	RFX8	R	Island	I
cg02881570	-1.0572479282836	0.347410594781673	0.180997534656191	-5.84122833657298	5.18173237814634e-09	chr14	77737495	77737496	cg02881570	NGB	R	Island	I
cg02884176	0.750857918597178	2.11881700960174	0.179486164110506	4.18337492652019	2.87213134401619e-05	chr2	88752219	88752220	cg02884176	FOXI3	F	Island	I
cg02899346	-1.60227928844296	0.201436861638226	0.424265814900319	-3.77659295698715	0.000158988239428898	chr19	45996372	45996373	cg02899346	RTN2	F	N_Shore	I
cg02900995	-1.51612852392467	0.219560265969828	0.187396253274018	-8.09049539377784	5.94225474320736e-16	chr7	155598018	155598019	cg02900995	SHH	F	Island	II
cg02915939	-1.68924365940799	0.18465913638961	0.302301925498498	-5.58793549403435	2.2978496109602e-08	chr6	30711022	30711023	cg02915939	IER3	R	Island	II
cg02916102	-2.1184792303235	0.120214307843705	0.210632031939096	-10.0577258398003	8.49376949002729e-24	chr15	74658244	74658245	cg02916102	CYP11A1	F	Island	I
cg02930432	-0.84126284972625	0.431165682011574	0.207225761341845	-4.05964414983368	4.91475591979921e-05	chr3	50375483	50375484	cg02930432	RASSF1	R	Island	I
cg02935154	-1.98671177055029	0.137145651186214	0.202697123706276	-9.80138116527591	1.11056571570907e-22	chr7	12443704	12443705	cg02935154	VWDE	F	Island	II
cg02948476	0.554551508554942	1.74115991430941	0.189083906938144	2.93283292869739	0.00335884585095422	chr14	95235026	95235027	cg02948476	GSC	R	Island	II
cg02955911	-1.77344121779826	0.169747843296677	0.190077212787669	-9.33010954753071	1.0576153922607e-20	chr16	67464503	67464504	cg02955911	HSD11B2	R	Island	I
cg02959637	-1.67068818895793	0.188117560653873	0.193462152594952	-8.63573658490099	5.83498270527706e-18	chr11	64513289	64513290	cg02959637	RASGRP2	F	Island	II
cg02964396	-1.59741925598205	0.202418234144067	0.259459387195381	-6.15672176385411	7.42661558125391e-10	chr19	13213777	13213778	cg02964396	LYL1	F	Island	I
cg02986494	-1.71077699888141	0.18072531468124	0.194321788282614	-8.80383519522435	1.3221850172214e-18	chr19	1248287	1248288	cg02986494	MIDN	F	Island	I
cg02995271	-0.160096690107228	0.85206139907509	0.181431009605182	-0.88241084286319	0.377554674279697	chr8	144816322	144816323	cg02995271	FAM83H	R	Island	I
cg03004598	-1.34347363445413	0.260937690349495	0.194382525132275	-6.91149388835192	4.79576200738594e-12	chr7	29603370	29603371	cg03004598	PRR15	R	N_Shore	II
cg03018796	-1.76633844119073	0.170957816304343	0.193140360353396	-9.14536163212496	5.94306850663446e-20	chr22	37730664	37730665	cg03018796	NA	R	Island	I
cg03024517	-0.96675589916375	0.380314818634152	0.181517189091781	-5.32597438292705	1.00413283262869e-07	chr11	65343553	65343554	cg03024517	EHBP1L1	F	Island	I
cg03044249	1.89531011767924	6.65461179743588	0.195877774393038	9.67598352366515	3.8140648361161e-22	chr7	70597065	70597066	cg03044249	WBSCR17	R	Island	I
cg03048314	-1.596869908555	0.202529462628927	0.235549038620318	-6.77935226527923	1.20715865516417e-11	chr1	19970337	19970338	cg03048314	NBL1	R	Island	I
cg03094935	-0.769232226342385	0.463368694050777	0.180188945934033	-4.26903116811616	1.96323837270128e-05	chr19	42721937	42721938	cg03094935	DEDD2	F	Island	I
cg03101422	-1.08761943593906	0.337017832048539	0.185223458018548	-5.87193138263376	4.30747040640738e-09	chr2	136876737	136876738	cg03101422	CXCR4	F	Island	II
cg03104704	-1.32935347347233	0.264648308152424	0.183268652002521	-7.2535780612063	4.05903266456449e-13	chr16	48399813	48399814	cg03104704	SIAH1	R	Island	II
cg03137889	-1.4900646319845	0.225358089728172	0.182597809286708	-8.16036423331269	3.34015814875188e-16	chr6	108454859	108454860	cg03137889	NA	R	N_Shore	II
cg03140441	-0.572541272851246	0.564090108810376	0.191919131482133	-2.98324230851653	0.00285212096074916	chr19	10616518	10616519	cg03140441	NA	R	S_Shelf	I
cg03142956	-0.946564595403803	0.388071920119337	0.179799655161372	-5.2645517843416	1.40531785447182e-07	chr1	205012349	205012350	cg03142956	CNTN2	R	CpG_Ocean	I
cg03148231	-0.533322576316427	0.586652530107275	0.22131567789849	-2.40978217802104	0.0159620472296845	chr15	89954845	89954846	cg03148231	NA	R	Island	I
cg03171003	-1.43320143351324	0.238544015692106	0.246844251363814	-5.80609605285439	6.39462861229122e-09	chr2	111875934	111875935	cg03171003	NA	R	Island	II
cg03172801	-1.32154644334672	0.266722511616163	0.189041513295395	-6.9907737211227	2.73374373087453e-12	chr18	3246174	3246175	cg03172801	MYL12A	R	N_Shore	II
cg03186333	-0.488801835591381	0.613360861243987	0.245419680876007	-1.9916977882403	0.0464042265496308	chr8	72470352	72470353	cg03186333	NA	R	S_Shore	II
cg03186851	-1.30045757677806	0.272407117340764	0.198835168657108	-6.5403800824627	6.13626828845867e-11	chr17	44896748	44896749	cg03186851	WNT3	F	Island	II
cg03189990	-1.23964304172339	0.289487534469514	0.190307932939817	-6.51388001841946	7.32340014503715e-11	chr11	131564914	131564915	cg03189990	NTM	R	S_Shelf	II
cg03192551	-0.634371903941109	0.530268443262146	0.264535272157396	-2.39806169803951	0.0164820887598526	chr17	42403152	42403153	cg03192551	SLC25A39	F	Island	II
cg03192775	-1.74346237895823	0.174913733337236	0.194987188637064	-8.94142015762582	3.8420063626603e-19	chr13	27335151	27335152	cg03192775	GPR12	R	Island	I
