	PC-P-1	PC-P-10	PC-P-2	PC-P-3	PC-P-4	PC-P-5	PC-P-6	PC-P-7	PC-P-8	PC-P-9	PC-T-1	PC-T-2	PC-T-4	PC-T-6	PC-T-7	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Pancreas	STL002PA-01	STL003PA-01
chr10:43393516-43393528	0.277777777777778	NA	NA	NA	NA	0.0333333333333333	NA	NA	0.0185185185185185	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	0.0277777777777778	0.00757575757575758	0.00303030303030303
chr1:25054086-25054215	NA	0.0333333333333333	NA	NA	NA	NA	NA	0.5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	0.00925925925925926	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA
chr16:31228236-31228251	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	0.277777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0748456790123457
chr8:56014678-56014725	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	0.376455026455026	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	NA	NA	NA	0.00166666666666667
chr11:109293629-109293665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:1397570-1397649	0.0142857142857143	NA	NA	0.037037037037037	0.0277777777777778	0.0277777777777778	NA	NA	NA	0.0277777777777778	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0485714285714286	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:1748473-1748519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019047619047619	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:114886545-114886577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.819444444444445	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.0333333333333333	NA	0.037037037037037	NA	NA	0.00833333333333333
chr10:17270371-17270443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00617543859649123	0.00193236714975845
chr15:99645672-99645799	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00277777777777778	NA	NA	0.782386480908153	NA	NA	NA	NA	NA	NA	0.00350877192982456	NA	0.00277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0010752688172043	NA
chr13:46961346-46961506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00136054421768707	NA
chr8:55366729-55366735	NA	NA	0.0555555555555556	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	0.00925925925925926
chr18:5629764-5629815	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	NA	1	0.116666666666667	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:100346858-100346878	NA	0.0111111111111111	NA	NA	NA	NA	NA	0.0111111111111111	0.0111111111111111	NA	NA	NA	1	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00138888888888889	NA	NA	NA	NA	NA	NA	NA	NA
chr12:120807194-120807220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456
chr2:68694506-68694516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA
chr15:84323507-84323536	NA	NA	NA	NA	NA	NA	NA	0.0625	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:17218621-17218698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.750476190476191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0021505376344086	0.00155038759689922
chr10:13933959-13933999	NA	NA	0.270649350649351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.00606060606060606	NA	NA	NA	NA	NA	NA	0.0365656565656566	NA	NA	NA	NA	NA	NA	0.0670707070707071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:214158845-214158870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14:38057428-38057436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	0.0128205128205128	0.0304232804232804
chr11:31827866-31827871	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA
chr17:12877619-12877634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:9608976-9608999	NA	NA	NA	NA	0.179166666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0125	0.0125	0.0388888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0105263157894737	NA
chr7:42533218-42533256	NA	0.00444444444444444	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	0.5	1	0.0037037037037037	NA	NA	NA	NA	NA	NA	NA	0.0183333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.00392156862745098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0163333333333333	NA
chr19:51227723-51227736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667
chr20:52790177-52790261	NA	NA	NA	0.0266666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:62069620-62069632	NA	NA	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9:135644825-135645168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00714285714285714	NA
chr12:108169180-108169201	NA	NA	NA	NA	NA	0.0125	0.0125	NA	0.0708333333333333	NA	NA	1	NA	0.5	NA	NA	0.0111111111111111	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.358333333333333	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741
chr20:61435675-61435784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0784313725490196	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.104166666666667	NA
chr20:44639135-44639166	NA	NA	0.0488888888888889	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	0.011025641025641	NA
chr5:92908873-92908981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00909090909090909	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00925925925925926	0.180952380952381
chr6:26273514-26273534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	0.0151515151515152	NA	NA	NA	NA	NA	NA	NA	NA
chr8:55379743-55379747	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:107503995-107504003	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA
chr7:98246737-98246757	NA	NA	NA	NA	NA	0.025	NA	NA	NA	0.0583333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:114881665-114881675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0488888888888889	NA	NA	NA	NA	NA
chr20:362531-362547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0416666666666667	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:62584918-62584945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0072463768115942
chr13:112715443-112715545	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00909090909090909	NA	NA	NA	NA	NA	NA	NA	NA
chr5:177210137-177210197	0.0153508771929825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	0.00493827160493827	NA	NA	NA	NA	NA	NA	NA	0.0169230769230769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	0.0135338345864662	NA
chr11:128562140-128562222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:55362634-55362702	NA	NA	0.0476190476190476	NA	0.037037037037037	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0166666666666667	0.0133333333333333
chr13:28366777-28366793	NA	NA	NA	0.0694444444444444	0.0277777777777778	NA	NA	NA	NA	NA	0.277777777777778	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6:26250624-26250711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17:38347866-38347983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.802619047619048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9:23821928-23821933	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	0.177777777777778	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00617283950617284
chr22:43411221-43411247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA
chr1:166890455-166890467	NA	NA	NA	NA	0.0277777777777778	NA	NA	0.138888888888889	NA	NA	NA	NA	0.638888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:1199840-1199871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.00512820512820513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:157361751-157361803	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA	0.84	0.365079365079365	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	0.00392156862745098	0.0121212121212121	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273809523809524	NA
chr6:71666942-71667036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7:156409185-156409198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.0920634920634921	NA
chr19:51161936-51161962	NA	0.0555555555555556	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037
chr6:161100339-161100352	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA
chr6:84418606-84418667	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:200842604-200842624	NA	0.141666666666667	0.025	0.0166666666666667	NA	NA	NA	0.179166666666667	0.116666666666667	0.025	NA	NA	1	NA	NA	NA	NA	NA	0.0125	NA	0.0142857142857143	0.0833333333333333	0.025	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	0.5125	0.0555555555555556	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA
chr1:41847985-41848040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.820836940836941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0314814814814815	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:110625841-110626065	NA	NA	NA	NA	0.466666666666667	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0151515151515152	0.0238095238095238	NA	0.28974358974359	0.0208333333333333	NA	0.0416666666666667	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	0.0476190476190476	NA	NA	0.0104166666666667	NA	NA	NA	NA	NA	NA	NA	NA
chr12:69327312-69327337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.141666666666667	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0121951219512195
chr17:7212211-7212307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21:40032777-40032825	NA	NA	0.00784313725490196	NA	0.04	NA	NA	NA	NA	NA	NA	0.324444444444444	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	0.00166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.00868483264899838	NA
chr3:128210836-128210887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.025	NA	0.0119047619047619	NA	NA	NA	0.0087719298245614	NA	NA	NA	NA	0.0317460317460317	NA	0.108333333333333	NA	NA	NA	NA	NA	NA	0.0125	0.0151515151515152	NA	NA	NA	NA	NA	NA	0.402323232323232	NA
chr13:112722960-112722982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.656666666666667	NA	NA	NA	NA	NA	0.0222222222222222	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0194152046783626	NA	0.00820130475302889	NA
chr19:48918187-48918246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0677248677248677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	0.025	NA	NA	NA	0.0744588744588745
chr8:99440186-99440197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15:93632777-93632828	NA	NA	NA	NA	NA	NA	0.00317460317460317	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10:131265066-131265072	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0139233526330301
chr15:83349512-83349536	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	0.0105263157894737	NA
chr15:64444308-64444368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19:9473589-9473616	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	0.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0476190476190476	NA	NA	NA	NA	NA	0.0232371794871795
chr1:114696331-114696345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.179166666666667	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA
chr15:28352228-28352240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00208333333333333	NA
chr7:137531784-137531800	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA
chr22:25678692-25678699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA
chr8:109094509-109094528	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.0503030303030303
chr8:53852541-53852546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.037037037037037	NA	NA	0.00326797385620915
chr22:46933901-46933923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr16:51186064-51186152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA
chr2:172966968-172967013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA
chr14:104928365-104928381	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4:180980651-180980709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00303030303030303	NA
chr12:22487166-22487188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0117647058823529
