	7-P-1	7-P-10	7-P-11	7-P-12	7-P-13	7-P-14	7-P-15	7-P-16	7-P-17	7-P-18	7-P-19	7-P-2	7-P-20	7-P-21	7-P-22	7-P-23	7-P-25	7-P-26	7-P-27	7-P-28	7-P-29	7-P-3	7-P-30	7-P-4	7-P-5	7-P-6	7-P-7	7-P-8	7-P-9	7-T-1	7-T-2	7-T-3	7-T-4	7-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Lung	STL001LG-01	STL002LG-01
chr3:62358170-62358197	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	0.025	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.505555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA
chr2:27529569-27529583	NA	NA	1	0.333333333333333	NA	NA	1	NA	NA	1	NA	NA	NA	0.333333333333333	NA	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.00617283950617284
chr19:3721497-3721524	NA	NA	NA	NA	NA	1	NA	NA	0.445714285714286	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3:186490394-186490602	NA	NA	NA	1	NA	NA	1	NA	1	1	1	NA	0.98	NA	NA	NA	0.0833333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.658253968253968	NA	NA	0.0102564102564103	0.00476190476190476	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA
chr20:30582904-30582925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA
chr6:19691937-19691950	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	0.0583333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0027027027027027
chr4:85403011-85403031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00925925925925926	0.0104166666666667
chr10:74108-74151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA
chr1:120905027-120905108	NA	0.00666666666666667	0.157474747474747	NA	NA	NA	NA	NA	NA	0.166666666666667	1	NA	NA	NA	1	0.42	1	NA	0.422222222222222	0.606945646945647	NA	NA	0.116666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.00559264634736333	NA	0.00444444444444444	0.102014245014245	0.0432282528834253	0.0893333333333333	0.0019047619047619	NA	NA	NA	0.0138888888888889	NA	0.00148148148148148	0.0101532567049808	NA	0.01	0.0594833488951136	0.0032520325203252	NA	0.0214615384615385	NA	NA	NA	NA	NA	NA	0.00788035662927811	0.0156790970792343
chr18:22110679-22110850	NA	NA	NA	0.583333333333333	NA	NA	0.466666666666667	0.5	NA	0.666666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	0.317460317460317	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.120900076277651	NA
chr1:11004550-11004580	NA	NA	NA	NA	NA	NA	1	NA	NA	1	0.5125	NA	NA	NA	NA	NA	NA	NA	NA	0.116666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.00909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:138609470-138609565	NA	NA	1	0.872478632478633	0.311111111111111	NA	0.666666666666667	1	0.444444444444444	NA	NA	NA	0.8	0.8	0.777142857142857	0.856042780748663	1	NA	NA	NA	NA	NA	0.777142857142857	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037	0.00277777777777778
chr8:101118166-101118179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	0.177777777777778	NA	NA	0.0833333333333333	0.5	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667
chr13:45885590-45885761	NA	NA	1	NA	1	1	NA	1	1	NA	1	NA	1	0.130952380952381	1	1	0.92037037037037	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.025	NA	0.025	NA	0.0125	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr20:47934839-47934850	NA	NA	0.177777777777778	NA	NA	NA	NA	0.177777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	1	0.0555555555555556	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0238095238095238	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00925925925925926	NA
chr16:2273476-2273492	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00241545893719807
chr5:40680745-40680880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	0.0128205128205128
chr4:16085139-16085179	NA	NA	0.5	NA	NA	1	NA	1	0.402666666666667	0.00606060606060606	NA	NA	0.506666666666667	1	1	0.333333333333333	0.00666666666666667	NA	0.962962962962963	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.373333333333333	1	NA	NA	NA	0.069347442680776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	0.00606060606060606	NA	NA	NA	NA	NA	0.00493827160493827
chr20:57224759-57224775	NA	NA	0.263888888888889	NA	NA	1	NA	NA	1	0.666666666666667	0.958333333333333	NA	0.307359307359307	1	NA	NA	NA	NA	NA	NA	0.5	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	0.0138888888888889	NA
chr11:64739531-64739543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.037037037037037	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12:101603832-101603874	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	1	0.00512820512820513	NA	NA	NA	0.908484848484849	NA	NA	NA	1	0.0037037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.791428571428571	0.00833333333333333	0.02	NA	NA	0.0166666666666667	0.00555555555555555	0.00526315789473684	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00829572318934021	NA
chr6:89792467-89792628	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444
chr1:1148408-1148418	NA	NA	1	0.111111111111111	NA	0.466666666666667	NA	1	0.0833333333333333	0.194444444444444	NA	NA	0.0333333333333333	0.5	0.0833333333333333	1	NA	0.466666666666667	1	NA	0.0333333333333333	NA	0.0333333333333333	0.0333333333333333	NA	NA	NA	NA	NA	0.666666666666667	0.232600732600733	0.5	NA	0.75	NA	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	0.101010101010101	0.115824915824916
chr4:111543055-111543093	NA	NA	0.111111111111111	NA	0.5	NA	1	NA	NA	NA	0.438888888888889	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00260416666666667
chr19:47105491-47105594	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016260162601626
chr2:105473446-105473461	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0178571428571429
chr16:54318220-54318263	NA	NA	NA	NA	NA	NA	NA	1	0.0555555555555556	NA	NA	NA	NA	NA	0.638888888888889	NA	0.891666666666667	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0623188405797101
chr12:54403129-54403146	NA	NA	1	NA	1	1	1	1	1	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	1	0.0238095238095238	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00617283950617284	NA
chr7:158936693-158936700	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8:80696424-80696519	NA	NA	0.981410256410256	NA	1	0.874468864468865	1	NA	1	1	0.820836940836941	NA	1	NA	1	1	NA	1	NA	NA	0.891666666666667	NA	0.251428571428571	NA	NA	NA	NA	NA	NA	NA	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00187793427230047
chr10:101089928-101089935	NA	NA	0.5	0.5	NA	0.5	0.0555555555555556	NA	0.351851851851852	1	NA	NA	0.25	NA	0.25	NA	NA	1	NA	0.5	0.6	NA	0.425925925925926	NA	NA	NA	NA	0.5	NA	NA	NA	0.511111111111111	NA	NA	0.0185185185185185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr14:74227104-74227207	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00380952380952381
chr19:4327378-4327429	NA	NA	0.527777777777778	1	1	0.5	1	1	NA	0.575	NA	NA	NA	NA	0.177777777777778	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	1	1	NA	NA	NA	0.0185185185185185	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	NA	0.0981240981240981
chr14:104602327-104602381	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916666666666667	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	0.0333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	0.0048780487804878
chr4:140657063-140657082	NA	NA	0.5	0.06	NA	NA	0.06	NA	NA	1	1	NA	NA	0.173333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	0.00555555555555555	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0205555555555556	NA	NA	NA	NA	NA	NA	NA	0.0037037037037037	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	0.236477016909185
chr5:172659640-172659657	NA	NA	0.0555555555555556	0.428571428571429	NA	NA	NA	0.5	0.666666666666667	1	1	NA	0.333333333333333	1	0.5	0.666666666666667	0.5	0.5	0.0277777777777778	1	0.5	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.5	0.611111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00189393939393939
chr10:73137223-73137350	NA	NA	1	0.636209574738987	0.0259259259259259	1	NA	1	0.5	NA	0.5	NA	NA	NA	0.5	0.532340208810797	0.5	0.46952380952381	NA	NA	0.754365079365079	NA	0.636209574738987	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	0.802619047619048	NA	NA	0.00444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA
chr11:62623836-62623924	NA	NA	NA	NA	NA	0.111428571428571	0.0555555555555556	0.985606060606061	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.679166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17:25676002-25676018	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.685185185185185	0.0555555555555556	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0396825396825397
chr17:36734715-36734727	NA	NA	NA	NA	NA	1	NA	1	0.0555555555555556	NA	1	NA	0.111111111111111	1	0.222222222222222	0.0666666666666667	0.154761904761905	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0333333333333333	0.0119047619047619
chr19:56989735-56989739	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	0.0277777777777778	0.00925925925925926	NA	NA
chr3:127795976-127795985	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.141666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5125	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr5:42949496-42949541	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0333333333333333	NA	NA	1	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.355555555555556	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0147572815533981
chr19:11850132-11850157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA
chr3:184099424-184099527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0178571428571429	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00476190476190476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.179166666666667	NA	NA
chr4:124778435-124778516	NA	NA	0.666666666666667	NA	NA	NA	NA	0.166666666666667	NA	1	1	NA	NA	NA	NA	NA	1	NA	0.0476190476190476	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	0.0278867102396514
chr14:26674438-26674476	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0111111111111111	1	0.173333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	0.00136054421768707
chr2:198651267-198651278	NA	NA	NA	NA	0.891666666666667	1	NA	NA	NA	0.958333333333333	NA	NA	NA	1	0.805555555555555	NA	0.976190476190476	NA	NA	0.533333333333333	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.277777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00694444444444444
chr10:94826041-94826122	NA	0.00555555555555555	NA	NA	NA	NA	0.319074074074074	NA	1	NA	NA	NA	NA	NA	NA	NA	0.28023523317641	1	NA	1	1	NA	NA	NA	0.252142857142857	0.00444444444444444	NA	NA	NA	NA	0.560846560846561	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00303030303030303	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049156010230179	0.00303030303030303	NA	NA	0.0328619528619529	NA	NA	NA	NA	NA	0.171543489190548	NA	NA
chr1:91179731-91179834	NA	NA	NA	0.166666666666667	NA	NA	1	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0515151515151515	NA	0.0620689655172414
chr6:74024675-74024697	NA	NA	0.381410256410256	1	NA	0.958333333333333	NA	1	1	1	0.177777777777778	NA	NA	NA	1	NA	1	NA	0.0555555555555556	1	NA	NA	1	NA	NA	0.5	NA	NA	NA	NA	0.493506493506494	NA	1	0.138888888888889	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0272108843537415
chr4:47839597-47839679	NA	NA	0.437234432234432	0.601351241351241	0.606945646945647	0.833346202606165	NA	0.754418130888719	0.726222275055227	0.367207792207792	0.606945646945647	NA	0.556984246690129	0.751803751803752	0.754418130888719	0.306503126503126	0.718617216117216	0.754418130888719	0.990476190476191	NA	0.606945646945647	NA	0.889400673400673	NA	NA	NA	NA	NA	NA	NA	NA	0.588509803921569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA	0.00121212121212121
chr7:27141761-27141770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	0.638888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0104166666666667	NA
chr3:147072721-147072816	NA	NA	1	1	0.222857142857143	NA	1	0.0166666666666667	0.135213675213675	1	NA	NA	0.966666666666667	NA	0.179166666666667	0.114010989010989	0.0925724637681159	0.133333333333333	0.111111111111111	NA	1	0.0416666666666667	0.166666666666667	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	1	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00714285714285714	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA
chr5:50694887-50694984	NA	NA	0.162142857142857	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19982174688057	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.855555555555556	NA	NA	0.01	NA	0.02	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0276190476190476	NA	NA	0.0166666666666667	0.0117647058823529	NA	0.00588235294117647	NA	NA	NA	NA	NA	NA	NA	0.00555555555555556
chr1:146544419-146544437	NA	NA	1	NA	0.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.00666666666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00634920634920635	NA	0.00661375661375661
chr17:46659696-46659701	NA	NA	1	1	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	1	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00649350649350649
chr16:744684-744723	NA	NA	0.862727272727273	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.679166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00540540540540541
chr1:95699725-95699930	NA	NA	0.744126984126984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00350877192982456	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00333333333333333	NA	NA	NA	NA	0.000628930817610063
